id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105706489876600	,P2os0Frm0,"新玩具。
 ",,"https://wx3.sinaimg.cn/large/74ec4163gy1hw1zd42tlhj23lw2tv7wm.jpg,https://wx1.sinaimg.cn/large/74ec4163gy1hw1zec9o1wj23sg2uc4qu.jpg,https://wx2.sinaimg.cn/large/74ec4163gy1hw1zdpu4u2j2400300x6t.jpg,https://wx3.sinaimg.cn/large/74ec4163gy1hw1zci55ndj24003004qt.jpg",,,2024-11-28T15:25:49,iPhone 15 Pro Max,62,31,2,,,2024-11-28 15:25:49,True
5105662132488203	,P2nitarij,"午饭接着「海陆双拼」。
我妈说：嗯，澳洲龙虾没波士顿龙虾好吃。
□ ",,"https://wx1.sinaimg.cn/large/74ec4163gy1hw1tzrqyj7j24002o0qva.jpg,https://wx3.sinaimg.cn/large/74ec4163gy1hw1tzbmbyyj21sf1cbkjl.jpg,https://wx4.sinaimg.cn/large/74ec4163gy1hw1txax23bj23r72tenpg.jpg,https://wx2.sinaimg.cn/large/74ec4163gy1hw1txkgjgmj23tb2uzhdw.jpg,https://wx2.sinaimg.cn/large/74ec4163gy1hw1txtmgsgj23vh2wmkjo.jpg,https://wx1.sinaimg.cn/large/74ec4163gy1hw1ty9rb7tj24003004qt.jpg,https://wx1.sinaimg.cn/large/74ec4163gy1hw1tynam28j23ww2xonph.jpg,https://wx1.sinaimg.cn/large/74ec4163gy1hw1tz7tjojj22j31wbnpf.jpg,https://wx4.sinaimg.cn/large/74ec4163gy1hw1tx1dpkij23vc2wi7wk.jpg",,,2024-11-28T12:29:34,iPhone 15 Pro Max,51,16,2,,,2024-11-28 12:29:34,True
5105334010251448	,P2eLf13pC,"明明就是一个住房，非要管自己叫什么「书院」，实在太装逼而搂逼。
 //@别动那杯可乐是我的: 我要是能有万柳书院的一间我就很满足了",,,,,2024-11-27T14:45:43,iPhone 15 Pro Max,44,18,4,,别动那杯可乐是我的,2024-11-27 14:45:43,False,1961640291,褚明宇,5105319179717523	,P2enjELYf,"一个什么破万柳书院，一个搂逼在那直播炫耀，另外一个同小区居民跑出来说：要低调。
哈哈这帮人煞有介事地争来争去全弄错了，真正的上等人，没有一个住「商品房」的。
什么万柳书院啊这呀那的，无非就是一个开发商开发出来的商品房而已，本质都是……人的居所。
一个朋友在群里问：所以斥巨资住进更高级的小区也不算向上移动咯？
我的回答是：
「小区」就是一个贬义词。
□",,,,,2024-11-27T13:46:47,iPhone 15 Pro Max,159,34,16,,,2024-11-27 13:46:47
5105319179717523	,P2enjELYf,"一个什么破万柳书院，一个搂逼在那直播炫耀，另外一个同小区居民跑出来说：要低调。
哈哈这帮人煞有介事地争来争去全弄错了，真正的上等人，没有一个住「商品房」的。
什么万柳书院啊这呀那的，无非就是一个开发商开发出来的商品房而已，本质都是……人的居所。
一个朋友在群里问：所以斥巨资住进更高级的小区也不算向上移动咯？
我的回答是：
「小区」就是一个贬义词。
□",,,,,2024-11-27T13:46:47,iPhone 15 Pro Max,159,34,16,,,2024-11-27 13:46:47,True
5105312120705489	,P2ebW2XwR,"#万柳书院业主曾暗示羊毛月低调做人#凡是拿「万柳书院」这种商品房说事儿，觉得怎么着这是某种「高端」的都是下等人。
哈哈没错，人分上等人跟下等人。
□ ",,,,,2024-11-27T13:18:44,iPhone 15 Pro Max,79,4,4,万柳书院业主曾暗示羊毛月低调做人,,2024-11-27 13:18:44,True
5104626265227431	,P1WlIlVTp,"因为上一条微博，认真看了虎嗅那个视频。
你说哈，一个人得是多不自信，多怂，才会像右边这位一样，以这么一种别扭的方式「坐」在凳子上呢？
告诉大家一个定理吧，不管是面试、相亲、访谈，还是什么嘉宾 panel 环节，凡是坐姿别扭的人都是自视过低心理处于下风的怂逼。
肢体语言往往是最容易暴露一个人内心的东西。
不信你瞧，左边虎嗅的采访者从容自信，而右边这个屁股卡在凳子边上手下意识挡住裤裆的男的……
□",,https://wx2.sinaimg.cn/large/74ec4163gy1hvyixun80mj225o0zunh3.jpg,,,2024-11-25T15:53:23,iPhone 15 Pro Max,712,112,23,,,2024-11-25 15:53:23,True
5104599386294338	,P1VEmqprA,"#董宇辉说历史上受委屈比自己多的人太多#动不动就拿自己跟「历史上」的人去类比，这二傻子也太瞧得起自己了吧？
当代的、身边的人就没一个比他委屈了？
怎么不跟人家送外卖晚到一分钟被给差评的比？怎么不跟被医生误诊失去了亲人却无可奈何的人比？怎么不跟在一家企业里工作了十几年仅仅是因为年纪失去了工作的人比？怎么不跟在工地上辛苦干了一年到春节拿不到工钱回家的人比？怎么不跟面对不可抗拒的力量而 …… 的人比呢？
这二傻子不仅是个自大狂，而且无知、冷血、残忍！
□",,,,,2024-11-25T14:06:35,iPhone 15 Pro Max,2266,142,55,董宇辉说历史上受委屈比自己多的人太多,,2024-11-25 14:06:35,True
5103902867588534	,P1DwWvQ7I,"就一个印象：歪嘴。哦对了，评论男生的长相不犯忌吧？
 //@橙灿灿木火火: 褚老师怎么看李行亮。",,,,,2024-11-23T15:58:52,iPhone 15 Pro Max,41,9,5,,橙灿灿木火火,2024-11-23 15:58:52,False,1961640291,褚明宇,5103873952319494	,P1CMj9Jpc,"#李行亮下期要跟麦琳求婚#麦琳这个人怎么评价再说，但有一点可以肯定，在网上疯狂表态支持麦琳的人里，缺爱的中年丑女浓度很高。
□ ",,,,,2024-11-23T14:03:58,iPhone 15 Pro Max,227,30,18,李行亮下期要跟麦琳求婚,,2024-11-23 14:03:58
5103886287765666	,P1D6cwAcG,"夜深人静，斗胆再多说一句。
这些天在网上跳出来给麦琳「出主意」，让她赶快去直播带货的都是——下等人。
在下等人的眼里，「直播带货」怎么着是所有事情的终极目标。
没错，人分上等人跟下等人。
网页链接
□ ",,,,,2024-11-23T14:52:58,iPhone 15 Pro Max,97,16,10,,,2024-11-23 14:52:58,True
5103873952319494	,P1CMj9Jpc,"#李行亮下期要跟麦琳求婚#麦琳这个人怎么评价再说，但有一点可以肯定，在网上疯狂表态支持麦琳的人里，缺爱的中年丑女浓度很高。
□ ",,,,,2024-11-23T14:03:58,iPhone 15 Pro Max,227,30,18,李行亮下期要跟麦琳求婚,,2024-11-23 14:03:58,True
