id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105853356573708	,P2sgTrA7y,不喜欢扯淡 ,,,,,2024-11-29T01:09:25,iPhone 16 Pro,2,0,0,,,2024-11-29 01:09:25,True
5105848751492563	,P2s9t6ghB,"每年每月都会发出感慨
这么多美女多我一个是会世界末日吗 ",,,,,2024-11-29T00:51:07,iPhone 16 Pro,3,0,0,,,2024-11-29 00:51:07,True
5105481431124131	,P2iB14Ir9,"懂胀气吗
懂吃的不多还死胖死胖的吗
懂乳糖不耐受一吃就长痘吗
懂头发花了心思钱保养还是一掉一大把吗
懂每天不靠点褪黑素根本睡不着吗
懂免疫力在气温😷之前易碎的跟泡泡一样吗
…
不懂的人真的很有福
 ",,,,,2024-11-28T00:31:31,iPhone 16 Pro,2,0,0,,,2024-11-28 00:31:31,True
5105480009254788	,P2iyICPAM,"有个朋友的命很好
简单来说就是升官发财死老公
 ",,,,,2024-11-28T00:25:52,iPhone 16 Pro,4,0,0,,,2024-11-28 00:25:52,True
5105479683148824	,P2iycdd9u,大厂那种职业化的人是指那种背靠平台但是什么事情都不解决然后张嘴就是平台规则平台属性abababababab,,,,,2024-11-28T00:24:34,iPhone 16 Pro,0,0,0,,,2024-11-28 00:24:34,False,6234799608,一元Q太,5105151211733505	,P2a0p7gXL,"我们日常工作里看来，其实对人的需要还蛮大的，但是要的不是那种大厂浸淫过的职业化很强的人，而是那种非常野生的能干的人。
平常看起来能力很强的朋友或者合作方，他们有一个特点就是刚入行的时候什么都做，不会的事情也是想办法学着做，不要觉得能者多劳是压榨，这是社会的问题我们没有办法对抗，你要在未来有更多的选择权真的只能多做。
可以做深，上下游业务你都吃透抓透；也可以做广，有机会有活儿就上，未来总有把它们链接起来的时候。
尤其在小公司，不存在什么一个萝卜一个坑的说法，只能多做一些事。",,,,,2024-11-27T02:39:20,,24,2,5,,,2024-11-27 02:39:20
5105115057095346	,P2945tLP4,"真的很羡慕那种说走就走抛下一切的勇气
想我敢，做就不敢了 ",,,,,2024-11-27T00:15:41,iPhone 16 Pro,5,0,0,,,2024-11-27 00:15:41,True
5104948578878241	,P24JzBfDr,脸上黑头白头全都长出来了，整个脸就是一个大型白头黑头现场一言难进,,,,,2024-11-26T13:14:09,iPhone 16 Pro,1,0,0,,,2024-11-26 13:14:09,False,7284349256,之一不止一了,5104936641104779	,P24qk4Dp1,"我觉得我们油皮平时什么清洁面膜海菲秀都是去去灰
剥脱做一次深度清洁了 ",,,,,2024-11-26T12:26:43,iPhone 16 Pro,2,0,1,,,2024-11-26 12:26:43
5104936641104779	,P24qk4Dp1,"我觉得我们油皮平时什么清洁面膜海菲秀都是去去灰
剥脱做一次深度清洁了 ",,,,,2024-11-26T12:26:43,iPhone 16 Pro,2,0,1,,,2024-11-26 12:26:43,True
5104389276832225	,P1QbtsFnb,"很多事情都想不通
只能控制自己不去想
并没有很生气很难过
就是有点不懂这个日子怎么过 ",,,,,2024-11-25T00:11:41,iPhone 16 Pro,5,0,0,,,2024-11-25 00:11:41,True
5104040713388630	,P1H7hedxk,"有个朋友，挺可爱的
每次打完针前后都会极致纠缠
打前：啊啊啊啊啊啊啊啊啊我要打针
打完：啊啊啊啊啊啊啊啊怎么还在肿
恢复：妈呀！我好美啊！
 ",,,,,2024-11-24T01:06:37,iPhone 16 Pro,3,1,0,,,2024-11-24 01:06:37,True
