id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106050448231331	,P2xoMyxlp,"👨⚕忙碌日常
隆鼻手术
鼻综合
隆鼻#杭州隆鼻##好看的鼻子# ",,https://wx1.sinaimg.cn/large/005QL6t6ly1hw32vgggtkj30kx0fp418.jpg,,,2024-11-29T14:12:35,隆鼻手术超话,0,0,0,"杭州隆鼻,好看的鼻子",,2024-11-29 14:12:35,True
5105641853028461	,P2mLLcHQ9,"【鼻部案例】术后3年
长期效果自然不失衡，意味着鼻型设计科学，整体协调美观。
提前预留假体吸收的空间，对细节以及整体的把握较为苛刻。
术后即刻：
网页链接
术后20天：
网页链接
术后1个月：
网页链接
术后3个月：
网页链接
术后7个月：
网页链接
术后1年4个月：
网页链接
隆鼻手术
鼻综合
变美
鼻整形
鼻修复
杭州张建文鼻整形#妈生精致款鼻型##杭州隆鼻##好看的鼻子##隆鼻##鼻综合##拉面中##生活中好看的鼻子##鼻子#",,"https://wx2.sinaimg.cn/large/005QL6t6ly1hw1ru6xvjzj32082o8b29.jpg,https://wx3.sinaimg.cn/large/005QL6t6ly1hw1ru738wgj32082o8npd.jpg,https://wx3.sinaimg.cn/large/005QL6t6ly1hw1ru7249ij32082o8npd.jpg",,,2024-11-28T11:08:59,隆鼻手术超话,0,0,0,"妈生精致款鼻型,杭州隆鼻,好看的鼻子,隆鼻,鼻综合,拉面中,生活中好看的鼻子,鼻子",,2024-11-28 11:08:59,True
5105634970176290	,P2mAF0JRo,"— 远期案例分享 —
感谢一直返图的宝子，鼻型幼态不夸张，妥妥的甜妹长相😍
术后即刻：
网页链接
术后15天：
网页链接
术后20天：
网页链接
术后2个月：
网页链接
术后4个半月：
网页链接
术后8个月：
网页链接
术后1年1个月：
网页链接
术后1年2个月：
网页链接
术后1年11个月：
网页链接
隆鼻手术
鼻综合
杭州张建文鼻整形
鼻整形
鼻修复
隆鼻
变美#妈生精致款鼻型##好看的鼻子##鼻综合##拉面中##隆鼻##生活中好看的鼻子##鼻子#",,"https://wx1.sinaimg.cn/large/005QL6t6ly1hw1r4umsjlj32082o8qv5.jpg,https://wx3.sinaimg.cn/large/005QL6t6ly1hw1r4uid11j32082o8npd.jpg,https://wx4.sinaimg.cn/large/005QL6t6ly1hw1r4umm0nj32082o81ky.jpg",,,2024-11-28T10:41:38,隆鼻手术超话,0,0,0,"妈生精致款鼻型,好看的鼻子,鼻综合,拉面中,隆鼻,生活中好看的鼻子,鼻子",,2024-11-28 10:41:38,True
5105340323202742	,P2eVqdrb8,"【半肋鼻修复】术后1个半月
❌解决山根假体感❌鼻额角衔接不流畅
💕打造骨相感直鼻💕黄金比例海鸥线
术后即刻：
网页链接
隆鼻手术
杭州张建文鼻整形
鼻整形
变美
隆鼻
鼻整形
鼻修复#生活中好看的鼻子##好看的鼻子##隆鼻##鼻子##拉面中##鼻综合#",,"https://wx3.sinaimg.cn/large/005QL6t6ly1hw0tchowppj30xc18gh0p.jpg,https://wx2.sinaimg.cn/large/005QL6t6ly1hw0tchox1sj30xc18gh0l.jpg",,,2024-11-27T15:10:48,隆鼻手术超话,0,0,0,"生活中好看的鼻子,好看的鼻子,隆鼻,鼻子,拉面中,鼻综合",,2024-11-27 15:10:48,True
5105315877489423	,P2ehZvql9,"👨⚕忙碌日常
做完手术赶去面诊，面诊完复诊的顾客也来了。
忙碌的一天，既疲惫又满足。 ",,"https://wx1.sinaimg.cn/large/005QL6t6ly1hw0pofgc2rj31hc0u0h05.jpg,https://wx4.sinaimg.cn/large/005QL6t6ly1hw0q8r8129j30u013gtft.jpg",,,2024-11-27T13:33:40,隆鼻手术超话,1,0,0,,,2024-11-27 13:33:40,True
5104537914311644	,P1U3di5EE,"【半肋鼻修复】术后1个月
🆘这位求美者术前鼻头过尖，鼻梁过高，假体感明显，找到张院修复的主要诉求是降低人工痕迹，不要假体感。
👃🏻修复后做出鼻额角自然的过渡，上转折清晰，鼻头圆润自然，侧面弧度非常优秀，和整体骨相匹配。
术后即刻：
网页链接
隆鼻手术
鼻综合
杭州张建文鼻整形
鼻整形
隆鼻
变美#妈生精致款鼻型##杭州隆鼻##好看的鼻子##隆鼻##鼻综合##拉面中##鼻子#",,"https://wx4.sinaimg.cn/large/005QL6t6ly1hvy935e3shj30xc18gtkq.jpg,https://wx4.sinaimg.cn/large/005QL6t6ly1hvy935fre4j30xc18g4ep.jpg",,,2024-11-25T10:02:19,隆鼻手术超话,0,0,0,"妈生精致款鼻型,杭州隆鼻,好看的鼻子,隆鼻,鼻综合,拉面中,鼻子",,2024-11-25 10:02:19,True
5104536103158133	,P1U0idfzD,"【半肋鼻修复】拆线即刻
👃🏻该求美者曾于外院行过硅胶假体隆鼻术，术前假体生硬，鼻尖无明显表现点，因不满意鼻部形态前来修复；
✅通过膨体塑型鼻背，肋软骨抬高鼻头，整体拉出面中，现鼻部上转折清晰自然，鼻额角衔接流畅，消肿后鼻子还会更精致。
术后即刻：
网页链接
隆鼻手术
鼻综合
隆鼻
鼻整形
鼻修复
变美#妈生精致款鼻型#杭州张建文鼻整形#生活中好看的鼻子##杭州隆鼻##好看的鼻子##拉面中##鼻子#",,"https://wx1.sinaimg.cn/large/005QL6t6ly1hvy8x3ndrsj30xc18gql3.jpg,https://wx1.sinaimg.cn/large/005QL6t6ly1hvy8x3lh3cj30xc18g7iu.jpg",,,2024-11-25T09:55:07,隆鼻手术超话,0,0,0,"妈生精致款鼻型,生活中好看的鼻子,杭州隆鼻,好看的鼻子,拉面中,鼻子",,2024-11-25 09:55:07,True
5103811278409708	,P1B9dzhKs,"【半肋鼻修复】术后4个半月
👃🏻侧面鼻型很好看，不会过尖显假
do鼻最重要的是与五官风格相匹配，找到面部亮点，发掘优势才是变美最好的途径
术后即刻：
网页链接
变美日记：
网页链接
拆线即刻：
网页链接
术后1个月：
网页链接
术后2个月：
网页链接
术后3个月：
网页链接
隆鼻手术
鼻综合
鼻整形
鼻修复
隆鼻
变美
杭州张建文鼻整形#妈生精致款鼻型##杭州隆鼻##鼻综合##拉面中##隆鼻##拉面中##生活中好看的鼻子##好看的鼻子#",,"https://wx2.sinaimg.cn/large/005QL6t6ly1hvvxr3medxj32082o8qv5.jpg,https://wx2.sinaimg.cn/large/005QL6t6ly1hvvxr3kqetj32082o8npd.jpg,https://wx3.sinaimg.cn/large/005QL6t6ly1hvvxr3p2wnj32082o8x6p.jpg,https://wx1.sinaimg.cn/large/005QL6t6ly1hvvxr3r82yj32082o8u0x.jpg",,,2024-11-23T09:54:56,隆鼻手术超话,0,0,0,"妈生精致款鼻型,杭州隆鼻,鼻综合,拉面中,隆鼻,拉面中,生活中好看的鼻子,好看的鼻子",,2024-11-23 09:54:56,True
5103448461148337	,P1rI24OJz,"半肋骨综合隆鼻术
术前问题：
短小鼻型，鼻头臃肿、下坠，鼻尖表现点模糊，上转折缺如，下小叶欠饱满。
鼻背突出度不足，山根不立体，面中凹陷明显，侧面长高比例不当。
鼻小柱短，鼻孔扁长，双C线不流畅，鼻翼基底宽，鼻基底区下陷严重。
诉求：要求自然精致的鼻型。
术中：
取肋软骨进行“2+2”支架搭建，抬高鼻头，延伸鼻小柱，制定合适鼻唇角，定位上旋的鼻尖，搭建鼻背稳固支撑面，侧面长高比例协调。
剩余肋软骨作鼻尖精细化移植物，重建鼻尖表现点，加强鼻尖突出度，小叶饱满度，使鼻尖下小叶饱满自然，打造圆润精致的鼻头。
取膨体用于鼻背塑形、填充鼻根，突出山根、鼻背表现度，并使鼻额部过渡自然，形成完美鼻额角。
鼻翼、鼻槛联合切除缩小鼻翼，使双侧鼻翼、鼻孔对称，秀气自然。
经上颌前庭黏膜作内入路，双侧各用大小合适膨体填入鼻基底下方的梨状孔平台，从膨体中央予钛钉固定于上颌骨，面中部凹陷形态明显改善。
手术项目：
半肋➕膨体➕鼻头塑形➕鼻小柱前推➕鼻翼缩小➕鼻基底填充（膨体➕钛钉）
隆鼻手术
鼻综合
隆鼻
鼻整形
鼻修复
变美
杭州张建文鼻整形#妈生精致款鼻型##好看的鼻子##鼻综合##隆鼻##拉面中##好看的鼻子##鼻子##生活中好看的鼻子##杭州隆鼻#",,"https://wx1.sinaimg.cn/large/005QL6t6ly1hvus06ip6rj32p81ymkjn.jpg,https://wx1.sinaimg.cn/large/005QL6t6ly1hvus06ne26j32p81ymnpf.jpg,https://wx1.sinaimg.cn/large/005QL6t6ly1hvus06vs2zj32p81ymu0z.jpg,https://wx4.sinaimg.cn/large/005QL6t6ly1hvus06y84fj32p81ymqv7.jpg,https://wx2.sinaimg.cn/large/005QL6t6ly1hvus07egvhj32bc3324qs.jpg,https://wx4.sinaimg.cn/large/005QL6t6ly1hvus07r8a2j32jf4ueb2d.jpg",,,2024-11-22T09:53:12,隆鼻手术超话,0,0,0,"妈生精致款鼻型,好看的鼻子,鼻综合,隆鼻,拉面中,好看的鼻子,鼻子,生活中好看的鼻子,杭州隆鼻",,2024-11-22 09:53:12,True
5103446124921445	,P1rEgkEi9,"【耳软骨+超肋鼻综合】术后4个月
变化很明显的一个案例，术前面部不够立体，矮趴、宽鼻翼的鼻子在视觉上会加重鼻子的局促感，容易显土气；
术后拉出面中，鼻翼秀气，鼻头组织薄厚适中，鼻型精致，凸嘴问题也随之改善了。
术后即刻：
网页链接
隆鼻手术
鼻综合
鼻整形
隆鼻
变美
杭州张建文鼻整形#隆鼻##鼻综合##拉面中##妈生精致款鼻型##好看的鼻子##生活中好看的鼻子#",,"https://wx4.sinaimg.cn/large/005QL6t6ly1hvurq10ed4j32082o8qv5.jpg,https://wx1.sinaimg.cn/large/005QL6t6ly1hvurq1ivohj32082o8npe.jpg",,,2024-11-22T09:43:56,隆鼻手术超话,0,0,0,"隆鼻,鼻综合,拉面中,妈生精致款鼻型,好看的鼻子,生活中好看的鼻子",,2024-11-22 09:43:56,True
