id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105294776732503	,P2dJXsfqL,"1五雷符。2五路财神符。3赵元帅财神符。4求子符
5姻缘符，6和合符，7镇妖符，8魅力符，9斩断桃花符，10文昌符，11魁星点斗符，12镇宅符，13催债符
14消灾符。15健康符 16平安符。17贵人符。18打小人符。19当年太岁符。20驱病符。21升官符，
22转运符。23治瘟符。24防小人符。25吉祥如意符。26消灾镇邪符。27事业符。28公关符
29总太岁符。30长寿符。31生意利事成交符.32保胎符。33六丁六甲符。34金光神咒符。35收惊符。36防小人符。",,"https://wx3.sinaimg.cn/large/008xYqGNgy1hw01bsb51zj30u00u0jx7.jpg,https://wx2.sinaimg.cn/large/008xYqGNgy1hw01bsz9krj30u0140dqw.jpg,https://wx2.sinaimg.cn/large/008xYqGNgy1hw01bx2312j30on1hc43p.jpg,https://wx3.sinaimg.cn/large/008xYqGNgy1hw01c34sguj311g1dxgzo.jpg,https://wx1.sinaimg.cn/large/008xYqGNgy1hw01c3w6q5j30u01400w0.jpg,https://wx2.sinaimg.cn/large/008xYqGNgy1hw01c54z6hj30k00zktg3.jpg,https://wx3.sinaimg.cn/large/008xYqGNgy1hw01c5zu5dj30zk1bf437.jpg,https://wx3.sinaimg.cn/large/008xYqGNgy1hw0o34hyfoj33b04eox6s.jpg,https://wx4.sinaimg.cn/large/008xYqGNgy1hw01brnekoj32c03407wi.jpg,https://wx3.sinaimg.cn/large/008xYqGNgy1hw0o370mmhj32c0340kjm.jpg,https://wx3.sinaimg.cn/large/008xYqGNgy1hw0o3av1xhj33b04eohdx.jpg,https://wx4.sinaimg.cn/large/008xYqGNgy1hw0o3ewbfaj33b04eo1l1.jpg,https://wx2.sinaimg.cn/large/008xYqGNgy1hw0o3j6aadj33b04eo1l2.jpg,https://wx2.sinaimg.cn/large/008xYqGNgy1hw0o3n2cgsj33b04eoe85.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002MscDrgx08jUC6Ube80f0f0100iKUV0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002mGgcEgx08jUC7her50f0f0100gmVC0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001GvPa1gx08jUC7Hc4M0f0f0100qNfE0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000nXpp7gx08jUC87WCH0f0f0100kuoO0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001jyuIvgx08jUC8AIYg0f0f0100py4X0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003uoFukgx08jUC8ZCh20f0f0100irBQ0k01.mov,,2024-11-27T12:09:49,,98,2,27,,,2024-11-27 12:09:49,True
5106111844451966	,P2yZOiG9U,"上天有好生之德
最近大环境不好，失业了，破产的，感情问题，………等等不如意，不要太难过，记住，上天有好生之德，没有过不去的坎。
所以，记得啊，保持乐观，拥抱正能量，这样咱们才能健健康康，顺顺利利地过好每一天。
以前某地饥荒，那年春天到处都是打碗花，花的根在地下窜得到处都是，非常密集，用三齿子一刨就搂一大堆，洗干净蒸吃，里边全是淀粉。还有那年春天解冻后，所有河沟里都有很多鱼，人们捞鱼吃个饱。
这些东西凭空出现不正常，必是有神秘力量干预，想到佛经上说的，佛经常以各种形式出现在世间度化众生，我认为那些打碗花和鱼就……变的。
有些动物很有灵性，发愿修行。内容比如愿意被几万次垂钓，愿意牺牲自己救他人。据我所知，蔬菜水果也是有灵性的。它们的修行是自愿被食用。
这事发生的时间是饥荒末尾青黄不接的时候，春天。春天冰化了突然出现很多鱼，按唯物主义的逻辑，不应该是去年秋天就有那么多了吗？那去年秋天为啥没人发现呢？",,https://wx1.sinaimg.cn/large/008xYqGNgy1hw39yc3eafj30zu25o1jr.jpg,,,2024-11-29T18:16:33,,25,0,4,,,2024-11-29 18:16:33,True
5106110438836684	,P2yXxB4Pa,"在接下来的日子里，要保持一颗积极向上的心，远离那些消极的情绪和能量。要做到这点，
首先就得少关注那些让人心情沉重的新闻，微博上，头条上，抖音上，哪些负能量，阴谋论，恐吓的，文章，图片，不要看，取消关注。
 别老是皱着眉头，好像天要塌下来似的。咱们得避免和那些整天抱怨、负能量满满的人混在一起，那些恐怖电影啊、阴暗的地方啊，也最好别去沾边。
你要知道，负能量可是会吸引那些不好的磁场，这段时间要是阴气太重，更加要乐观。咱们得保持阴阳平衡，这才是健康的生活状态。要是阴气超过了阳气，那身体就容易出毛病，运气也会跟着变差，甚至连咱们的想法和行为都可能被带偏，做出一些负面的事情来。
失业了，欠债了，业绩不好，感情问题，等等，不要太难过，上天有好生之德，没有过不去的坎，
所以，记得啊，保持乐观，拥抱正能量这样咱们才能健健康康，顺顺利利地过好每一天。",,,,,2024-11-29T18:10:58,,22,0,4,,,2024-11-29 18:10:58,True
5106108555594958	,P2yUvntvg,"从玄学的角度来看，我们人生中的重大事件往往不是我们自己能够完全控制的，而是命运早已安排好的。所以，当你遇到做不成的事情，或者得不到某些人时，这实际上是命运在保护你，暗示着你还有更好的选择在等待着你。
首先，我们要明白，没必要因为这些挫折而感到沮丧或难过。世间的万事万物都有其固定的规律和定数，有时候得到一些东西未必是好事，而失去一些东西也未必是坏事。在我们的一生中，每个人都有自己的渡口，有些缘分是注定无法逃避的，而有些缘分则是注定无法相遇的。
因此，放下那些无谓的执念，你就能减轻许多痛苦。试着用一颗平常心去对待生活中的每一件事情吧。这样，你不仅能够更加从容地面对人生的起伏，还能在不经意间发现生活中的美好和机遇。毕竟，命运的安排总有它的道理，而我们所能做的，就是以最好的心态去迎接每一个未知的挑战。",,,,,2024-11-29T18:03:29,,28,0,7,,,2024-11-29 18:03:29,True
5106104998823727	,P2yOLB1sb,"新开发的小区风水，要特别小心。
       鬼道众生喜欢溜达，生前习气会让他们想去公众场所观看人类生活，他们的无序乱走会引起阴阳气互冲，对于那些病重，灵光微弱的病人是致命的。
       特别是以前是寺庙，道观，封场的，被拆毁来盖楼房商业中心。那些无处可去的灵体只能在原地基上游荡。对于某些运势低迷且品德有缺的人来说，他们会时不时地遭受暗中的惩罚。由于这些灵体不受约束，它们的惩罚会没轻没重，但通常不会致命，这样不会引起神界的注意，不会导致灵体被捉拿问罪。在普通人眼中，这些可能只是表现为小小的跌倒、吃东西时被卡住，家里的东西今天在，明天不见，后天又在。或者突发的高烧导致的死亡。各种乱七八糟的小事。
     如果有人因此而死亡，会感到冤枉，并产生怨气，这些怨气无处发泄，会寻找运势低迷的人来闹事，形成恶性循环。随着时间的推移，如果这种恶性循环持续发生，这个地方就变成阴邪之地，影响职业生涯，事业，身体，和做生意的人们的运势，",,,,,2024-11-29T17:49:21,,8,0,1,,,2024-11-29 17:49:21,True
5106102435583968	,P2yKDnqE0,"玄鸟
 有燕子，乌鸦，猫头鹰，还有种更恐怖的咕咕鸟，以前写过，
咕咕鸟
它会每到黄昏时刻便会在远处的树林发出“咕咕丝了，咕咕丝了”的声音，是一些坟里的东西化身来的，这种鸟总会隐藏在人的视野间，在那里叫，听到都刺骨，去寻找它就等于去寻鬼。
有人黄昏想看看什么鸟，上山找，找到一个坟墓前就没有声音了最后吓的不轻",,"https://wx3.sinaimg.cn/large/008xYqGNgy1hw38vh96hlj30zu25o4m1.jpg,https://wx4.sinaimg.cn/large/008xYqGNgy1hw38unpprcj30zu25o4mn.jpg",,,2024-11-29T17:39:10,,2,0,0,,,2024-11-29 17:39:10,True
5106096480191917	,P2yB20NVr,"八字看不同性格特征的女性
1. 财女：她们擅长提出要求，无论对方是否真心愿意给予，只要能得到自己想要的，她们就会为此表示感谢，就像是在庆祝达成了一项协议，为你再举杯庆祝。
2. 官印女：她们通常不会主动提出要求，因为她们认为如果东西是自己强行索要来的，那么它就失去了原本的价值。她们更倾向于等待别人自愿的给予。
3. 比劫女：她们一般不会提出要求，除非是涉及到非常重要的事情，或者是触及到了她们的底线。在这种情况下，她们会坚定地表达自己的需求。
4. 食伤女：她们的情况较为复杂，提出要求与否取决于她们与哪个十神相配合。如果食伤与财星相配，她们会提出要求；如果与印星相配，同样也会提出要求；但如果是与比劫或官杀相配，她们则不太会提出要求。",,,,,2024-11-29T17:15:30,,4,0,0,,,2024-11-29 17:15:30,True
5106095666758622	,P2yzIsme2,"从八字看抑郁
“官杀太旺容易抑郁”
1. 官杀太旺：在命理学中，官杀代表权威、压力和挑战。如果一个人的命盘中官杀元素过于旺盛，可能意味着这个人在生活中面临较大的压力和挑战。这这些压力和挑战直接对个人产生影响，导致个人承受较大的精神负担。
3. 印星：印星在命理学中通常代表保护、支持和智慧。如果一个人的命盘中有印星，但力量不足，意味着个人在面对压力和挑战时缺乏足够的支持和保护。
也就是，官杀太旺而攻身，又没有印星来化官杀，或者虽然有印星，但印星力量太弱，化官杀力量不足，会导致精神压力过大，从而抑郁的倾向。",,,,,2024-11-29T17:12:16,,11,0,2,,,2024-11-29 17:12:16,True
5106094483444465	,P2yxOes3T,"与灵界沟通的方式时，
我们可以看到多种不同的方法。
道士和尚画符，念经，念咒
有的采用是奇门遁甲和打卦，交流。
有的使用用天眼和天耳
玩笔仙，菜篮，烧香，乩童
等等，
五花八门
人间与灵界的联系最为紧密的领域之一是幽冥界。我们中国人祭祖的传统，
实际上是一种与幽冥界沟通的方式。同样，古代帝王的祭天仪式也是为了与灵界建立联系。
灵界的秩序与人类社会有着相似之处，它们都有各自的职责和管理体系。",,,,,2024-11-29T17:07:34,,18,0,3,,,2024-11-29 17:07:34,True
5106093212827835	,P2yvLbREf,"计划前往南洋地区旅行的朋友们，包括泰国、越南、柬埔寨等地，建议在旅行期间避免购买天然饰品，特别是那些由动物尸骨制成的物品。同样，也请不要尝试任何野生野味。这些行为存在很大的风险。
     与我们神州大地不同，这些地区可能没有那么多的正神在灵界中进行监督和管理，以维护普通民众的安全和秩序。在神州之外，神灵被认为有正邪之分，而遇到哪一种神灵，很大程度上取决于个人的运气。",,,,,2024-11-29T17:02:30,,16,0,1,,,2024-11-29 17:02:30,True
