id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105997678907463	,P2w1FBneL,"经历造就气质。
最近见到两个帅哥（颜值可以当网红），一个气质纯粹厚实，一个第一眼就看到满满的脂粉气和世俗感。
前者警校高材生，后者常年混迹高端酒店。
女看男如此，男看女会怎样呢？ ",,,,,2024-11-29T10:42:54,小玫瑰的iPhone客户端,28,1,7,,,2024-11-29 10:42:54,True
5105442116075658	,P2hzBpuyu,"绝大多数男性都有种“愚蠢”的自负（不是骂人哈，勿杠），这种自负体现在：我知道我是“男人”，要承担责任，相应地也有决策权，我的想法和决策一定要是对的，哪怕说出口的可能是错的，但只要被反驳或是有其他建议，就一定会坚持想法，因为要保住“决策权”的体面。
遇到上述情况的参考方向：即使我们知道对方的决策是错的，提醒过无果的情况，👉让他错（前提是能接受成本损失），一起面对损失，不要抱怨和追责。
人教人教不会，事教人一教就会，如果你选择的男人脑力智商在线，也有一定的社会适应力，并且另一半足够包容和支持，早晚会过这个坎，知道要么多听建议，要么少做愚蠢决定。
如果每次他做决定都要历尽千难万险或者做了错误决定不仅要面对损失还要面对被指责和各种抱怨，产生的结果可能有两个：1.永远不会改变和成长，持续在不动脑和证明自己是对的中打转；2.彻底摆烂，不主动不负责不行动，主打一个不做不错。
无论是哪一种，都会严重消耗体验感，影响关系。",,,,,2024-11-27T21:55:17,小玫瑰的iPhone客户端,29,1,5,,,2024-11-27 21:55:17,True
5104712057882155	,P1YA5x4vx,"幸福的方式有很多种，也有很多可能，
但绝对不是没有困难和痛苦。
是否幸福在于我们如何面对困难和痛苦，而非逃避和沉溺幻想。 ",,,,,2024-11-25T21:34:18,小玫瑰的iPhone客户端,20,0,5,,,2024-11-25 21:34:18,True
5104622992098348	,P1Wgr8NSk,"发心不对，付出就也是一种索取。
麦琳和李行亮这对充分证明了这一点，两口子都想通过付出向对方索取，索取不成恼羞成怒各种有意无意恶心彼此，哪怕把自己过成可恨鬼和可怜虫也再所不惜。
有时候不要太低估我们看不到的“人类底线”，超出过正常好日子的普通人的想象。 ",,,,,2024-11-25T15:40:23,小玫瑰的iPhone客户端,29,0,7,,,2024-11-25 15:40:23,True
5104580451107630	,P1V9P4E90,"爱自己和爱他人并不冲突。
正向地爱自己，给予自己能量和自信，会让自己不畏惧付出和成长、也不害怕失去。正视、包容自己的错误、不足，也给自己成长的机会。
正向地爱他人，在爱和付出的过程中自我成长，滋养彼此。
换位思考，明白如何爱人，不是毫无保留不遗余力，而是有的放矢边界清晰，在心态和行为上不断成就。
爱人爱己从来不可怕也不可悲，可怕的是因不敢而产生的不会，白白错失成长机会。",,,,,2024-11-25T12:51:21,小玫瑰的iPhone客户端,29,2,6,,,2024-11-25 12:51:21,True
5104355065988854	,P1Piip7Yq,"#李行亮梦女#哎呀我的妈，为啥那么多人上赶着当妈。
我知道大部分女性这么积极是因为觉得自己可以“经营”好跟李行亮的亲密关系，觉得自己可以“掌控”好他，过上“情绪满满”的好日子。
绝绝绝大部分人都是低估了李行亮，高估了自己。 ",,,,,2024-11-24T21:55:45,小玫瑰的iPhone客户端,83,6,0,李行亮梦女,,2024-11-24 21:55:45,True
5104015117391553	,P1GrZv0SB,"当我们把“好”作为一种常态时，
就要警惕这种“常态”背后随时可能爆发的风雪。
如果是用心经营且成为本能的“好”，倒不要太过于提心掉胆，稳定持续就好。 ",,,,,2024-11-23T23:24:54,小玫瑰的iPhone客户端,18,0,1,,,2024-11-23 23:24:54,True
5104007420838521	,P1GfA3w8x,"万事有因果。
可怜之人必有可恨之处，
同样，可恨之人必有可怜之处。
放在任何人身上都适用。 ",,,,,2024-11-23T22:54:19,小玫瑰的iPhone客户端,21,1,1,,,2024-11-23 22:54:19,True
5103924463800946	,P1E5MfWNA,"我朋友跑去桑坡溯源，朋友圈天天几十条，跟我说羊绒围巾好软好细腻，我一想自己围巾还多，忍住没买，一问价格马上整一条，真是一生要剁手的中国女人。
我拿的图八连帽款才三百多，宝子们觉得哪款好看？ ",,"https://wx1.sinaimg.cn/large/007DxHoTly1hvwaou8vsxj30u0140wms.jpg,https://wx2.sinaimg.cn/large/007DxHoTly1hvwau6fdjej30u0140th4.jpg,https://wx2.sinaimg.cn/large/007DxHoTly1hvwaoumw20j30u01407c3.jpg,https://wx2.sinaimg.cn/large/007DxHoTly1hvwaouy9znj30u0140doc.jpg,https://wx1.sinaimg.cn/large/007DxHoTly1hvwaovbgznj30u0140th3.jpg,https://wx1.sinaimg.cn/large/007DxHoTly1hvwaovls1lj30u0140n4m.jpg,https://wx1.sinaimg.cn/large/007DxHoTly1hvwaovwhmuj30u0140dmm.jpg,https://wx3.sinaimg.cn/large/007DxHoTly1hvwaow58i9j30u0140aeu.jpg,https://wx1.sinaimg.cn/large/007DxHoTly1hvwaowhbpoj30u00zo0yi.jpg",,,2024-11-23T17:24:41,小玫瑰的iPhone客户端,1,0,1,,,2024-11-23 17:24:41,True
5103650190393889	,P1wXp1Et3,"让你情绪上头、忽上忽下、心动不已的一定不是正缘。
正缘的感觉是踏实可靠甚至让你没那么在意的关系。
正缘未必会幸福，因为现在婚姻需要的因素太多了，受到外界干扰也太多了，人也更加复杂。
但不是正缘却很心动走到最后一定有大坑，这种基本是业力牵引、轮回惯性和讨债关系，如果对抗不了人性中的欲望（大部分人很难对抗），就很容易摔到坑里。",,,,,2024-11-22T23:14:49,小玫瑰的iPhone客户端,40,1,8,,,2024-11-22 23:14:49,True
5103646671117770	,P1wRJ4GMy,改变现在，就是在改变未来。 ,,,,,2024-11-22T23:00:50,小玫瑰的iPhone客户端,39,1,6,,,2024-11-22 23:00:50,True
5103437479938643	,P1rqjFHuH,"自己没有主心骨，又很容易受环境影响的人，
在成长和做选择的过程中，更要学会选择环境。
因为于这类人而言，选择环境，就是选择了自己的命运。 ",,,,,2024-11-22T09:09:35,小玫瑰的iPhone客户端,68,0,3,,,2024-11-22 09:09:35,True
