id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106039401744296	,P2x6Y7jLO,"6.8mm平扇术后一年多
上睑肿，眼间距宽，眼尾走势向下的初眼。面诊模拟了三种形态和宽度，分别是不开内眼角的开扇、开内眼角的开扇和开内眼角的平扇。姑娘最终选择了开内眼角的平扇双眼皮，手术方案：美杜莎全切双眼皮+开内眼角+上睑松弛矫正。
术后线条柔美，弧度流畅，下垂眼型优化后视觉上平滑自然，灵动可爱！#全切双眼皮##开内眼角##孔伟立整形# 
长沙·美沃医疗美容",,"https://wx3.sinaimg.cn/large/6dded5cbgy1hw31mtkak7j21hc1z4hd9.jpg,https://wx4.sinaimg.cn/large/6dded5cbgy1hw31msuf4gj21hc1z41kx.jpg,https://wx3.sinaimg.cn/large/6dded5cbgy1hw31muk3pgj21hc1z44qp.jpg,https://wx2.sinaimg.cn/large/6dded5cbgy1hw31mv2zdij20j60pjn7o.jpg",,长沙·美沃医疗美容,2024-11-29T13:28:41,Kwl iPhoneiPhone客户端,6,6,6,"全切双眼皮,开内眼角,孔伟立整形",,2024-11-29 13:28:41,True
5105986728364203	,P2vK0z5Uv,"一句话形容开扇：经典永不过时！6.2mm开扇即刻#全切双眼皮##孔伟立整形# 
长沙·美沃医疗美容
 ",,https://wx4.sinaimg.cn/large/6dded5cbgy1hw2vjs2edyj21hc1hc4h5.jpg,,长沙·美沃医疗美容,2024-11-29T09:59:23,Kwl iPhoneiPhone客户端,6,7,6,"全切双眼皮,孔伟立整形",,2024-11-29 09:59:23,True
5105980351974224	,P2vzJ8hAk,"全切、提肌的小美女，全脸案例即刻vlog 
月亮岛的美女，想做双眼皮多年但一直迟迟不敢行动。通过朋友了解到我，最初面诊完想做的欲望不强，综合对比了不少医生后开始重视到我。姑娘的眼睛左侧提肌力量欠佳，需要提肌，提肌的风险也个姑娘一一做了陈述，沟通确认形态宽度6.7mm开扇。
提肌手术耗时耗力，姑娘的整个过程很顺利，期待后续恢复#孔伟立整形##全切双眼皮##上睑下垂# 
长沙·美沃医疗美容
 
整形医生孔伟立的微博视频",,,"https://f.video.weibocdn.com/o0/5PHtVqj8lx08jXCQSGne01041200Slwm0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732879450&ssig=9jAinfJdk8&KID=unistore,video",长沙·美沃医疗美容,2024-11-29T09:34:03,Kwl iPhoneiPhone客户端,7,7,5,"孔伟立整形,全切双眼皮,上睑下垂",,2024-11-29 09:34:03,True
5105687403168732	,P2nXedikA,"眼部基础条件不好的姑娘们，真的不建议做埋线
因为担心恢复期，几年前选择了做埋线的姑娘，术后效果不太理想，埋线这种术式常规医生都不太会去推荐。埋线双眼皮双眼皮的原理就是用人体不排异的缝合线来固定上睑组织和睑板，人为的形成一条辅助褶痕，因为没有切口无法处理任何肌肉脂肪，只是在原本的基础上给上眼皮一条辅助线。像眼部有脂肪肥厚、提肌无力、上睑凹陷、皮肤松弛多层的问题，埋线就完全无法解决改善。
姑娘的眼睛就是属于上睑脂肪肥厚、提肌无力，做埋线有了双眼皮，但是形态不佳，依旧无神，依旧臃肿，随着时间的推移线条吸收松脱变成了一只单一只双。效果不理想钱白花，还是回到了全切修复！
术后一个半月，全切的状态是以前埋线完全无法达到的效果，瞳孔有神，双侧对称，双眼皮宽度适中。#双眼皮修复##上睑下垂##孔伟立整形# 
长沙·美沃医疗美容",,"https://wx4.sinaimg.cn/large/6dded5cbgy1hw1wua1w3jj21hc22qh3b.jpg,https://wx3.sinaimg.cn/large/6dded5cbgy1hw1wual6uuj21hc22qdw8.jpg,https://wx2.sinaimg.cn/large/6dded5cbgy1hw1wubq759j21hc22q186.jpg,https://wx1.sinaimg.cn/large/6dded5cbgy1hw1wu9dg8mj21hc1z2x32.jpg",,长沙·美沃医疗美容,2024-11-28T14:09:58,Kwl iPhoneiPhone客户端,10,8,7,"双眼皮修复,上睑下垂,孔伟立整形",,2024-11-28 14:09:58,True
5105618751063443	,P2mav4sEj,"手术怎么做，取决于想要的效果
姑娘之前来面诊过我，因为我给到的方案不喜欢而没选择我，但对于我还是很认可的，遂这次推荐朋友来面诊我的同时，自己也咨询眼部现在遗留的问题：眼窝凹陷。
姑娘有眼窝凹陷存在上睑眼窝差点脂肪，面诊观察在习惯性抬眉下凹陷问题更为凸显，眼睛还有轻度肌无力的问题。在创伤最小改善彻底的方案下建议单独进行眼窝脂肪填充，它可以解决凹陷的问题，但往上抬眼摸上去会有条索状，是否能接受；退而求其次就是眼窝不处理，定期注射肉毒素控制额肌力量不抬眉，这样眼窝凹陷的问题会缓解，姑娘表示自己一直有定期打肉毒，凹陷会好一些，但是一直注射也很心累
我只能劝姑娘回家再想想
不同情况的适应症不同，能达到的效果也有所不同，手术具体怎么做还是要看自己想要的效果，也就是达到什么样的改善。#全切双眼皮##眼窝凹陷##孔伟立整形# 
长沙·美沃医疗美容
 
整形医生孔伟立的微博视频",,,"https://f.video.weibocdn.com/o0/XegQAt7rlx08jW21P4z601041201MKw30E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732879451&ssig=AC0So6ptpg&KID=unistore,video",长沙·美沃医疗美容,2024-11-28T09:37:11,Kwl iPhoneiPhone客户端,21,21,8,"全切双眼皮,眼窝凹陷,孔伟立整形",,2024-11-28 09:37:11,True
5105615032812334	,P2m4vbNCe,"九月互动第四名的姑娘，双眼皮术后52天
姑娘眼部情况的详细分析可以看这条
网页链接
内容。姑娘一直反馈消肿慢，肿胀消退是一个循序渐进的过程，一个月就能很自然那美沃门槛都要踩烂了#全切双眼皮##肿泡眼##开内眼角# 
长沙·美沃医疗美容
 
整形医生孔伟立的微博视频
 ",,,"https://f.video.weibocdn.com/o0/t4nvHfSTlx08jW1riDUk010412004L2o0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732879449&ssig=c9pF1Ykojn&KID=unistore,video",长沙·美沃医疗美容,2024-11-28T09:22:24,Kwl iPhoneiPhone客户端,7,7,7,"全切双眼皮,肿泡眼,开内眼角",,2024-11-28 09:22:24,True
5105339015891636	,P2eTjoIGo,"上睑皮肤不规则，左侧线条错综复杂，大小眼的姑娘，眼型很好，可塑性佳。术后一个月的双眼皮大圆眼萌妹！
双眼皮比单眼皮要好看，并不是因为多了一道重睑线，或者是重睑线条多宽，而是形成双眼皮状态下黑眼球暴露正常，眼睛明显变大睁眼有神，睫毛根根分明显露；另外做的双眼皮，人工痕迹轻，整体媲美天生双眼皮，双眼皮才是好看。#全切双眼皮##孔伟立整形# 
长沙",,"https://wx2.sinaimg.cn/large/6dded5cbgy1hw0t72mkqgj21hc1z41kx.jpg,https://wx1.sinaimg.cn/large/6dded5cbgy1hw0t73vowmj21hc1octwe.jpg,https://wx1.sinaimg.cn/large/6dded5cbgy1hw0t76saj2j21hc1z2x35.jpg",,长沙,2024-11-27T15:05:37,Kwl iPhoneiPhone客户端,8,8,7,"全切双眼皮,孔伟立整形",,2024-11-27 15:05:37,True
5105252844178424	,P2cEkhwZW,"标准开扇双眼皮术后七个月
长沙本地刚成年的小姑娘，术前上睑凹陷，肌力偏弱，内眦角角度长得不错。姑娘做了不少功课，喜欢幼态自然的眼睛，要求不开眼角。
为她设计的是眼头内折的开扇双眼皮形态，术中游离深层眶隔脂肪平铺至凹陷处，调整了肌力，重睑宽度6.7mm。
术后幼态灵气感都有了#全切双眼皮##眼窝凹陷##上睑下垂# 
长沙",,"https://wx4.sinaimg.cn/large/6dded5cbgy1hw0japy1jwj21hc1hcka5.jpg,https://wx2.sinaimg.cn/large/6dded5cbgy1hw0jaqg4qoj21hc1hckdm.jpg,https://wx3.sinaimg.cn/large/6dded5cbgy1hw0jaqzhgqj21hc1hc4jl.jpg,https://wx4.sinaimg.cn/large/6dded5cbgy1hw0jap9jdrj21hc1z2kgm.jpg",,长沙,2024-11-27T09:23:12,Kwl iPhoneiPhone客户端,10,10,6,"全切双眼皮,眼窝凹陷,上睑下垂",,2024-11-27 09:23:12,True
5105247945229146	,P2cwqlWl4,"#孔伟立今早吃的啥# 还是麻辣牛肉韵味 
长沙
 ",,https://wx1.sinaimg.cn/large/6dded5cbgy1hw0iqhcuzyj23b04eoqv7.jpg,,长沙,2024-11-27T09:03:44,Kwl iPhoneiPhone客户端,14,15,8,孔伟立今早吃的啥,,2024-11-27 09:03:44,True
5104958220796488	,P24Z83lcA,"这叫什么景？人间仙境
平时没这个景啊 
长沙
 
整形医生孔伟立的微博视频
 ",,,"https://f.video.weibocdn.com/o0/va1tXLW3lx08jT8icssg010412000YHL0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732879449&ssig=8PclnQKtCm&KID=unistore,video",长沙,2024-11-26T13:52:28,Kwl iPhoneiPhone客户端,23,23,10,,,2024-11-26 13:52:28,True
