id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105844721027518	,P2s2Y4jiS,"为什么打了下巴两周后觉得颧骨都变得明显了
好丑 ",,,,,2024-11-29T00:35:06,iPhone 13 Pro Max,0,0,0,,,2024-11-29 00:35:06,True
5105803289958351	,P2qY8FMCz,想融掉bns会影响我之前的脸的样子吗 嘴巴也是 感觉有异物感好难受 嘴巴感觉好肿 下巴显得脸好大 ,,"https://wx3.sinaimg.cn/large/0067l5RLgy1hw2ahzilpwj30pl1o41hk.jpg,https://wx3.sinaimg.cn/large/0067l5RLgy1hw2ai0ekiej30nl1mjdy7.jpg",,,2024-11-28T21:50:28,iPhone X,0,0,1,,,2024-11-28 21:50:28,True
5105776618899669	,P2qh7Bld3,为什么我感觉嘴巴打针之后不适合涂干的口红了 适合涂唇釉亮亮的那种 ,,,,,2024-11-28T20:04:29,iPhone 13 Pro Max,0,0,0,,,2024-11-28 20:04:29,True
5105747035162749	,P2pvplF49,快半个月了 下巴又有点后悔打针了 想融掉 能溶干净吗  以后填充针剂不想再打了  颈纹效果好像看不太出来 头皮针有一点点效果 肉毒效果有一点吧 腋下肉毒好像没用,,,,,2024-11-28T18:06:56,iPhone 13 Pro Max,1,0,0,,,2024-11-28 18:06:56,False,5605258785,美美de牛奶,5101369566171588	,P0zCYpTvK,"来韩国咯皮肤科 去的give美 我打了超声刀脖的一个套餐 嘴巴瑞蓝 下巴乔雅登 唾液腺肉毒 我男朋友打了黄金微针 头皮针 头皮管理 腋下肉毒 两个人一共退完税12551  我俩跟受刑一样 我脖子淤青他头上脸上都是血
打完又真香 看看后期恢复吧
 
韩国·Seoul korea
 ",,"https://wx2.sinaimg.cn/large/0067l5RLgy1hvo5aqeu6lj30k00iwabk.jpg,https://wx1.sinaimg.cn/large/0067l5RLgy1hvo5aqu7tnj30zm0u0dne.jpg,https://wx2.sinaimg.cn/large/0067l5RLgy1hvo5apyhdfj31400u079f.jpg,https://wx4.sinaimg.cn/large/0067l5RLgy1hvo5ard7mnj31400u0gql.jpg,https://wx3.sinaimg.cn/large/0067l5RLgy1hvo5asqee7j30u0140jwh.jpg,https://wx4.sinaimg.cn/large/0067l5RLgy1hvo5at8yxsj30u0140jui.jpg,https://wx1.sinaimg.cn/large/0067l5RLgy1hvo5atqxlzj30u0140ack.jpg,https://wx2.sinaimg.cn/large/0067l5RLgy1hvo5auabdgj30u0140td7.jpg,https://wx1.sinaimg.cn/large/0067l5RLgy1hvo5e959euj31400u0jw2.jpg",,韩国·Seoul korea,2024-11-16T16:12:26,iPhone 13 Pro Max,18,9,4,,,2024-11-16 16:12:26
5105721529599096	,P2oQgEha8,近日买衣服目标 舒服方便又好看愿意经常穿的款[奋笔疾书] ,,,,,2024-11-28T16:25:35,iPhone 13 Pro Max,2,2,0,,,2024-11-28 16:25:35,True
5104318009314947	,P1OkwD5f5,中本妃香好漂亮啊 日本人头脸都这么小吗 ,,"https://wx3.sinaimg.cn/large/0067l5RLgy1hvxjx8idiqj31400u0n07.jpg,https://wx3.sinaimg.cn/large/0067l5RLgy1hvxjx8s7tsj30u010ojxa.jpg,https://wx1.sinaimg.cn/large/0067l5RLgy1hvxjx86hzlj30da0howff.jpg",,,2024-11-24T19:28:30,iPhone 13 Pro Max,6,0,0,,,2024-11-24 19:28:30,True
5104209826941756	,P1Lw2t7RO,在珠儿丽柳做眼睛要多久可以恢复见人啊 求求求 ,,,,,2024-11-24T12:18:37,iPhone 13 Pro Max,1,3,0,,,2024-11-24 12:18:37,True
5104207117682854	,P1LrFweF0,韩国哪个医院能做这个啊,,,,,2024-11-24T12:07:51,iPhone 13 Pro Max,0,0,0,,,2024-11-24 12:07:51,False,1931886683,颧骨大竹,5104192617713436	,P1L4hwmCg,这个眼角是真的做到清爽且减龄 ,,"https://wx4.sinaimg.cn/large/7326405bgy1hvx5j4rrdjj20zu0s7ta3.jpg,https://wx4.sinaimg.cn/large/7326405bgy1hvx5j47b7mj20xm0u0409.jpg",,,2024-11-24T11:10:14,iPhone 14 Pro Max,14,6,3,,,2024-11-24 11:10:14
5103563636738713	,P1uHNsh2V,嘴巴还是刚打完好看 嘴巴大了瞬间显得脸小 ,,,,,2024-11-22T17:30:53,iPhone 13 Pro Max,0,0,0,,,2024-11-22 17:30:53,True
5102542250051093	,P148p0di5,上海太难租房了 全都是甲醛超标的房子 ,,,,,2024-11-19T21:52:16,iPhone 13 Pro Max,1,0,0,,,2024-11-19 21:52:16,True
