id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105753654038856	,P2pG5gWGQ,"做完热玛吉苹果肌凹陷下垂？？！！#面部注射填充##面部抗衰##自体脂肪填充##面部年轻化##协和整形医生斯楼斌[超话]# 
 
网页链接
 ",,,,,2024-11-28T18:33:14,iPhone客户端,1,0,0,,,2024-11-28 18:33:14,True
5105383981189510	,P2g3Q4ZrE,"不想馒化，不想移位请不要一种材料打全脸！每种材料都有自己的特性和适应症，理性的选择合理的搭配才能让其发挥效用#童颜针##少女针##玻尿酸##胶原蛋白##面部注射填充#协和整形医生斯楼斌
 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/fWYUVMEVlx08jV0uatZu01041200cPh30E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=jtHiMWrC4K&KID=unistore,video",,2024-11-27T18:04:17,微博视频号,3,0,0,"童颜针,少女针,玻尿酸,胶原蛋白,面部注射填充",,2024-11-27 18:04:17,True
5105020517486088	,P26BBvptm,"童颜针和少女针有什么区别？具体用途打法详解#童颜针# #少女针# #再生材料填充# 
协和整形医生斯楼斌
 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/lNwCwPeelx08jRSaYLp601041200du6J0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=xFgqgSrrKu&KID=unistore,video",,2024-11-26T18:00:01,童颜针超话,2,1,0,"童颜针,少女针,再生材料填充",,2024-11-26 18:00:01,True
5104669308752842	,P1Xt8AJ0S,"男士眼袋泪沟眼凸面中凹陷怎么改善？#眼袋##泪沟##眼凸##面中部凹陷#协和整形医生斯楼斌
 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/5KbEMwoglx08jRRsFxmo01041200j3i40E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=pZx9m4EQRY&KID=unistore,video",,2024-11-25T18:44:26,微博视频号,1,1,0,"眼袋,泪沟,眼凸,面中部凹陷",,2024-11-25 18:44:26,True
5104315876246364	,P1Oh5qcXO,"溶完玻尿酸出现凹陷能恢复吗？恢复不了怎么办？ 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/JxrYV0oVlx08jOHxKZ7201041200fTSn0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=c0YBmY6SYI&KID=unistore,video",,2024-11-24T19:20:01,微博视频号,3,0,0,,,2024-11-24 19:20:01,True
5103941296066060	,P1EwVps3G,"40+面部年轻化做什么项目？
协和整形医生斯楼斌#面部抗衰##线雕##口角囊袋##面部凹陷填充##面部年轻化三板斧# 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/KHN2rCdqlx08jOENs9EI01041200hpAP0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=Rcc8ui6jx3&KID=unistore,video",,2024-11-23T18:31:34,微博视频号,2,0,0,"面部抗衰,线雕,口角囊袋,面部凹陷填充,面部年轻化三板斧",,2024-11-23 18:31:34,True
5103575497444214	,P1v0VvezY,"适合大龄爱美女青年的三步面部抗衰提升法#面部抗衰# 
协和整形医生斯楼斌
 #面部年轻化# 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/F194mX3vlx08jMYhXyic01041200qSdp0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=m5OVXQEZXR&KID=unistore,video",,2024-11-22T18:18:01,微博视频号,2,1,0,"面部抗衰,面部年轻化",,2024-11-22 18:18:01,True
5103210022310374	,P1lvs9H26,"轻医美已入门，还有哪些进阶版医美项目值得做#轻医美##面部抗衰##面部年轻化#协和整形医生斯楼斌
 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/FvlVYbTylx08jLrf7d04010412003swz0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=gc7kwn0rKe&KID=unistore,video",,2024-11-21T18:05:45,轻医美超话,1,1,0,"轻医美,面部抗衰,面部年轻化",,2024-11-21 18:05:45,True
5102867482414306	,P1cAYa84q,"上睑下垂，提肌无力不要直接肉D素打抬头纹！不听劝小心压眼睛，双眼皮变单眼皮，单眼皮变小眼睛！ 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/Q4Uh8qv2lx08jJVGbyCQ01041200goSR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=wDPWJf%2FMuT&KID=unistore,video",,2024-11-20T19:24:37,iPhone客户端,1,0,0,,,2024-11-20 19:24:37,True
5102483804520994	,P12C8iY7g,"面吸完会垮脸？是真的，特别是这两类人#面吸# #垮脸# #面部提升# #面部紧致# 
协和整形医生斯楼斌
 
整形医生斯楼斌的微博视频
 ",,,"https://f.video.weibocdn.com/o0/qEr5qm7Xlx08jGIcqdAI01041200kWuF0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732878101&ssig=V1BC6cuzhp&KID=unistore,video",,2024-11-19T18:00:01,面吸超话,1,1,0,"面吸,垮脸,面部提升,面部紧致",,2024-11-19 18:00:01,True
