id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106044221261321	,P2xeK5i7T,转发微博,,,,,2024-11-29T13:47:50,iPhone客户端,2,0,0,,,2024-11-29 13:47:50,False,5150626986,bookthing,5105738494248666	,P2phDhPgS,"吹嘘你的失败，对你的成功保持沉默是个好习惯。
——查理·芒格 ",,,,,2024-11-28T17:33:00,微博网页版,221,4,42,,,2024-11-28 17:33:00
5105808245262561	,P2r68m521,转发微博,,,,,2024-11-28T22:10:09,iPhone客户端,0,0,1,,,2024-11-28 22:10:09,False,1842056855,领养小铺,5105268167279341	,P2d32uxGJ,一号基地紧急筹狗粮款，还需要4960元。。如果朋友们愿意帮忙，非常感谢！！！ ,,"https://wx1.sinaimg.cn/large/6dcb8e97ly1hw0l1887doj20u0146qbf.jpg,https://wx1.sinaimg.cn/large/6dcb8e97ly1hw0l1dkmfpj20u014611v.jpg,https://wx2.sinaimg.cn/large/6dcb8e97ly1hw0l0zua5yj20u01467cn.jpg,https://wx2.sinaimg.cn/large/6dcb8e97ly1hw0l1ik1fuj20u0146qbh.jpg,https://wx1.sinaimg.cn/large/6dcb8e97ly1hw0l1p85z0j20u0146aj3.jpg,https://wx1.sinaimg.cn/large/6dcb8e97ly1hw0l1xhbdtj20u0141k0q.jpg,https://wx4.sinaimg.cn/large/6dcb8e97ly1hw0l25uafjj20u0141k0n.jpg,https://wx2.sinaimg.cn/large/6dcb8e97ly1hw0l289i88j20u0141151.jpg,https://wx1.sinaimg.cn/large/6dcb8e97ly1hw0l28yoihj20u0141qcq.jpg",,,2024-11-27T10:24:05,,65,13,39,,,2024-11-27 10:24:05
5105772876273421	,P2qb5qk0d,有兄弟姐妹真的好幸福。只有家人才能理解感受你的辛苦。呜呜 ,,,,,2024-11-28T19:49:37,iPhone客户端,10,1,0,,,2024-11-28 19:49:37,True
5105758062249159	,P2pNc9r6L,"因为要去做眉弓医生让打过玻尿酸的都得把它溶了，我寻思着都两三年了应该没关系吧。但想着保险起见就去溶了。
我的妈呀，早上起来觉得自己哪里不一样但以为是水肿，下午了才反应过来昨天去打了溶解酶。没有眉弓的自己看起来有点可爱，咋说呢就很像是从来没讲过脏话的样子omg
 ",,,,,2024-11-28T18:50:45,iPhone客户端,1,4,0,,,2024-11-28 18:50:45,True
5105437362098306	,P2hrW8NRE,想到本科的时候联系不上教授着急死了，然后他三天后回复我说他跑出美国去一个小岛玩了，小岛上来hurricane了全岛没网了三天。让我别着急作业他会给我A的，别一天到晚因为拿不到A紧张轻松点,,,,,2024-11-27T21:36:24,iPhone客户端,18,0,2,,,2024-11-27 21:36:24,False,7412410793,边雀投江,5104673891814005	,P1XAx7BU9,"“我已经离开了，去追求我的梦想，为南极洲的企鹅编织毛衣，不再为经济学院工作。我将永久、无限期、无期限地离开办公室，直到我的企鹅朋友们高兴为止。”
这是今天看到最可爱的事情
 ",,"https://wx1.sinaimg.cn/large/0085DIENgy1hvyopllikej30wi1ycwvm.jpg,https://wx3.sinaimg.cn/large/0085DIENgy1hvyopm2ki7j30wi1ycar8.jpg,https://wx4.sinaimg.cn/large/0085DIENgy1hvyopmhcjsj30wi1ycaz2.jpg,https://wx1.sinaimg.cn/large/0085DIENgy1hvyopy5h9wj30go0m841m.jpg,https://wx2.sinaimg.cn/large/0085DIENgy1hvyopyew3oj31020iujw8.jpg,https://wx2.sinaimg.cn/large/0085DIENgy1hvyopxv5gdj30wm13kwlw.jpg",,,2024-11-25T19:02:39,iPhone 13,20691,449,7596,,,2024-11-25 19:02:39
5105132058969621	,P29vvBDpj,"天龙八部最喜欢乔峰，火影忍者最喜欢佐助。
靠，从小的口味坚定了我就喜欢变态的男人 ",,,,,2024-11-27T01:23:14,iPhone客户端,4,5,0,,,2024-11-27 01:23:14,True
5105021261971529	,P26CO8gSR,恩，我觉得这几对里最对我口味的反而是留几手跟葛夕。快40岁人了，没有小孩没有重大利益绑定，没有太多的家庭琐事。真的没爱了完全可以离婚，但却拉拉扯扯的思考着爱不爱的问题，那这不是爱是什么？！ ,,,,,2024-11-26T18:02:57,iPhone客户端,20,1,0,,,2024-11-26 18:02:57,True
5104998503940330	,P2626gx3I,"真的很懂葛姐，不管骂我们这种人恋爱脑也好不够理智也好。我们其实就是单纯爱付出爱包容的人啊。
 ",,,,,2024-11-26T16:32:31,iPhone客户端,20,7,0,,,2024-11-26 16:32:31,True
5104731500316548	,P1Z5s1klC,从前夫哥嘴里讲出来的好笑程度*100 ,,https://wx1.sinaimg.cn/large/006qhq3igy1hvyvf5qoj0j30qp1slmzf.jpg,,,2024-11-25T22:51:33,iPhone客户端,2,1,0,,,2024-11-25 22:51:33,True
5104590904628478	,P1VqGjq4S,麦琳这种女性在生活里我看了无数，看到大家都在声讨她其实我还蛮难过的。看起来强势情绪不稳定实际上是遭罪最多的人，除了小孩这场婚姻什么都没带给她。失去了事业跟容貌还有一个懦弱不会沟通的老公，惨，实惨。 ,,,,,2024-11-25T13:32:53,iPhone客户端,123,8,2,,,2024-11-25 13:32:53,True
5104406184593276	,P1QCKjgV6,"我：怎么样有女人味啊？
同事：年龄上来了就有了
我：？好有道理 ",,,,,2024-11-25T01:18:52,iPhone客户端,8,2,0,,,2024-11-25 01:18:52,True
