id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5104580941578392	,P1VaC6CBW,"约翰john家说按照基准汇率换钱，请你把你这么多年的银行来往拿出来给我们看看，其他家的汇率都大差不差，唯独你家少8到10个点，所以你污蔑别人家洗钱，这个请看图1
约翰家说没有医生，微信上已经承认他家把医生请到名宿，医生来民宿做什么？不用想也知道在图2
约翰家说他家收护照是因为他家是正规民宿，你提供客人洗头收费，营业执照有吗？你提供客人做饭收费，你营业执照有吗？收护照就正规，做饭洗头就可以不正规？
你和我在这扯，护照信息你要了到底想干嘛你心知肚明，两个韩国棒子赚了中国人多少黑心钱，你派再多小号我都接着，大胆来！ 你们把我前面那条微博投诉没了，我接着发！",,"https://wx3.sinaimg.cn/large/008kZvWTgy1hvye1zk2ruj30zu25ok8y.jpg,https://wx2.sinaimg.cn/large/008kZvWTgy1hvye2wonl7j30zu25o1aw.jpg",,,2024-11-25T12:53:17,,3,22,1,,,2024-11-25 12:53:17,True
5105677489930817	,P2nHeFFst,我不想再管烂事的原因是，因为我发现我被我一直觉得是好朋友的人利用了，昨天微信群发生的事，我被好几个打着整友旗号的人攻击！且那些明知道我是用心在拆整圈黑拖的人躲在角落里不肯出来帮我讲话，而且他们有些是现实中受过我恩惠的人！我在民宿帮助过很多第一次见面的人！ 且昨天微信群里我还发现了一个大博主的好几个黑料，但是由于情商太高，别人劝阻，我没有做到爆出来，甚至我还昧着良心去说她好，我觉得我违背了自己的初衷，恶心自己，恶心躲在角落里不说话整友，更加恶心我不能在微博做自己，那我宁愿不干了,,,,,2024-11-28T13:30:35,,1,0,0,,,2024-11-28 13:30:35,True
5105628693925362	,P2mqxgtai,"想了一晚上，我觉得我一直在帮整容小白避坑并且在揭秘整圈的事让我遭受的一波又一波的攻击，这些都是其次的，但是我并没有得来多少整友的感谢与回馈，你们躲在角落里让我觉得我这样做是不值得的，所以以后我不会再多管闲事了，希望大家都能早点上岸
继续赚黑心钱的拖拖们你们可以松一口气了。 ",,,,,2024-11-28T10:16:41,,1,4,0,,,2024-11-28 10:16:41,True
5105542642532931	,P2kbKaCVJ,整运爆棚的微笑身为一名整容博主，并没有正确的引导粉丝去好的医院做手术，zel在韩国当地如果没有小樱暹罗那一张近拍并不客观的照片爆火早倒闭了，他两引进大批人跟风去zel做手术，并且拿回扣，双眼皮做毁的比比皆是，而且他们的审美严重畸形，整运爆棚的微笑拿出自己多年前没有美颜时代的照片和现在美颜p过的照片做对比，就是为了告诉粉丝我比以前美很多，但是你们可以去见现实生活中的她，脸绝对已经僵化，而且疤痕赖赖的，眼睛极其不自然，这绝对是一张失败的作品！不是我攻击她丑，而是我觉得你连自己都整不好你有什么资格去给别人指点江山？难道只是单纯为了赚钱引导粉丝去能够给你回扣医院的地方做手术？良心呢？,,,,,2024-11-28T04:34:45,,0,0,0,,,2024-11-28 04:34:45,False,7639250199,专撕医托的七彩琉璃,5105102271286091	,P28Jt5ozp,"这是整运爆棚的微笑前几天给我的私聊
 ",,https://wx4.sinaimg.cn/large/008kZvWTgy1hw01zvu3x6j30u01t1n30.jpg,,,2024-11-26T23:24:52,,1,4,1,,,2024-11-26 23:24:52
5105156981784643	,P2a9I7ugz,在你眼里没有善恶，你的童年一定很悲惨，没有被爱过，所以你不相信这个世界有温暖，有纯粹的人，也或者我的揭穿挡了你的财路，影响到你利益，不然你也不至于把我拉黑，君子爱财取之有道，这8个字在你这等于放屁，只要能赚到钱，不择手段！！所以说我还是炸出了一个托！普通美女8 ,,https://wx1.sinaimg.cn/large/008kZvWTgy1hw085hyrmfj30qo0zktcb.jpg,,,2024-11-27T03:02:16,,7,0,0,,,2024-11-27 03:02:16,True
5105129239611019	,P29qXEkgr,约翰家john换汇的事情我要讲清楚下，当时我在韩国已经连续连住了2个月零20天了，最后几天个人原因临时换到他家，去年12月份汇率一直180到183之间晃动，我也没几天就打算离开了，所以没有找常用的换钱人换钱，然后我付的人民币给他，我当时没反应过来，后面我反应过来了，发现汇率不对，才172，说实话，一两个点我根本不会计较，这差的太多了，然后我就问他了，情况并不是我找他换钱引起的，你看他给自己解释的，别人家洗黑钱，你家比百度汇率还要低那么多，你和我说基准汇率，让你拿银行流水证明你确实去银行换的干净钱，你又不肯拿，app上一分钟就能调出来，还有你们不要小看这差的8.9个点，我最后提前退房时候，我给他付款的是人民币，他给我的是韩币，等于又倒手赚了一波，当时急着走我也懒得计较了，而且我发现他家客群好多都很小白，真的很好说话，啥也不懂，这个一直是我疑惑的，估计是宣传渠道和别家不太一样，这些小白也找他换，光这来回倒就让他赚不少！！！虽然说不是强制你找他换钱，但是他这不是在欺负别人不懂吗？我把这个爆出来也没毛病啊，事实存在的,,https://wx3.sinaimg.cn/large/008kZvWTgy1hw04x85qa7j30u01t1ag4.jpg,,,2024-11-27T01:12:02,,0,0,0,,,2024-11-27 01:12:02,True
5105105336535472	,P28OprqaQ,撕逼把自己微博撕火了… ,,,,,2024-11-26T23:37:03,,0,0,0,,,2024-11-26 23:37:03,True
5105102271286091	,P28Jt5ozp,"这是整运爆棚的微笑前几天给我的私聊
 ",,https://wx4.sinaimg.cn/large/008kZvWTgy1hw01zvu3x6j30u01t1n30.jpg,,,2024-11-26T23:24:52,,1,4,1,,,2024-11-26 23:24:52,True
5105101071713762	,P28Hx7bPk,因为都是垃圾医院，因为钱都给他们抽走了很多，没给你做出事就不错了,,,,,2024-11-26T23:20:05,,0,0,0,,,2024-11-26 23:20:05,False,3972573855,微笑的依托日常分享,4987324528332977	,NADI0yXMR,您推荐的医院接二连三塌房是为什么啊姐姐@整运爆棚的微笑 #粉丝投稿##爆棚##整运爆棚# ,,"https://wx4.sinaimg.cn/large/ecc8aa9fgy1hlkbery4pfj20qo1kuq74.jpg,https://wx4.sinaimg.cn/large/ecc8aa9fgy1hlkbetho7wj20qo1n0438.jpg,https://wx2.sinaimg.cn/large/ecc8aa9fgy1hlkbeum5krj20qo1kbadg.jpg,https://wx4.sinaimg.cn/large/ecc8aa9fgy1hlkbewchynj20sg1motfu.jpg,https://wx1.sinaimg.cn/large/ecc8aa9fgy1hlkbexjw5hj20so1ng0zq.jpg",,,2024-01-06T23:18:10,Android,5,8,2,"粉丝投稿,爆棚,整运爆棚",整运爆棚的微笑,2024-01-06 23:18:10
5105099898619563	,P28FDAald,@整运爆棚的微笑 这是谁的聊天内容的，亲爱的丑宝宝 ,,https://wx1.sinaimg.cn/large/008kZvWTgy1hw01qacse8j30hs12jjts.jpg,,,2024-11-26T23:15:26,,2,1,2,,整运爆棚的微笑,2024-11-26 23:15:26,True
