id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106094294699713	,P2yxvjIBP,练起走 ,,"https://wx1.sinaimg.cn/large/005DUpQggy1hw37xprygxj31sc2dshdt.jpg,https://wx1.sinaimg.cn/large/005DUpQggy1hw37xo9lgwj33b04eou0z.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000biHqUgx08jY8jrSir0f0f0100decQ0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003JRswPgx08jY8jRxJ50f0f0100kOjJ0k01.mov,,2024-11-29T17:06:49,,49,9,0,,,2024-11-29 17:06:49,True
5106036555908038	,P2x2noMWW,"这个即开即饮的冰美式真的太推荐了
从以前在广东别墅的时候
和卡淇就是一大箱一大箱的囤
之前口罩😷的时候没有外卖
真的救了老命了
早上拍视频喝了一大杯
现在立刻在拉💩了
 ",,https://wx2.sinaimg.cn/large/005DUpQggy1hw319skmnkj30zu25oqv5.jpg,,,2024-11-29T13:17:23,,50,18,0,,,2024-11-29 13:17:23,True
5106009826400915	,P2wlgqRaz,"爸妈真的真香定律
我开始说要把DD接回来的时候
说什么只能养到你自己房间噢
等哈到处跑都是猫毛
这下晓得晚上DD要跟他们睡
还专门给他留门
我爸还给我分享DD的照片😂 ",,https://wx1.sinaimg.cn/large/005DUpQggy1hw2y9g9157j30zu0xdtch.jpg,,,2024-11-29T11:31:10,,60,10,0,,,2024-11-29 11:31:10,True
5106009200920168	,P2wkg3Rnq,"DD现在晚上都不挨着我睡了
要跟我妈睡
和我妈同时叫他他不理我
要去找我妈
 ",,,,,2024-11-29T11:28:41,,64,7,0,,,2024-11-29 11:28:41,True
5106008513577542	,P2wj9f0Gi,"天气好好！
开启元气满满的一天
 ",,https://wx1.sinaimg.cn/large/005DUpQggy1hw2y38dv8cj33b04eoqv6.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004hyqeLgx08jXKLbpUr0f0f0100oyQ70k01.mov,,2024-11-29T11:25:57,,61,9,0,,,2024-11-29 11:25:57,True
5105999809088254	,P2w56C8gK,"差点忘了
前天保山法院给我打电话
之前的健身房事件
终于彻底的立案了
诉讼费也交了
我自己都差点搞忘了这事
周期真的太长了
 ",,,,,2024-11-29T10:51:22,,96,8,0,,,2024-11-29 10:51:22,True
5105999386247570	,P2w4qqdhg,"穿戴甲预计十二月份开卖姐妹们！
前期各种准备工作可多了
 ",,,,,2024-11-29T10:49:41,,47,18,0,,,2024-11-29 10:49:41,True
5105844176027850	,P2s25pi7o,"我明天约了下午四点的健身
实不相瞒 时隔几天我居然106-108斤了
真的天塌了 打破历史记录
之后必须认认真真运动减肥了
受不了了
 ",,,,,2024-11-29T00:32:56,,183,21,0,,,2024-11-29 00:32:56,True
5105843693420624	,P2s1jelRm,"没发微博就是在忙
下午忙穿戴甲 晚上忙短视频
本来之前都可以完成的事全部都堆起了
讨厌一切打乱我计划的事情
 ",,,,,2024-11-29T00:31:00,,56,4,1,,,2024-11-29 00:31:00,True
5105674201333768	,P2nBW5AYo,"开始工作
已经不再奢求拉花艺术了
能喝就行 ",,https://wx2.sinaimg.cn/large/005DUpQggy1hw1vomj19kj33b04eob2b.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001luc0Lgx08jWhEBeRa0f0f0100iF8B0k01.mov,,2024-11-28T13:17:30,,67,12,0,,,2024-11-28 13:17:30,True
5105468531805099	,P2igd7zAv,"所以说只要回家都在大街上
真没人认出来我哒
哈哈哈哈哈哈哈 ",,"https://wx4.sinaimg.cn/large/005DUpQggy1hw182724uxj30zu25oh1a.jpg,https://wx2.sinaimg.cn/large/005DUpQggy1hw182ctrhjj33b04eohdx.jpg",,,2024-11-27T23:40:15,,92,8,1,,,2024-11-27 23:40:15,True
5105467330136560	,P2ieh0zwA,"一回家就吃黄土夜宵哒
继保山的烧烤之后第二个最喜欢吃的烧烤 ",,"https://wx3.sinaimg.cn/large/005DUpQggy1hw17xf1el3j33b04eob2e.jpg,https://wx3.sinaimg.cn/large/005DUpQggy1hw17xl1tnyj33b04eonpi.jpg",,,2024-11-27T23:35:29,,93,19,0,,,2024-11-27 23:35:29,True
5105451165288239	,P2hOcmbIb,"捡漏了❗️2.7/斤的立白洗衣液！！！
到手有整整12斤！！！
和双11一个价啊啊啊！蹲洗衣液的宝立刻去冲！！ ",,https://wx2.sinaimg.cn/large/005DUpQggy1hw162teztsj30zk1bfgor.jpg,,,2024-11-27T22:31:15,,6,1,0,,,2024-11-27 22:31:15,True
5105450985459604	,P2hNUmUi8,"16一支Ukiss染眉膏要不要
真的就是妆容的灵魂所在！！
真的绝美！！妆容整体观感精致了好多 ",,"https://wx3.sinaimg.cn/large/005DUpQggy1hw1620hterj31hc1z4ti6.jpg,https://wx3.sinaimg.cn/large/005DUpQggy1hw162007cwj31hc1z447f.jpg,https://wx3.sinaimg.cn/large/005DUpQggy1hw16214vxij30zk1beq9b.jpg",,,2024-11-27T22:30:32,,7,2,0,,,2024-11-27 22:30:32,True
5105450485554961	,P2hN6nj69,"买对不买贵！！！！！
这年头哪里还能买到17一盒的功效面膜啊啊啊啊
斐思妮直接秒鲨！！！挑4盒💥68！！！ ",,"https://wx3.sinaimg.cn/large/005DUpQggy1hw16011ij0j31js22e18e.jpg,https://wx3.sinaimg.cn/large/005DUpQggy1hw1601it5jj31fy1xa14r.jpg,https://wx4.sinaimg.cn/large/005DUpQggy1hw1601ylcgj31ey1vy48w.jpg",,,2024-11-27T22:28:33,,2,2,0,,,2024-11-27 22:28:33,True
5105349389976961	,P2fa2FRsJ,"靴子是这家的
已经下架了
 ",,https://wx2.sinaimg.cn/large/005DUpQggy1hw0udosmn8j30zu0g6whp.jpg,,,2024-11-27T15:46:50,,33,2,0,,,2024-11-27 15:46:50,True
5105341595389681	,P2eXtmC6l,"还有6分钟 我就可以回复评论了
耶耶耶！ ",,https://wx3.sinaimg.cn/large/005DUpQggy1hw0thg3uupj30zu25oh7s.jpg,,,2024-11-27T15:15:52,,37,7,0,,,2024-11-27 15:15:52,True
5105336409391989	,P2eP6DphH,"姐妹们这只流浪猫
没有怀孕
他只是被太多游客投喂
喂得太肥了😂
很粘人 不伤人 超级乖
去年在禾木每天睡我脚边的
乖得很啊
 ",,"https://wx1.sinaimg.cn/large/005DUpQggy1hw0sv0jnz5j30zu25ob29.jpg,https://wx4.sinaimg.cn/large/005DUpQggy1hw0suvqg0sj31ut2h3x6p.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004qoaaVgx08jUNvnuIE0f0f0100mdVw0k01.mov,,2024-11-27T14:55:15,,188,25,2,,,2024-11-27 14:55:15,True
5105087961895401	,P28mo7X4Z,"一块一杯谷本日记黑咖啡！！！！
早起来一杯巨无敌提神醒脑还消肿！ ",,"https://wx4.sinaimg.cn/large/005DUpQggy1hw00d2ap05j30zk1bf0z2.jpg,https://wx2.sinaimg.cn/large/005DUpQggy1hw00d17mpaj30zk1bfdmd.jpg",,,2024-11-26T22:28:01,,7,3,0,,,2024-11-26 22:28:01,True
