id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105617570103866	,P2m8B0r1g,"#李荣喆鼻整形##自体肋软骨鼻综合# 
【自体肋软骨鼻修复—术后22个月】
快两年了，形态上基本没有变化
 
李荣喆鼻修复的微博视频
 ",,,"https://f.video.weibocdn.com/o0/dVQXo0h2lx08jW2edcBq010412005ZBo0E010.mp4?label=mp4_720p&template=720x1276.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732805221&ssig=6mdlnFDibx&KID=unistore,video",,2024-11-28T09:32:29,微博视频号,0,0,0,"李荣喆鼻整形,自体肋软骨鼻综合",,2024-11-28 09:32:29,True
5105262228144503	,P2cTsyaKX,"#李荣喆鼻整形##假体隆下巴# 
【自体肋软骨鼻修复+膨体下巴+下颌缘吸脂+卧蚕—术后4个月】
两个美女都是我做的鼻子
，经常在面诊时听顾客讲：“我朋友在你这做的，推荐我来”，谢谢大家对我技术的认可，给我带来了这么多年的口碑传播， ",,https://wx1.sinaimg.cn/large/5591f37cly1hw0jq9q604j21lc24f4qp.jpg,,,2024-11-27T10:00:28,微博网页版,2,1,0,"李荣喆鼻整形,假体隆下巴",,2024-11-27 10:00:28,True
5105052640090184	,P27rq0nsA,鼻头增生或者凸起性疤痕严重可以打倍他米松，能使增生的组织萎缩，而且反弹很小，不建议打曲安奈德。对于注射少女针等填充药品，千万别打这类药，因为它只会使正常组织萎缩，对于少女针等填充药品没有任何效果。 ,,,,,2024-11-26T20:07:39,iPhone 14 Pro Max,9,6,10,,,2024-11-26 20:07:39,True
5104892670643747	,P23hp2Ht1,"#李荣喆鼻整形# #长鼻改短# 
【长鼻改短—术后6个月】
幼态 | 长鼻改短
顾客有上镜需求，术前鼻子长，山根高，山根起点高，鼻背显型，鼻翼缘退缩，鼻尖尖，鼻尖表现点靠下，鼻型整体不精致与面部违和。
术后即刻：
网页链接
 ",,"https://wx2.sinaimg.cn/large/5591f37cly1hvzdm6yfucj233352rkjm.jpg,https://wx3.sinaimg.cn/large/5591f37cly1hvzdm6wogoj22gu3u0kjm.jpg,https://wx3.sinaimg.cn/large/5591f37cly1hvzdm6qxwaj22gu3vfb2a.jpg,https://wx1.sinaimg.cn/large/5591f37cly1hvzdm6nsg4j220c2p37wi.jpg,https://wx1.sinaimg.cn/large/5591f37cly1hvzdm6svobj23pc2m0e82.jpg,https://wx1.sinaimg.cn/large/5591f37cly1hvzdm6y0n9j22gu3xfqv6.jpg",,,2024-11-26T09:32:00,微博网页版,2,0,0,"李荣喆鼻整形,长鼻改短",,2024-11-26 09:32:00,True
5104507639562579	,P1TgnE7F9,"#李荣喆鼻整形# #下颌缘吸脂# 
【自体肋软骨鼻修复+膨体下巴 +下颌缘吸脂—术后3个月】
华丽款 | 下巴兜翘
自体肋软骨+进口膨体进行修复，下降山根起点，加高鼻尖，鼻头筋膜包裹，鼻尖精致化处理，鼻背微起伏，拉面中，膨体垫下巴，长度不变增加下巴兜翘度，下颌缘吸脂去除双下巴。
术后即刻：
网页链接",,"https://wx4.sinaimg.cn/large/5591f37cly1hvxf0viy61j20zk1hcjwf.jpg,https://wx4.sinaimg.cn/large/5591f37cly1hvxf0vgwy0j20np0zj0um.jpg,https://wx3.sinaimg.cn/large/5591f37cly1hvxf0vhyjnj20np0zjgo4.jpg",,,2024-11-25T08:02:00,微博网页版,1,1,1,"李荣喆鼻整形,下颌缘吸脂",,2024-11-25 08:02:00,True
5104160345162431	,P1KeelEZ1,取肋术后一年半，几乎看不到疤痕。#李荣喆鼻整形# #自体肋软骨鼻综合# ,,https://wx1.sinaimg.cn/large/5591f37cly1hvx1egwv9cj20k00qon03.jpg,,,2024-11-24T09:02:00,微博网页版,4,0,0,"李荣喆鼻整形,自体肋软骨鼻综合",,2024-11-24 09:02:00,True
5103805601677613	,P1B0472qh,"#自体肋软骨鼻综合##李荣喆鼻整形# 
【自体肋软骨鼻修复】
精致华丽 | 直鼻
顾客4次手术史，术前山根低，鼻翼宽，鼻翼缘退缩严重，小柱垂，正面露鼻孔较多，眉心凹。
自体肋软骨搭建鼻头支架，鼻背进口膨体，解剖分离延展鼻部组织和黏膜，鼻头筋膜包裹增加圆润度，鼻尖精细化处理，鼻翼缘退缩矫正，改善正面露鼻孔情况，山根起点于瞳孔连线处，过渡眉心三角，柔和鼻额角。
方案：半肋+膨体鼻背+鼻翼缘下拉",,"https://wx3.sinaimg.cn/large/5591f37cly1hvvwkyafqmj21pf29u4qp.jpg,https://wx2.sinaimg.cn/large/5591f37cly1hvvwkyqbs9j21pf29uayp.jpg,https://wx3.sinaimg.cn/large/5591f37cly1hvvwkz4kfkj229u1pf1cm.jpg",,,2024-11-23T09:32:22,iPhone 15 Pro Max,0,0,0,"自体肋软骨鼻综合,李荣喆鼻整形",,2024-11-23 09:32:22,True
5103420472035617	,P1qYT8xyx,"#李荣喆鼻整形# #自体肋软骨鼻综合# 
【自体肋软骨鼻修复—术后2年半】
术前鼻尖下旋，假体轮廓感明显，鼻翼缘退缩，鼻头圆钝不精致。
术后即刻：
网页链接
 
李荣喆鼻修复的微博视频
 ",,,"https://f.video.weibocdn.com/o0/DCf0Qyg8lx08jLicnQIU010412007ALg0E010.mp4?label=mp4_720p&template=720x952.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732805221&ssig=6FG3g865LE&KID=unistore,video",,2024-11-22T08:02:00,微博视频号,0,0,0,"李荣喆鼻整形,自体肋软骨鼻综合",,2024-11-22 08:02:00,True
5103058084954660	,P1hyokMVS,"#李荣喆鼻整形# #自体肋软骨鼻综合# 
【自体肋软骨鼻修复—术后2年】
术后2年，支架稳定，形态几乎没有发生变化，感谢分享~ ",,"https://wx1.sinaimg.cn/large/5591f37cly1hvssdr14nrj22bc3h0e82.jpg,https://wx4.sinaimg.cn/large/5591f37cly1hvssdr5qgaj22bc3h0hdu.jpg,https://wx2.sinaimg.cn/large/5591f37cly1hvssdrfm4gj22bc3h0npe.jpg,https://wx2.sinaimg.cn/large/5591f37cly1hvssdriy81j22bc3h0qv6.jpg",,,2024-11-21T08:02:00,微博网页版,1,0,0,"李荣喆鼻整形,自体肋软骨鼻综合",,2024-11-21 08:02:00,True
5102718349477045	,P18IqDLpz,"#长鼻改短# #李荣喆鼻整形# 
【自体肋软骨鼻修复—术后8个月】
华丽款 | 微混血 | 长鼻改短
顾客曾垫过眉弓，内切鼻翼。术前鼻子长，山根高，山根起点高，鼻翼垂，鼻尖尖，鼻背细，有棍感，正面露鼻孔。
术后即刻：
网页链接
 
李荣喆鼻修复的微博视频
 ",,,"https://f.video.weibocdn.com/o0/ZCdKMmqwlx08jJfYLJcY010412002m3O0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732805221&ssig=x5%2BkMtY6Aq&KID=unistore,video",,2024-11-20T09:32:01,微博视频号,2,0,0,"长鼻改短,李荣喆鼻整形",,2024-11-20 09:32:01,True
