id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106099860541867	,P2yGu2gXN,"球球大家不要鸽了
本来就是临时预约
到点了不见人
医院快把我拉黑了#韩国整形翻译# ",,,,,2024-11-29T17:28:56,微博网页版,0,0,0,韩国整形翻译,,2024-11-29 17:28:56,True
5106047731895136	,P2xkp7X0I,"陪客人来面诊双鄂
也是一位指症不明显的情况
主要也是想做短脸
这家在这方面还是有点东西的#韩国整形翻译##韩国双鄂手术#韩国整形
 ",,"https://wx2.sinaimg.cn/large/008vPUqAgy1hw32jp7tuxj30hg0ootf9.jpg,https://wx4.sinaimg.cn/large/008vPUqAgy1hw32k67lxcj30gb0lw7cz.jpg",,,2024-11-29T14:01:48,微博网页版,0,0,0,"韩国整形翻译,韩国双鄂手术",,2024-11-29 14:01:48,True
5105681567584859	,P2nNOvPar,"前两天有人问神经阻断
其实韩国女生正儿八经做的还不少
主要就是小腿和斜方肌
相比传统的注射来说主要就是更彻底不用来回折腾
不过如果本身对这个技术心里没底，也可以做注射，麻烦点就是了#韩国整形翻译#韩国整形#瘦小腿# ",,,,,2024-11-28T13:46:47,微博网页版,0,0,0,"韩国整形翻译,瘦小腿",,2024-11-28 13:46:47,True
5105346395768906	,P2f5docKS,"陪客人来咨询嘴巴
这家在圈里面人气还是蛮高的
除了价格贵一丢丢之外没毛病#韩国整形翻译#韩国整形
玻尿酸丰唇
 ",,"https://wx4.sinaimg.cn/large/008vPUqAgy1hw0u0pu83tj30qo0zkdio.jpg,https://wx1.sinaimg.cn/large/008vPUqAgy1hw0u0rxuldj30qo0zk0wp.jpg",,,2024-11-27T15:34:56,微博网页版,1,0,0,韩国整形翻译,,2024-11-27 15:34:56,True
5105326357742878	,P2eyTwuh8,"考虑到有时候裙消息回的不及时
所以专门请了小助理来管理裙
有问题大家也可以在裙里面直接@ 小助理哦#韩国整形翻译#韩国整形
 ",,,,,2024-11-27T14:15:19,微博网页版,0,0,0,韩国整形翻译,,2024-11-27 14:15:19,True
5104927007838548	,P24aMwTac,"脚后跟玻尿酸已经有好几个人问我了
真心建议别冲动
这个东西就是一个噱头在我看来
真的太癫了，维持时间、塑型问题都是问题
而且应该最多就1~2cm，这还是理想状态
真的太折腾了
有这钱还不如骨水泥填颅顶一步到位，还更稳妥点#韩国整形翻译##玻尿酸填充脚后跟#韩国整形
 ",,,,,2024-11-26T11:48:26,微博网页版,0,1,0,"韩国整形翻译,玻尿酸填充脚后跟",,2024-11-26 11:48:26,True
5104563793166529	,P1UIXdhL3,"丰胯目前主要就三种方式
玻尿酸
一般用的都是德彩，属于一种专门的身体玻尿酸，分子很大也就代表着更强的支撑性，一般两侧打下来基本四百万左右？差不多是这个区间，打直角肩也用的是这个玻尿酸，有几家我的客人打了之后确实还可以，也是接受度比较高的一种丰胯方式。
脂肪
这个一般跟丰臀一块做，取的大腿内侧或者腰腹的脂肪，脂肪相对玻尿酸来说就是更稳定一些，但是比较看医院规模以及医生技术，这个一定要选大医院做，接受度里面算第二梯队。
假体
这个目前我了解到的，比较成熟的就是定制钛假体，有一家大型医院可以做，价格比较高，基本在2000w左右了，假体是采集数据后定制的，有点像钛钉这种固定方式，稳定性更高一些，但是因为是异物，所以接受度也并不是那么高。
以上，如果真的有丰胯的需求再考虑，不然买个假胯打底我觉得其实也行#韩国整形翻译#韩国整形#丰胯#",,,,,2024-11-25T11:45:08,微博网页版,1,3,0,"韩国整形翻译,丰胯",,2024-11-25 11:45:08,True
5103499253909543	,P1t1Xgp39,"周五周五！
今天陪宝子来面诊🐻
模拟效果真的心动
我也想做了咋整#韩国整形翻译##韩国隆胸# ",,"https://wx3.sinaimg.cn/large/008vPUqAgy1hvuxvqr34uj30qp0zkgsw.jpg,https://wx2.sinaimg.cn/large/008vPUqAgy1hvuxvurmgaj30qp0zkq9u.jpg,https://wx3.sinaimg.cn/large/008vPUqAgy1hvuxw3ih52j30qp0zkn2m.jpg",,,2024-11-22T13:15:03,微博网页版,0,0,0,"韩国整形翻译,韩国隆胸",,2024-11-22 13:15:03,True
5103171223422751	,P1kuSempF,"说真的 
搞好皮肤跟发质就已经赢了很多人了
皮肤跟发质不行，五官轮廓再好气质也会被直接拉低
这也是为什么这么多皮肤科的原因 
也是为什么大家喜欢打头皮外泌体的原因#韩国整形翻译##韩国皮肤科# ",,,,,2024-11-21T15:31:35,微博网页版,1,1,0,"韩国整形翻译,韩国皮肤科",,2024-11-21 15:31:35,True
5103147499129341	,P1jSBCiXr,"今天陪一位大哥去一家骨科医院做膝盖修复
他们家主要就是治疗各种关节炎，主要做的是干细胞疗法
看案例确实挺神奇的
而且还可以做X型腿、O型腿矫正，不过不是医美领域通过脂肪的方式代偿，而是针对骨骼进行矫正，像图中这种就是腿型矫正~#韩国整形翻译#关节炎#o型腿矫正# ",,https://wx2.sinaimg.cn/large/008vPUqAgy1hvtthnkt9zj33402c04qq.jpg,,,2024-11-21T13:57:18,微博网页版,0,2,0,"韩国整形翻译,o型腿矫正",,2024-11-21 13:57:18,True
