id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105827438659897	,P2rB5AkPL,"今天不更，狂写万字年运，恨不得分析到周
 ",,https://wx3.sinaimg.cn/large/005AN4pgly1hw2d98u7czj30a607hjrt.jpg,,,2024-11-28T23:26:26,微博网页版,19,6,0,,,2024-11-28 23:26:26,True
5105434407208231	,P2hnaufbN,"发现星盘中的命主星，太阳，月亮，或者是群星落在水象星座双鱼座，天蝎座，巨蟹座的，或者是互溶命主星，太阳，月亮的星体落在了水象星座的盘主
与生俱来的是对外界的敏感，且共情能力很强，能够以轻易的体察他人言语中的微妙，轻而易举的感受到别人的话里有话，甚至是对声音，光线，气味都格外敏感，会因为这种敏感性在早年期间被人误解
这对他们来说，并不是太好的事，尤其是在少年少女时期，因为能够轻易感受到到他人恶意，很容易吸收负面信息，很容易被外界或者他人影响情绪，被外物左右影响，患得患失
尤其是当这些星体被其他凶星刑克刑冲，就更容易因外因而牵连影响自己，在处理人际关系时，很容易被他人搞得精疲力尽，蓝条耗尽，也容易因为被他人影响，能好几天沉浸在失落的情绪中难以恢复
成年之后会好很多，随着阅历的提升，逐步从初阶成长为高阶，这种敏感反倒成为了优势，能够深度加工处理信息，提炼出有效信息，也会因为轻易察觉到外界恶意，进行巧妙规避，危机意识更强，这就好比如是早年吃过的亏，反倒成了经验，而保障自己日后的顺风顺水#星盘# 
古典占星",,,,,2024-11-27T21:24:40,古典占星超话,53,9,2,星盘,,2024-11-27 21:24:40,True
5105428297418812	,P2hdjv7Yg,"讲一下2002年天秤月出生的小孩，即2002年9月末到10月出生的的小孩
这段时间出生的小孩因日水之间的结构较为紧密，自小就对文学创作和艺术影视服设这两大类格外的感兴趣
日水合在了天秤，落在这个利于沟通交流的星座，使得这段时间出生的盘主能够自如的理解他人表达的含义，哪怕对方没有表述清楚，这可能就是日水在天秤能够在面对人际关系时，体察微妙的变化，并维系平衡
这段时间出生的升摩羯因日水是能够落在10宫内的，则个人的风险偏好稳健，或是喜欢体面稳定的工作，结合日水合相，且水土互溶且接纳太阳，则盘主的父母很容易从事体制，国企央企的工作，且父亲容易在外地发展工作
而水土互溶，土星自带2R的性质，也会涉及到金融工程，计算机，会计类方向，如果突出日水的结构，则是会选择法律，国际贸易等
水星为6-9R，这段时间水月若是对冲，且走的是土星大运的，很容易在土星大运期间，考试失利，容易二次高考
如果是没有水月对冲的，还是易有本硕以及以上的学历的，且个人发展也会考虑大专/大学老师
这段时间出生的升双子因日水之间的结构，身边的亲友，祖辈能够对其进行庇佑，或者是容易结交到优秀的朋友，或者围绕在自己身边的朋友大多都是比已经强很多的类型，即容易遇见贵人，或者身边的大佬多，日水若无合相的，效力差一些
这段时间如果水月日对冲/刑克，则容易高度近视，或者肠胃不佳，也容易有情绪病，抑郁等
以及这段时间也存在着土星逆行，土星是升双子的8-9R，盘中土星逆行且跟火星存在刑克结构的盘主，是很容易在医疗消费或者教育上支出较多，也容易二次高考，或者是二次考研的，这就是逆行的影响
升双子的日水结构利好的是其父亲事业发展，因水星也为4R，如果是日生盘，则早年容易升迁，或者容易被身边亲友提携，且升双子出生之后整体家运财运明显上升
升双子的日水结构时利于其搞个人创作创业的，喜好自由职业，或者是选择与身边的朋友合伙共事，人脉关系更重要，或者工作难题容易由家里身边亲戚搞定
且金星为感情的象征星，如果这段时间的金火有互溶的结构，尤其是的金星你先说，盘主在感情中虽然很有吸引力，但前期恋爱并不顺利，或者是容易遇见缺乏责任心的桃花
后期会好一些，容易和身边朋友，同学发小，建立感情关系，这种更像是其正缘
升巨蟹是很吃月亮的状态的，月亮落陷失势或者如果跟关键星体对冲刑克，普遍影响到的就是个人心理健康，容易拧巴想不开，或者很容易被压制，被动进行对抗，身边的朋友走走停停，没有特别长久的，或者是容易遇见小人，对朋友的选择和相处过程中更谨慎
如果月亮状态好，且无刑克刑冲结构，尤其是当月亮为职业的象征星，其母亲的影响格外重要，母亲更为包容，温柔，理解盘主，共情能力强，且母亲事业发展好
02年的天秤月小孩就此结束啦，诸君愉悦，老规矩，这篇呼声最高的下次写~#星盘# 
古典占星",,,,,2024-11-27T21:00:23,古典占星超话,35,23,0,星盘,,2024-11-27 21:00:23,True
5105416625193272	,P2gUulN0s,"讲一下2002年天秤月出生的小孩，即2002年9月末到10月出生的的小孩
这段时间出生的小孩因日水之间的结构较为紧密，自小就对文学创作和艺术影视服设这两大类格外的感兴趣
日水合在了天秤，落在这个利于沟通交流的星座，使得这段时间出生的盘主能够自如的理解他人表达的含义，哪怕对方没有表述清楚，这可能就是日水在天秤能够在面对人际关系时，体察微妙的变化，并维系平衡
且这段时间的金火是互溶接纳的，火星落在处女座会使得他们更注重行事中的细节，并在行动中不断查漏补缺，进行补充完善，且有很强的服务意识，能够中和日水天秤的拖延，并能够提高提升效率，且金火互溶的结构，也会使得他们在感情中格外注重对方的专一度和忠诚，尤其是这段时间出生的以金星为命主的升天秤和升金牛，另一半很可能是医疗医护人员，或者是工程设计类的
这段时间出生的升狮子，因日水合在一起，且水星是逆行的，就更加就加重了他们的选择困难症，很容易陷入两难或者纠结，尤其是在面对自身行业选择时
因日水合相也会导致他们的反应迅速，学习效率高，而水星为他们的2-11R，部分人容易选择金融财务管理类专业学习，进入银行，证券公司，或者是国企央企的财务工作，或者是水星的星性更加突出，语言教育类，选择了考编考公，或者是金星的星性更加突出，选择了服装设计行业，或者是其他艺术类行业，影视服设等，或者是音乐类的，也是突出了金水的特性
但这段时间的金木是刑克的，尤其是木星还是落在了命宫内的，这段时间出生的升狮子是很容易跟家中的女性亲戚关系不合不顺的，容易被进行对比#星盘# 
古典占星",,,,,2024-11-27T20:13:59,古典占星超话,26,33,0,星盘,,2024-11-27 20:13:59,True
5105327037220759	,P2ezZuirR,"gzh汇总了01年射手月小孩的合集
方便大家食用#星盘# ",,https://wx3.sinaimg.cn/large/005AN4pgly1hw0rsny6z9j310o27onlj.jpg,,,2024-11-27T14:18:01,微博网页版,4,6,0,星盘,,2024-11-27 14:18:01,True
5104947402113381	,P24HG8RMN,"更新了gzh 
关于正途工作不行但偏财运很好的星盘配置#星盘##反馈# ",,https://wx4.sinaimg.cn/large/005AN4pgly1hvzk64dxr6j310o27odjq.jpg,,,2024-11-26T13:09:28,微博网页版,4,0,0,"星盘,反馈",,2024-11-26 13:09:28,True
5104946762746975	,P24GEbwC3,"最近在写年运
每个人都在面临着一些当下需要解决的问题
有的人往往平时学习状态很不错 
但一到了关键考试的时候就很容易出现问题
容易在该上心的时候浮躁 或者是心思状态不对
就会因为考试成绩达不到预期 而影响到后续的结果
很多人都有过在平时状态不错 但是小考或者大考的时候就容易出问题 这其实就是属于某一段运势出现了问题
能做的就是在这一段时间知道自己面临的是什么 多收心 这段时间过去了也就好了 
不过在那段浮躁的日子里是很影响当时的状态 也很影响当时要完成的事情#星盘##反馈#",,"https://wx3.sinaimg.cn/large/005AN4pgly1hvzk53y1qfj30u01qcjty.jpg,https://wx1.sinaimg.cn/large/005AN4pgly1hvzk59596bj30ty1t6afg.jpg",,,2024-11-26T13:06:56,微博网页版,2,0,0,"星盘,反馈",,2024-11-26 13:06:56,True
5104944900738624	,P24DE369i,"推运反馈~
一些出行的反馈
11月的2号刚说完 可能会在11月的4号以后涉及到远行出行旅游的事件发生
结果就突然在11月的5号订票去国外旅游 26返程
符合我在11月2号的时候给说的会在4号到28号这个之间有涉及到差旅旅游的迹象 会较为的放松
以及问的有关于房产的事情 这是向消息的问询和信息的收集而不是在本年落实#星盘##反馈#",,"https://wx1.sinaimg.cn/large/005AN4pgly1hvzjx9ljmxj30sp1m8ac7.jpg,https://wx2.sinaimg.cn/large/005AN4pgly1hvzjxc0n2pj30u01nndjl.jpg,https://wx3.sinaimg.cn/large/005AN4pgly1hvzjxer851j30u01puabq.jpg",,,2024-11-26T12:59:32,微博网页版,0,1,0,"星盘,反馈",,2024-11-26 12:59:32,True
5104942560315556	,P24zS1k5C,"讲一下2002年射手月出生的小孩，即2002年11末到12月出生的射手座的小孩
这段时间出生的部分小孩的盘子中是有很紧密的水土对冲的结构的，且水土互溶，而土星是逆行在双子座的，水星则是在射手
这种水土对冲的结构是利口才语言功能的，但在数理方面的应用要少弱一些，在初高中就能够体现出来，即英语语言类的学习优势要大于数理方面的
这段时间出生的升摩羯，或者升水瓶是很不同的，因水土掌管的宫位的不同
这段时间出生的升摩羯的水土对冲是1-9R的对冲，而升水瓶的则是1-5-8R的对冲，体现在两者双方的考运和学历的不同，前者会不利考运或者学历稍弱一些，或者是需要在学历学业上下较大功夫，或者是遇见的小人会更多一些，后者因9R不是水星，而是金星，且1-9R之间有较好结构，并且有好的日木支撑，考运稍好，或者是学历易有本硕以及以上，但影响的是感情，容易在感情中词不达意，或者是沟通不顺而产生的分歧，主要是因二人的思想差异大
这段时间出生的升射手，升双鱼，升双子，升处女因重要宫位关联到了日木，体现在不同的领域遇见的贵人，或者是得到的资源也是不同的
升双子的日木是关联了3-7-10R，以及相关宫位，则说明是母亲/爷爷奶奶辈/婚恋对象/亲戚朋友在人生中起到的助力更大，容易跟身边的朋友，同学，同事（更多的认识多年的好友）相识相爱结婚，且另一半人品素养高，但因金火合相也易在感情前期出现争夺/争吵
升处女的日木是关联到了4-7-12R以及相关宫位，则说明易异地恋，或者早年父亲多出差远行，或者父亲不长陪伴在身边，或者暗桃花较多，父亲容易是公务员，或者是企业管理者
升双鱼的则是关联到了1-10-6R以及相关宫位，即母亲容易是公务员，事业单位的，且自己也容易从事相关工作，或者是技术类行业，且容易在工作中遇见男性贵人
升射手的则是关联到了1-4-9R以及相关宫位，父亲的社会地位更高，远行工作，赚取远方财，学历更高，国际化工作，或者是大学老师，教授，或者是外企管理岗，国际贸易工作，或者医疗相关行业，且盘主自身也是远走他乡发展，或者异地异国求学，容易选择法律，国际贸易，电商物流，或者财务管理类工作
如果这段时间有日土对冲的，则是需要注意自己以及家中男性的肺部呼吸道问题
下一篇就开始写02年的天秤月啦#星盘# 
古典占星",,,,,2024-11-26T12:50:14,古典占星超话,22,23,0,星盘,,2024-11-26 12:50:14,True
5104715868147161	,P1YGeybrP,"推运反馈~
一则工作的好消息~希望大家都能够找到自己理想的工作
能够精确到具体的时间段的推运 且能够描述在这个期间段会发生什么样的事情 与那些事件相关
11月刚找我看完年运 咨询的过程当中还在说 怎么还没发到自己理想的面试消息
在给她讲年运的时候就有说马上会在11月6号到11月27号这个之间应该会有相关的面试消息
而且在27号进行一些票务的购买的消费 有去往外地的迹象
今天反馈果然是在11月6号到27号这个之间收到了有关于面试的消息 并且在27号这一天购买票务且进行返程
每一个反馈对我来说都很重要 因为后续我会再次的核对该盘主这一段期间的运势 
进行更加精细的描述 很有助于个人推运技能的提升#星盘##反馈#",,"https://wx3.sinaimg.cn/large/005AN4pgly1hvytmdjivmj30u01qftap.jpg,https://wx3.sinaimg.cn/large/005AN4pgly1hvytmgomnuj30tz1qzwgs.jpg,https://wx2.sinaimg.cn/large/005AN4pgly1hvytmip2cjj30nr125did.jpg,https://wx1.sinaimg.cn/large/005AN4pgly1hvytmlbdtaj30rk1lqdhn.jpg",,,2024-11-25T21:49:26,微博网页版,6,2,0,"星盘,反馈",,2024-11-25 21:49:26,True
