id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106071234675456	,P2xWjjCiA,刘谦的健康现在说康复还有点为时过早，希望未来三四年内他能创造奇迹 ,,"https://wx4.sinaimg.cn/large/006yDd1ugy1hw359wd31sj30u01hcduo.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hw359x130cj30u0190au1.jpg",,,2024-11-29T15:35:11,,33,7,0,,,2024-11-29 15:35:11,True
5106050519008925	,P2xoTBNDf,一个男人或女人事业能干也会赚钱，也特别花心多情，周围的人会同情他/她的伴侣，利益方面不会做切割，利益大于人性 ,,,,,2024-11-29T14:12:52,,104,7,0,,,2024-11-29 14:12:52,True
5105991033031305	,P2vQXcIA1,#黎巴嫩人得知停火回家大堵车#小心回家聚集一堆人被以色列射 ,,,,,2024-11-29T10:16:30,,77,9,0,黎巴嫩人得知停火回家大堵车,,2024-11-29 10:16:30,True
5105988211839256	,P2vMp7Itq,离婚两次自己有孩子情况下，不管男女就无必要再婚，双方都会心疼自己的孩子，双方的子女都有可能挑唆离间关系，大部分也会相互防，不如搭伙过日子减轻矛盾 ,,,,,2024-11-29T10:05:17,,268,23,3,,,2024-11-29 10:05:17,True
5105769873933677	,P2q6fgvkp,"夕阳无限好，只是近黄昏
姓名带夕的人，这个名字容易有失眠或喜欢熬夜的情况，会经历异地恋，异地恋会很甜蜜，长期住一起相互看着不顺眼，另一半性格容易多变捉摸不透，女生有艺术细胞，比较会手工活儿，这个名字提防亲朋忽悠凡事要多个心眼 ",,https://wx3.sinaimg.cn/large/006yDd1ugy1hw26okq8d8j30i20i274c.jpg,,,2024-11-28T19:37:41,,123,43,2,,,2024-11-28 19:37:41,True
5105711227080176	,P2ozEtHSo,婚姻如果用个人标准衡量另一半，十个人都会有不同的怨言，婚姻一直很顺的没几个，到了某个时间段有不同的冲突，从爱情变亲情是常态 ,,,,,2024-11-28T15:44:39,,351,36,5,,,2024-11-28 15:44:39,True
5105673102428226	,P2nAaabGW,"有心栽花花不开,无心插柳柳成荫，说的就是阴差阳错日的男女，感情上也容易被亲朋干预，嫁娶外地或许是一种小小的化解 ",,,,,2024-11-28T13:13:09,,259,54,13,,,2024-11-28 13:13:09,True
5105657345477464	,P2naKmYWc,如果命都那么好改，没钱的时候改成有钱人，有钱的时候改人生赢家，现实吗？ ,,,,,2024-11-28T12:10:32,,250,22,4,,,2024-11-28 12:10:32,True
5105596726509587	,P2lAYrjrl,"有的人嫌弃老人长寿，占用了后代寿元，如果一个人太过于优秀，他/她的后代容易有不学无术或不长寿之人，大家从来不会觉得太过于优秀也会影响后代
长寿的老人没有利益价值就会被认定负担，优秀的人后代巴不得他多活，活着就能多一份保障 ",,,,,2024-11-28T08:09:39,,651,93,7,,,2024-11-28 08:09:39,True
5105411225030042	,P2gLMl6xI,#男子为骗保把妻子推下轮船坠海身亡#女方不认识字，离婚两次有两子女，男方大龄未婚是个老板，婚姻关系同事都不知道，女方或许觉得天降馅饼，结果与世界告别，推到海里尸体都能捞起来，男方要把房车过户给女方儿子，这个儿子催公安早日火化他妈的尸体，这个女人压根不懂人性，一个有钱的老板，多数会找年轻的女人生育，就算不生育，找另一半也会看中对方的经济实力，这个女人什么都没有，也敢相信掉馅饼,,,,,2024-11-27T19:52:32,,2227,152,45,男子为骗保把妻子推下轮船坠海身亡,,2024-11-27 19:52:32,True
5105322161868554	,P2es87Q5Y,男女只要手凉、脚凉、屁股四周凉，男人的持久硬度不够，女人不热衷性趣 ,,,,,2024-11-27T13:58:38,,359,98,11,,,2024-11-27 13:58:38,True
5105311112758660	,P2eajbzEw,普通人觉得几百万几千万一辈子花不完，只要碰了黄赌毒，不出三年一夜返贫，现实生活中身边人知道某某的存款，有心想搞人，有的是办法把这个人变成穷人 ,,,,,2024-11-27T13:14:44,,781,43,33,,,2024-11-27 13:14:44,True
5105278304916537	,P2djokD0Z,只同居生子不领结婚证，命带童子煞或许会做出这样的决定，童子煞不代表短命，通常这类人会晚婚晚育 ,,,,,2024-11-27T11:04:22,,198,72,4,,,2024-11-27 11:04:22,True
5105250203862245	,P2cA4gcKh,20岁以前继承的巨额财富，基本上没有几个人笑到最后，如果钱带有因果，谁继承的多，承受的业力也会增多，比如老赖借了很多钱突然死了，他的孩子悄悄继承了财富，孩子后期也会遇到被人坑骗财富之事 ,,,,,2024-11-27T09:12:42,,222,21,6,,,2024-11-27 09:12:42,True
5105032447919775	,P26UQxeij,晓华没有任何损失她继续干理发店，能把自己的日子过好，头脑发热的摊贩必定要亏钱，凑热闹有代价，跟风的网红不会有任何损失 ,,https://wx1.sinaimg.cn/large/006yDd1ugy1hvztzkw9k0j30w01msavc.jpg,,,2024-11-26T18:47:25,,480,37,1,,,2024-11-26 18:47:25,True
5105004444648767	,P26bGjvm7,这款艾条去年差不多12月份的时候很火，一直到今年反馈效果都不错，可以适当备点 ,,"https://wx4.sinaimg.cn/large/006yDd1ugy1hvzqpxmn5ej30w00n40ye.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvzqpxx831j30w00mgq83.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvzqq1jtfrj30sg0sgk7k.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvzqrvo3eyj30w00c3ta9.jpg",,,2024-11-26T16:56:08,,37,6,1,,,2024-11-26 16:56:08,True
5104997832591800	,P2611aSfe,"某人有两套房，妻子怀孕期间能装修吗？我认为能，比如a房夫妻长期住，怀孕期间不要随意动工，b房夫妻一直没有居住可以择日动工，动工期间妻子少去即可，妻子体质不好的，需要卧床保胎，等孩子生下来再考虑装修之事
禁止抬杠，欢迎现身说法 ",,,,,2024-11-26T16:29:52,,156,32,5,,,2024-11-26 16:29:52,True
5104956495365530	,P24WlmvOO,生死带有阴差阳错的信息，走好运的时候，做个积德行善的事情，名誉奖励手到擒来，运势不好做了好事，或许会被人诬陷纠缠 ,,"https://wx3.sinaimg.cn/large/006yDd1ugy1hvzl7oehgvj30w00mbwhd.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvzl7opx6ej30wg0gwgmt.jpg",,,2024-11-26T13:45:37,,402,57,14,,,2024-11-26 13:45:37,True
5104940886788460	,P24xastZi,#广电总局要求加强对霸总微短剧管理#霸总只能出现在电视剧，专一又爱底层普女，小说里设计的普女通常都是几年后回归，是以精英的身份回归，现实生活中普女通常是暖床的下场，想要攀高自己要隐忍还要能干才能出人头地 ,,,,,2024-11-26T12:43:35,,251,17,3,广电总局要求加强对霸总微短剧管理,,2024-11-26 12:43:35,True
5104936365068622	,P24pSlgzY,有的二代拿着父母的卡消费，这种人只适合恋爱，认真恋爱结婚生子别找这种废物，父母一旦生意出问题或父母去世或与父母关系出问题，男的没有财源进来，就会各种吸血女人，有钱的时候还有点良知，没钱的时候他的恶毒也会加倍展现 ,,,,,2024-11-26T12:25:37,,221,7,11,,,2024-11-26 12:25:37,True
5104882583340066	,P2318e0U2,"以前都是父母婚配，对于恋爱几次的，就会形容成风月场所女子
现在的说法是手比较软她会经历好几段感情，时代在变千万别按照书中的说法给人测算 ",,https://wx3.sinaimg.cn/large/006yDd1ugy1hvzcpjuqa4j30mq0sgzlf.jpg,,,2024-11-26T08:51:55,,290,110,10,,,2024-11-26 08:51:55,True
5104871827832867	,P22JMwRGz,有的地方会让孩子认石头或大树为干爹干妈 ,,,,,2024-11-26T08:09:09,,242,85,10,,,2024-11-26 08:09:09,True
5104682817033635	,P1XOVtvLJ,有深意的提醒 ,,https://wx1.sinaimg.cn/large/006yDd1ugy1hvypu0fhlzj30nm0y045q.jpg,,,2024-11-25T19:38:07,,785,55,24,,,2024-11-25 19:38:07,True
5104675550663325	,P1XDd2MyN,"家境好面相不好，找到的伴侣家庭不富有或对方健康不佳或对方不良嗜好
 ",,,,,2024-11-25T19:09:14,,205,21,6,,,2024-11-25 19:09:14,True
5104616889648694	,P1W6AEu46,"小圈子月运提到过这个月会有烈士遗骸新闻 
也说了气温会极速下降，甚至有冰雹，下个月加速冷空气，各位记得防寒保暖 ",,"https://wx1.sinaimg.cn/large/006yDd1ugy1hvyi8j97e5j30zk252n8b.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvyid10octj30u008bjt4.jpg,https://wx4.sinaimg.cn/large/006yDd1ugy1hvyid1alb9j30u00ddgo4.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvyid1ksycj30w00n0tbf.jpg",,,2024-11-25T15:16:08,,153,22,1,,,2024-11-25 15:16:08,True
5104607561518373	,P1VRy6mZT,有的人不顺心去求神拜佛，会承诺愿望实现会还愿，这种许愿更容易成功，弊端是去的寺庙太多，说会还愿，等愿望实现后又觉得是自己的运势好，还不还愿无所谓，建议自己做个记录，许愿还愿内容记清楚 ,,,,,2024-11-25T14:39:04,,422,50,9,,,2024-11-25 14:39:04,True
5104591643610711	,P1VrSf9jh,出了大学后，都会有不同的就业焦虑，赚到钱的网红去嘲笑刚出社会的大学生，参与工作的群体都会看不下去 ,,"https://wx4.sinaimg.cn/large/006yDd1ugy1hvyfa2e63aj30tz0pn10q.jpg,https://wx2.sinaimg.cn/large/006yDd1ugy1hvyfa206h4j30w01nencz.jpg",,,2024-11-25T13:35:49,,293,18,0,,,2024-11-25 13:35:49,True
5104578443349542	,P1V6Ae3mS,或许是怕结婚有其他女人曝光黑料，选择不婚还可以继续安抚自己的相好，自己的名声可以保全，为了抚养费女方也会选择忍让 ,,https://wx3.sinaimg.cn/large/006yDd1ugy1hvyduke880j30w012mk1v.jpg,,,2024-11-25T12:43:22,,249,29,1,,,2024-11-25 12:43:22,True
5104533858684976	,P1TWFArmg,有的人出轨家暴，不影响他和孩子缘分深，妈妈带不走，孩子八字层次有问题，妈妈不要有太深的执念，有时候被男方看出执念，只会被拿捏，有时候男方只是对老婆不好，骨子里会心疼孩子 ,,,,,2024-11-25T09:46:12,,414,25,17,,,2024-11-25 09:46:12,True
5104332265754662	,P1OHwo938,"有被笑到，有的已经整理出12个生肖2025年全犯太岁，有的人更离谱，不解决犯太岁问题，倒霉三到十年
 ",,,,,2024-11-24T20:25:09,,595,89,3,,,2024-11-24 20:25:09,True
5104260692316858	,P1MQ59IIG,"玩擦边没有伤害任何人，只要没伤害到她人，就不能过多指责，玩擦边的时候，把奖牌都拍进去，有点过头了
这次大家都喷管晨辰，吴柳芳接到了泼天的富贵，后期最好收敛一下风格，平台才不会出手干预，另提防私生活毁名声 ",,"https://wx3.sinaimg.cn/large/006yDd1ugy1hvxd8pbr54j30u01hvtmt.jpg,https://wx1.sinaimg.cn/large/006yDd1ugy1hvxd8pvrntj30u01fn129.jpg",,,2024-11-24T15:40:44,,1802,96,5,,,2024-11-24 15:40:44,True
5104221294167720	,P1LOxhudi,做事阴狠毒辣之人 ,,https://wx1.sinaimg.cn/large/006yDd1ugy1hvx8t49k0oj30ko0dw0u7.jpg,,,2024-11-24T13:04:11,,299,34,2,,,2024-11-24 13:04:11,True
5104204278401493	,P1Ln5zfBX,八字土多的人容易有脾胃病、皮肤病、呼吸系统困扰 ,,,,,2024-11-24T11:56:34,,381,115,14,,,2024-11-24 11:56:34,True
5104181457719509	,P1KMhwocd,不要随意和国外回来的人接触太多，12月份到过年期间注意养护身体 ,,"https://wx4.sinaimg.cn/large/006yDd1ugy1hvx47gxmp9j30w00mewlh.jpg,https://wx3.sinaimg.cn/large/006yDd1ugy1hvx47habchj30w00sbdmq.jpg",,,2024-11-24T10:25:53,,381,61,16,,,2024-11-24 10:25:53,True
5104171475274850	,P1Kwbm8ee,发觉87版的红楼梦去世的几个演员都是英年早逝 ,,,,,2024-11-24T09:46:13,,512,30,4,,,2024-11-24 09:46:13,True
5104154995590683	,P1K5Bnsoj,如果我是老板，我对员工的要求是树立正面形象，我工资给到位，员工干活干到位，大家相互尊重即可 ,,,,,2024-11-24T08:40:44,,463,40,7,,,2024-11-24 08:40:44,True
5103958127542740	,P1EY4vEd6,"得肠癌、胃癌、食道癌的，可能与杀生有关，也可能与口业有关，平时说话恶毒，也可能是家族遗传病
餐饮行业弄虚作假、以次充好的也容易与这几类病结缘 ",,,,,2024-11-23T19:38:27,,470,53,31,,,2024-11-23 19:38:27,True
5103877317987286	,P1CRJxvRc,麦明诗适合找成熟包容心较好的男人，似乎她先生身上不具备有这样的特征，麦明诗是妥协包容多的一方，男方爱玩且情绪问题，会影响到婚姻的稳定 ,,"https://wx3.sinaimg.cn/large/006yDd1ugy1hvw53o9kd1j31hc2807j6.jpg,https://wx2.sinaimg.cn/large/006yDd1ugy1hvw53r5ikoj30qo0f0jwc.jpg,https://wx4.sinaimg.cn/large/006yDd1ugy1hvw53sxhl0j30xc0hin47.jpg",,,2024-11-23T14:17:21,,166,20,0,,,2024-11-23 14:17:21,True
5103855402486618	,P1CioaqSK,夫妻感情好，一方离世，另一方也会很快离世，时间不超过两年 ,,,,,2024-11-23T12:50:16,,582,95,14,,,2024-11-23 12:50:16,True
