id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106016255216438	,P2wvDlT26,"真的感觉全世界的猫咪都在冥冥之间保护我
平时会定期捐款 每次捐款完都会梦到家里来流浪猫 而且今天也是因为一直猫咪解决了我好大的难题 真的很神奇 ",,,,,2024-11-29T11:56:43,iPhone客户端,0,0,0,,,2024-11-29 11:56:43,True
5105860460152785	,P2ssm0DKh,我不成功谁成功 ,,,,,2024-11-29T01:37:39,iPhone客户端,0,0,0,,,2024-11-29 01:37:39,True
5105424059862093	,P2h6tFnA1,转发微博,,,,,2024-11-27T20:43:33,iPhone客户端,1,0,0,,,2024-11-27 20:43:33,False,5613575525,越来越美的ironX,5104570042155799	,P1UT292OX,2025年整容日历到啦！分享给宝宝们 ,,"https://wx4.sinaimg.cn/large/0067TZqJly1hvycv6474lj33402c07wl.jpg,https://wx1.sinaimg.cn/large/0067TZqJly1hvycv7d2pij33402c0npg.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycv9b6g6j33402c07wl.jpg,https://wx1.sinaimg.cn/large/0067TZqJly1hvycvbhh67j33402c07wl.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycvded3sj33402c0e85.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycvg2ilaj33402c04qt.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycvitb2vj33402c0b2d.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycv42yprj33402c0hdx.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycvlaiplj33402c07wl.jpg",,,2024-11-25T12:09:59,iPhone客户端,101,8,309,,,2024-11-25 12:09:59
5105044229458727	,P27dQDGE7,耐痛是一种病 会让你经历了再多事情都无法直面创伤 从中汲取些什么 会失去对伤害反应的能力 太可怕 直到类似的痛苦彻底把你击溃 一次比一次严重 才不得不直视 不复盘不反思上天会逼你复盘反思的 ,,,,,2024-11-26T19:34:14,iPhone客户端,0,0,0,,,2024-11-26 19:34:14,True
5104939055448353	,P24udmRmF,转发微博,,,,,2024-11-26T12:36:18,iPhone客户端,0,0,0,,,2024-11-26 12:36:18,False,3178093153,并不软的软喵子,5104659784533840	,P1XdMj1ss,"多和那种给你提供正能量的人玩。
短期看不到什么变化，但是长期环境的滋养，一定会让你有一个不同的面貌。
同理跟负能量的人玩多了，长久下去，面相也会变，自己的思维模式，认知方式，处理事情的态度，对于未来，对于生活的理解也都会变化。
比方说你要进入了一个很攀比很虚荣的圈子，
你原本日子过得蛮好的，你也挺满意的，结果就激发了你内心的攀比欲，看什么都不顺眼，觉得哪里都不够，对自己的亲密关系，对原生家庭都充满了不满——凭什么别人生来是公主，我生来是丫鬟。凭什么别人的男朋友可以买奢侈品当礼物，我就没有。
久而久之，越多的不满会带来越多的戾气，生活也不会幸福。
在一个相对氛围良好的圈子里，让你感到放松舒服，得到的更多的都是正面的认可，没有人激发你内心的嫉妒仇富攀比虚荣的恶念，反而更多的是疗愈，时间久了，你也会变平和的，你会变得充满幸福，磁场温柔，能量会很好。
圈子是非常非常重要的，像我宁可一个人待着，我也不会去进入氛围能量很差的圈子——并不是越有钱的圈子氛围越好，这个在于人，而不是唯金钱论哈",,,,,2024-11-25T18:06:35,iPhone 16 Pro Max,295,8,48,,,2024-11-25 18:06:35
5104917981956470	,P23We8cXY,做任何项目和重要决定前 问自己 现在心态正常吗 ,,,,,2024-11-26T11:12:34,iPhone客户端,0,0,0,,,2024-11-26 11:12:34,True
5104895314887854	,P23lFkvym,有了钱还是摆脱不了匮乏感 要有底气 好希望可以有莫名其妙的底气 ,,,,,2024-11-26T09:42:30,iPhone客户端,0,0,0,,,2024-11-26 09:42:30,True
5104775867924972	,P20f0xfE8,忘记挺好的 记忆会自我保护 ,,,,,2024-11-26T01:47:52,iPhone客户端,0,0,0,,,2024-11-26 01:47:52,True
5104748493537380	,P1ZwReQew,完完全全靠自己从0到1 别人的所谓的资源和人脉都只是0而已 没有自己的1一切都是0 根本上不了桌  最讨厌看到0就否认我的1  别人的东西跟我没任何关系 靠山山倒 永远相信自己靠自己 ,,,,,2024-11-25T23:59:04,iPhone客户端,0,0,0,,,2024-11-25 23:59:04,True
5104255774228877	,P1MI9hK7H,丝毫不八卦，会永远记住那段时间的付出和真心。,,,,,2024-11-24T15:21:11,iPhone客户端,0,0,0,,,2024-11-24 15:21:11,False,1304227264,Yundor,5103187072125670	,P1kUr8UZ0,"今天约好了跟新朋友出来玩，玩到一半他又开始问我曾经交好的一个人的八卦，因为他想知道坊间传闻是不是真的。
我本来还是开开心心整个人很松弛的状态，但还是停下来很认真跟他说：“我不能跟你聊他，虽然我跟他已经不来往了，最后结束的也不算愉快，但不影响我还是会保护好他。”
顿了会儿，我又告诉他：“如果我是那种你一问就能说出来一大堆，上蹿下跳跟你说八卦的那种女人。或许我今天能满足你的好奇心，明天就能在跟你掰了以后把你的事儿到处说。”
他表示：“你说的也的确是，是我唐突了。”
因为我太清楚大多数人交朋友的规则都是，在交往期间感情浓度超高，彼此都毫无分寸感的亲密。但绝交以后就把对方说的一文不值，往死里贬低，显得自己清纯无暇受害人，又把对方的隐私兜售的哪里都是。
我被一些不来往的朋友这样对待过，我也很清楚这些人是谁。
她们在跟我做朋友的无数个夜晚，也跟我倾诉过自己在原生家庭和婚姻的伤痛和隐忍，但这并没有成为我反击的素材。哪怕按照“还手”来说，我是应该这么做的，并且以我的账号流量足够可以还手的足够成功，但还是没有这么做。
因为会觉得，纵容对方一直这样下去，才能凸显我在人际关系上的优势。
嘴足够严，就算分开也会把你保护的很好。丝毫不八卦，会永远记住那段时间的付出和真心。没有任何受害者情节，只是回想起那时会觉得很开心。
哪怕被别人背刺再多次，我也不想变成自己最讨厌的那种人。",,,,,2024-11-21T16:34:33,iPhone 15 Plus,343,6,25,,,2024-11-21 16:34:33
5104224495206802	,P1LTHlQwG,清醒的沉沦最痛苦 ,,,,,2024-11-24T13:16:54,iPhone客户端,0,0,0,,,2024-11-24 13:16:54,True
5104209808589103	,P1Lw0A2pV,之前我第一次做黄金微雕…吸出来就全是红色的,,,,,2024-11-24T12:18:32,iPhone客户端,0,0,0,,,2024-11-24 12:18:32,False,6859181132,都市丽鹅_,5104139803820422	,P1JH6g1RI,"我就说这蠢比咋好意思把图1 发给顾客 他不嫌丢人吗？
哦 原来是顾客强烈要求才拍的
选抽脂医生别光看案例 看他抽出来的脂肪颜色就知道技术怎么样 
附上几张其他医生的科普 ",,"https://wx1.sinaimg.cn/large/007ucqlKgy1hvwy240yt5j30yw0ll0y3.jpg,https://wx3.sinaimg.cn/large/007ucqlKgy1hvwzjw6g1cj30ve17ktmg.jpg,https://wx2.sinaimg.cn/large/007ucqlKgy1hvwy2vk00yj30zu1nghdt.jpg,https://wx2.sinaimg.cn/large/007ucqlKgy1hvwy2r7ws7j30zu1wrb29.jpg,https://wx2.sinaimg.cn/large/007ucqlKgy1hvwziwwu09j30zo1vtka2.jpg,https://wx3.sinaimg.cn/large/007ucqlKgy1hvwzf1v5vnj30u01o1wvi.jpg",,,2024-11-24T07:40:22,,198,28,29,,,2024-11-24 07:40:22
5104165680317000	,P1KmQ1ksU,遇到很喜欢的人还是会想一对一的关系 ,,,,,2024-11-24T09:23:12,iPhone客户端,0,0,0,,,2024-11-24 09:23:12,True
5103789321489577	,P1AzO6fvr,"没吃💊晚上九点就困了然后早上八点起床了
感觉好满足 洗个头洗个澡去运动游泳 ",,,,,2024-11-23T08:27:41,iPhone客户端,0,0,0,,,2024-11-23 08:27:41,True
5103594762404578	,P1vw0a5xw,转发微博,,,,,2024-11-22T19:34:34,iPhone客户端,0,0,0,,,2024-11-22 19:34:34,False,7564850326,青宣悟道,5102504367098012	,P139itMw4,火运里记住这几句，不争而善胜，不言而善应，不召而自来，坦然而善谋 ,,,,,2024-11-19T19:21:44,iPhone 11 Pro Max,769,10,119,,,2024-11-19 19:21:44
