id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106092780814618	,P2yv43pV0,转发,,,,,2024-11-29T17:00:47,微博轻享版,0,0,0,,,2024-11-29 17:00:47,False,7601520156,伴侣动物专项基金,5105440490785063	,P2hwZ3iej,"#请正阳县农业农村局停止虐待动物##几百只狗受冻流血被装鸡笼塞满卡车#  正阳狗车现场！不法狗贩扬言：信不信这些狗我今天都弄死，你们一只也别想救走！
据正阳狗车现场志愿者反馈，正阳县农业农村局在对非法狗车上的犬只进行检测时，可以说是虐待式的处理方式，农业局直接让狗贩子在现场操作，他们用铁夹子夹住狗后重重的摔在地上，如果狗挣扎或动，就用力踩，直到狗不动不叫后进行检测，检测完后狗都不动了，现在一车几百只狗没有一只发出声音！
正阳县农业农村局！请停止虐待动物的行为！
志愿者多次提出，这些狗已经挤压在鸡笼里至少三天三夜了，请求正阳县农业农村局安排场地，志愿者愿意参与志愿服务，进行协助，这样即可以有序进行检测，也让无辜的动物免受虐待！但现场的志愿者等了3天，正阳县农业农村局不但不允许志愿者投喂、照顾，反而拉起了一道道警戒线，把志愿者挡在根本看不到拍不到现场的地方。
志愿者说：我们每次催问进度和结果，得到的答复都是要等。今天正阳县的夜晚格外寒冷，我们在外面站一会儿都冻透了，那些狗就一直在外面冻着，都没了声音了。今晚还有狗妈妈生了小狗，我们想接出来送医院，也遭到了拒绝！很无奈，只能眼睁睁看着这些狗渐渐没了声音，不知道他们能不能活过今晚。
希望不法狗贩那句“这些狗你们一只也别想救走”，不要成为真实发生的事！#打击猫狗肉黑色产业链# #河南庞大的猫狗肉黑# #河南濮阳贩狗杀狗村# #河南信阳特大非法贩猫窝点# 
 
伴侣动物专项基金的微博视频",,,"https://f.video.weibocdn.com/o0/cywHiBWNlx08jVfUdGEw01041200nHb70E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732888637&ssig=jxjHrSy%2Fcq&KID=unistore,video",,2024-11-27T21:48:50,微博视频号,3785,273,1479,"请正阳县农业农村局停止虐待动物,几百只狗受冻流血被装鸡笼塞满卡车,打击猫狗肉黑色产业链,河南庞大的猫狗肉黑,河南濮阳贩狗杀狗村,河南信阳特大非法贩猫窝点",,2024-11-27 21:48:50
5105665499204129	,P2nnTCCpH,你爹我在种枇杷 ,,,,,2024-11-28T12:42:56,微博轻享版,0,0,0,,,2024-11-28 12:42:56,True
5105510009274642	,P2jl6CUL0,"写出这种微博的人能说出这种话，我也表示可以理解 
查看图片
 //@手机用户2189616655: 面对这副躯体，怎么送精？",,,,,2024-11-28T02:25:04,微博轻享版,1,0,0,,手机用户2189616655,2024-11-28 02:25:04,False,5753780491,精神科被研究对象重重君,5105355096852401	,P2fjfsKCB,这位年轻的母亲在5岁时就被严重烧伤，导致她无法给孩子哺乳。 ,,https://wx3.sinaimg.cn/large/006hoh99gy1hw0v18hnguj30zk0vh42e.jpg,,,2024-11-27T16:09:30,微博网页版,42,10,2,,,2024-11-27 16:09:30
5105489004466612	,P2iNeiJY8,不要说下次见，要约定具体的时间 ,,,,,2024-11-28T01:01:37,微博轻享版,0,1,0,,,2024-11-28 01:01:37,True
5104389807407682	,P1Qckv54K,"开始许愿了
 ",,https://wx3.sinaimg.cn/large/006jTbAJly1hvxs6n07kej30xc0wyq7s.jpg,,,2024-11-25T00:13:48,微博轻享版,2,0,0,,,2024-11-25 00:13:48,True
