id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106013426680029	,P2wr4s1Mp,hhh笑死了..我前几天vb发的一个🍉被投诉删了 那条vb没有指名道姓甚至很隐晦 是粉丝在底下都评论说了她的名字缩写还有说了她陪了哪些她们身边的人的🍉 完了我这直接vb官方显示原🍉主全名举报投诉我那条vb 嗑瓜子态度 ,,https://wx4.sinaimg.cn/large/0062UD0zgy1hw2ym3rv1bj30wd0zujyg.jpg,,,2024-11-29T11:45:28,iPhone客户端,3,1,0,,,2024-11-29 11:45:28,True
5106012471955995	,P2wpx8cQj,"顶级大美女都是雌雄共体的…凭自己也能赚钱 靠男人也有钱 就拿明星来说 顶美冰冰 张柏芝 ab 哪个不是雄竞业务能力强 同时吃男人饭也能吃 
 ",,,,,2024-11-29T11:41:41,iPhone客户端,5,1,0,,,2024-11-29 11:41:41,True
5105291446452856	,P2dEAr4Gk,"今天来打眼部丽珠兰了 上个月打得全脸丽珠兰红盒感觉一点用没有 🙂↔️ 可能就是针对我吧 我眼睛黑眼圈很重 周围黑色素沉淀分布不均匀 再来补个美熙注射 美熙注射我当时打完即可有效 但是一两周就没了…胶原真烧钱啊 顺便补唾液腺和瘦肩肉毒 你们都多久打一次肉毒？我3个月打一次会不会太勤了？最近总担心肉毒太频繁会中毒 
韩国·Seoul korea",,,,韩国·Seoul korea,2024-11-27T11:56:35,iPhone客户端,3,3,0,,,2024-11-27 11:56:35,True
5104852650427769	,P22eR1Nhv,真正能让人想对你产生深度链接的 是当解语花 ,,,,,2024-11-26T06:52:58,iPhone客户端,11,1,0,,,2024-11-26 06:52:58,True
5104852507558726	,P22eCvImW,人在每一个阶段当下都是不认为自己认知低的 往往要经历一些事情在过一段时间再回看那时候的自己 才那时候好愚蠢 好自以为是 ,,,,,2024-11-26T06:52:24,iPhone客户端,13,1,0,,,2024-11-26 06:52:24,True
5104816655171713	,P21iNlHoJ,要我说这些地方都是那些高知顶富年纪大的老头最爱去的地方，还有一些灰灰，就喜欢在这些小国家购入房产或者弄个什么公司挂牌，方便💧💰做事。我男朋友好几个护照都是这种很拗口的小国家名字。 ,,"https://wx4.sinaimg.cn/large/0062UD0zgy1hvz550mrl8j30vf14f45y.jpg,https://wx1.sinaimg.cn/large/0062UD0zgy1hvz55o4oalj30wi121ag5.jpg,https://wx2.sinaimg.cn/large/0062UD0zgy1hvz55pdtokj30w112hjy2.jpg,https://wx1.sinaimg.cn/large/0062UD0zgy1hvz552mr3ej30wi1ycar3.jpg,https://wx3.sinaimg.cn/large/0062UD0zgy1hvz55ps7k1j30w60x1gri.jpg",,,2024-11-26T04:29:56,iPhone客户端,16,0,8,,,2024-11-26 04:29:56,True
5104611067958511	,P1VXcxon5,wocao 为什么米诺地尔只是涂头上 全脸都会长毛呢？连鼻毛都是 还有手臂脚 我最近一直在用韩国版本的米诺 不知道是不是高浓度的 用了半个月整个人都像猕猴桃 疯长... ,,,,,2024-11-25T14:53:00,iPhone客户端,4,1,0,,,2024-11-25 14:53:00,True
5104599314469314	,P1VEfiKFI,现在有几个女的不是出来混的..真的别太看人设 我在纽约的时候一堆白富美留子小网红什么哥大硕士 金融双学位硕士 全是出来钓仔找大哥的...新加坡也是 我同学校好几个本科部的天菜妹妹不是上班就是混圈的 真的不信人设了 去年的时候好几个抖音百w网红都出来东南亚 我经常看到别人发 预约制 ,,,,,2024-11-25T14:06:18,iPhone客户端,22,1,1,,,2024-11-25 14:06:18,True
5104597524284078	,P1VBmhYu2,有些人的白p思维 活该你穷又认知低 我18岁之后就有付费意识了 别人帮了我忙或者我占用了他人时间咨询专业知识从不会因为别人是我朋友或者闲聊途径认识的就白p 就算是现实中司机帮我搬了行李我都会给小费 你们多接触点那些有钱人会发现他们都有这样的思维模式 我就是跟他们学习的 有付费意识的男生女生一定都是高素质都不是混的太差的人 反而一些梦女梦男赚不到啥钱的？凭啥别人要免费给你解疑答惑 vb有些女的真搞笑 跟那些男的本质也没啥区别 一上来就啪啪啪说一大堆你的情况男的情况让我给你分析 你是谁啊我认识你吗？还有说要进群分一杯羹的或者以前在我老群本来就白p大家资源好久又不说话 这次清人清出来的又想进来又不愿意为自己的认知链接付出 可是抬高门槛的目的本来就是为了筛选掉你们这样的人啊 谁都不想不是同一水平杂七杂八的都在一块儿说不定还要被人背后蛐蛐 因为我之前只要是粉丝都会拉进来 只要在里面的人都知道卧虎藏龙的就是那1小群人 而且在里面分享优质资源也是常有的事 一个互惠互利的渠道罢了 但是就导致很多lowb截图狗嫉妒发酸到让更优质的姐妹流失 现在就是为了筛人和不让好的姐妹走 我又不靠这个吃饭 一上来就说好贵有没有便宜的群 我更无语 😓 正好问这些问题的人就不是我要认识聚集在一起的人 也不想被你们这种人白p学习到你们认知之外的东西 你们说的好贵可能只是吃一顿饭的钱 所以说认知不同真的玩不到一起 也不用硬融 阶段不同罢了 难怪有些女的老是被男的骗 我是男的我也想骗你们,,,,,2024-11-25T13:59:11,iPhone客户端,27,0,0,,,2024-11-25 13:59:11,True
5104445962322175	,P1REU9K6r,"wocao我也好想改年纪改成0709
 我群里有个女孩上班的03改成06 太卷了太卷了 本来就小改的更小直接 18了 22岁直接上岸当富婆
谁的人生啊我慕了 但是一般这么小就能考虑到的绝逼也是有脑子的 但我考虑到改年纪我国外的学历还有那么多大国签证全部白办 我那么多国家签证加起来都大几万了还有学历怎么更啊 好心累 果然啥都得趁早",,,,,2024-11-25T03:56:56,iPhone客户端,22,13,3,,,2024-11-25 03:56:56,True
