id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106126905414348	,P2zo6mIwc,减肥就不能有放纵日 一放纵等于所有努力白费 ,,,,,2024-11-29T19:16:24,iPhone客户端,1,1,0,,,2024-11-29 19:16:24,True
5106017592934877	,P2wxNcjuJ,诡计多端的死男人 ,,https://wx1.sinaimg.cn/large/006x4Wlugy1hw2z4s12ojj310o27ox6p.jpg,,,2024-11-29T12:02:01,iPhone客户端,1,0,0,,,2024-11-29 12:02:01,True
5105971762037651	,P2vlS8y5l,转发微博,,,,,2024-11-29T08:59:55,iPhone客户端,0,0,0,,,2024-11-29 08:59:55,False,2714280233,papi酱,5105382902732991	,P2g26bsYv,"欢迎来到自由式辩论赛场！今日辩题是“吃坚果到底好还是不好”？有请双方辩手！#当代互联网交流现状# 
papi酱的微博视频
 ",,,"https://f.video.weibocdn.com/o0/oPXjUgLelx08jTnE5eec01041201hyX20E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1732888229&ssig=%2Feg4VR2tPN&KID=unistore,video",,2024-11-27T18:00:00,微博视频号,107386,2929,14163,当代互联网交流现状,,2024-11-27 18:00:00
5105970357469206	,P2vjBvl54,,,,,,2024-11-29T08:54:19,iPhone客户端,1,0,0,,,2024-11-29 08:54:19,False,7308140398,大象新闻,5104951623161573	,P24Oudgt7,"#满载千只猫狗的货车流出血水#【信阳志愿者截获满载千只猫狗的大货车：#志愿者发现冰柜装满被剥皮的猫狗尸体#】11月24日，河南信阳。有网友称当地市民发现一辆满载千余只猫狗的货车。据志愿者党先生介绍，“当时下着雨，雨水混着血水从下坡一直流了几百米，整条路都是红的，场面非常惊悚。还有两个超大冰柜，里面放满了各种剥好皮的猫狗尸体。”目前，本地医疗队和郑州来的医疗团队正在现场帮忙救治。” 
大象新闻的微博视频",,,"https://f.video.weibocdn.com/o0/ndd4k1h5lx08jT6v2FYI01041201cq6v0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732888248&ssig=JJDe18B1zE&KID=unistore,video",,2024-11-26T13:26:15,微博视频号,62401,6122,4058,"满载千只猫狗的货车流出血水,志愿者发现冰柜装满被剥皮的猫狗尸体",,2024-11-26 13:26:15
5105965207391825	,P2vbiv0WZ,正确的。。 ,,https://wx2.sinaimg.cn/large/006x4Wlugy1hw2t477btfj310o27odzl.jpg,,,2024-11-29T08:33:52,iPhone客户端,1,0,0,,,2024-11-29 08:33:52,True
5105923712352549	,P2u6n9S0l,现在心里的执念就是不能让这么久的努力白费 ,,,,,2024-11-29T05:48:59,iPhone客户端,0,0,0,,,2024-11-29 05:48:59,True
5105830074254203	,P2rFlhQIb,又把塑身衣穿上了 每天努力趴床ing ,,,,,2024-11-28T23:36:54,iPhone客户端,1,0,0,,,2024-11-28 23:36:54,True
5105689338319784	,P2o0lyUm4,今天吃一盒金果一盒蓝莓还有两小坨榴莲 ,,,,,2024-11-28T14:17:40,iPhone客户端,0,0,0,,,2024-11-28 14:17:40,True
5105425672831796	,P2h95bSG8,不打算分手发出来是干啥 发出来调情 发出来气网友 网友乳腺增生你就满意了 ,,,,,2024-11-27T20:49:57,iPhone客户端,1,0,0,,,2024-11-27 20:49:57,True
5105382501122342	,P2g1s4HYi,日历,,,,,2024-11-27T17:58:23,iPhone客户端,0,0,0,,,2024-11-27 17:58:23,False,6037832444,某个不想给人看的号,5105060457743587	,P27E1wusz,"2025年整运日历终于到手了～好几个月的红日子都好多 冲冲冲
随缘分享
 ",,"https://wx2.sinaimg.cn/large/006AC82ggy1hvzx6nab32j31400u0alk.jpg,https://wx4.sinaimg.cn/large/006AC82ggy1hvzx6noci7j31400u0k2j.jpg,https://wx1.sinaimg.cn/large/006AC82ggy1hvzx6o1fuej31400u07fi.jpg,https://wx2.sinaimg.cn/large/006AC82ggy1hvzx6ogc7uj31400u07fy.jpg,https://wx2.sinaimg.cn/large/006AC82ggy1hvzx6ovhnxj31400u0k2v.jpg,https://wx1.sinaimg.cn/large/006AC82ggy1hvzx6mg9h6j31400u0qdy.jpg,https://wx2.sinaimg.cn/large/006AC82ggy1hvzx6pdl2kj31400u0wqb.jpg,https://wx2.sinaimg.cn/large/006AC82ggy1hvzx6r00rbj31400u0k2z.jpg,https://wx2.sinaimg.cn/large/006AC82ggy1hvzx6rii5qj31400u0tk4.jpg",,,2024-11-26T20:38:43,iPhone客户端,3,3,17,,,2024-11-26 20:38:43
