id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105780557089629	,P2qnttKkR,转发微博,,,,,2024-11-28T20:20:08,iPhone客户端,2,1,0,,,2024-11-28 20:20:08,False,6625231598,ArtemisMisae,5104748242670485	,P1ZwsbcIl,"@dr刘志勇 
能不能不要装四了@刘志勇小助理_努丽版 
非要逼的人去联合丽格门口拉横幅 去你办公室吞药自鲨你们才会处理吗？ @杭州联合丽格第六医疗美容医院 
到现在都不回复我的消息你们要脸吗？
不处理我每天骂你一遍每天咒你们一遍#刘志勇 体雕##uql大臀填充##避雷# ",,"https://wx4.sinaimg.cn/large/007emNoagy1hvyxafl6pjj305725ogos.jpg,https://wx2.sinaimg.cn/large/007emNoagy1hvyxaeme7pj30u02vkgz5.jpg,https://wx1.sinaimg.cn/large/007emNoagy1hvyxagjsp5j30lf0dlmyz.jpg,https://wx3.sinaimg.cn/large/007emNoagy1hvyxg0bwiaj30uccn3x6q.jpg",,,2024-11-25T23:58:05,iPhone 15 Pro Max,33,11,10,"刘志勇 体雕,uql大臀填充,避雷","dr刘志勇,刘志勇小助理_努丽版,杭州联合丽格第六医疗美容医院",2024-11-25 23:58:05
5105707122167641	,P2ot295TX,来了！,,,,,2024-11-28T15:28:20,iPhone客户端,0,0,0,,,2024-11-28 15:28:20,False,5613575525,越来越美的ironX,5104570042155799	,P1UT292OX,2025年整容日历到啦！分享给宝宝们 ,,"https://wx4.sinaimg.cn/large/0067TZqJly1hvycv6474lj33402c07wl.jpg,https://wx1.sinaimg.cn/large/0067TZqJly1hvycv7d2pij33402c0npg.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycv9b6g6j33402c07wl.jpg,https://wx1.sinaimg.cn/large/0067TZqJly1hvycvbhh67j33402c07wl.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycvded3sj33402c0e85.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycvg2ilaj33402c04qt.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycvitb2vj33402c0b2d.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycv42yprj33402c0hdx.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycvlaiplj33402c07wl.jpg",,,2024-11-25T12:09:59,iPhone客户端,101,8,309,,,2024-11-25 12:09:59
5105119797970204	,P29bJxrpG,"麻烦问问题的姐妹点一下关注，每月留言次数有限，实在不方便给我充个会员也行
客服1号  很不高兴为路人服务 ",,https://wx2.sinaimg.cn/large/008xZzU4ly1hw040f47xuj30vh0u00vw.jpg,,,2024-11-27T00:34:31,iPhone客户端,3,2,0,,,2024-11-27 00:34:31,True
5104945105732329	,P24DYo3eV,"求求你们了没钱别生孩子了，当事人一个个幸福洋溢，旁观者替你们焦虑
估计还得问我借钱
能不能先把借的巨款还了再延续香火啊？ ",,,,,2024-11-26T13:00:21,iPhone客户端,1,0,0,,,2024-11-26 13:00:21,True
5104923253670389	,P244JfoPP,"有的姐妹问：上班期间头套不方便戴怎么办？
买个假发头套，⚠️要头发可以盖住一些侧脸的，再戴个口罩
 ",,https://wx1.sinaimg.cn/large/008xZzU4ly1hvzhf4wswej30u01t2gwx.jpg,,,2024-11-26T11:33:30,iPhone客户端,1,0,0,,,2024-11-26 11:33:30,True
5104890043697437	,P23dafvS5,活不起了 我还是点外卖吧 ,,https://wx4.sinaimg.cn/large/008xZzU4ly1hvzdml6dq3j30u0140dtc.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003c1duZjx08jSPHm6c70f0f01002EAQ0k01.mov,,2024-11-26T09:21:33,iPhone客户端,0,3,0,,,2024-11-26 09:21:33,True
5104725533658883	,P1YVPflQf,"让我来试试杏枝山怎么个事
 ",,"https://wx3.sinaimg.cn/large/008xZzU4ly1hvyuq8dkmfj30u0140q8s.jpg,https://wx4.sinaimg.cn/large/008xZzU4ly1hvyuq8ke0mj31400u0n69.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003creXpjx08jS6O21sc0f0f010033D90k01.mov,,2024-11-25T22:27:51,iPhone客户端,0,9,0,,,2024-11-25 22:27:51,True
5104722977753000	,P1YRHwwUo,"轮廓功课——下颌角要不要留角？
总结一下：按照我的胶条大法！正面后置远拍，能看得到胶条的不要留🙅♀️看不到的可以留，但不要太大👐#轮廓##下颌角# ",,"https://wx4.sinaimg.cn/large/008xZzU4ly1hvyudzteg6j30u01t2gu3.jpg,https://wx4.sinaimg.cn/large/008xZzU4ly1hvyudzhndmj30u01t2qaw.jpg,https://wx2.sinaimg.cn/large/008xZzU4ly1hvyue0ynr0j30u01t2n4a.jpg,https://wx2.sinaimg.cn/large/008xZzU4ly1hvyue2e4fij30u01t2grd.jpg,https://wx4.sinaimg.cn/large/008xZzU4ly1hvyue3wdiyj30u01t2q90.jpg,https://wx3.sinaimg.cn/large/008xZzU4ly1hvyue543vlj30u01t2afk.jpg,https://wx4.sinaimg.cn/large/008xZzU4ly1hvyue66l93j30u01t2wjr.jpg,https://wx2.sinaimg.cn/large/008xZzU4ly1hvyue79ycaj30u01t2n2r.jpg",,,2024-11-25T22:17:42,iPhone客户端,22,4,19,"轮廓,下颌角",,2024-11-25 22:17:42,True
5103452055408320	,P1rNPmGWY,"为什么我周末上趟天津，定位就回不来了。怎么北京部分地区划归天津了？@微博 @微博推送助手 
北京
 ",,,,北京,2024-11-22T10:07:30,iPhone客户端,2,4,0,,"微博,微博推送助手",2024-11-22 10:07:30,True
