id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105079244555504	,P288kj75S,"今天原计划坐18:30的飞机，晚点了一个多小时后空少过来说飞机因为货仓门传感器故障无法关闭，不确定什么时间可以飞
。给大家介绍一下这种情况下应该怎么办。如果不赶时间就等航空公司安排。如果赶时间就要马上查看后续航班座位情况，如果后续飞机少且座位紧张，就别等着改签了，改签手续多且慢，可能抢不到票。马上在手机上订新的机票并办理值机。通知客舱工作人员要求下飞机放弃行程。有的机场需要出安检口重新进行安检，在深圳机场可以直接走到新的登机口乘机。已经延误的机票可以免费退掉。",,https://wx1.sinaimg.cn/large/73fc2e99gy1hvzz2oel75j210j0swte8.jpg,,,2024-11-26T21:53:22,HUAWEI Mate 70 Pro+,338,116,8,,,2024-11-26 21:53:22,True
5105052475719833	,P27r9nZZn,这是用了什么技术,,,,,2024-11-26T20:06:59,HUAWEI Mate 70 Pro+,244,70,7,,,2024-11-26 20:06:59,False,6508883400,先看评测,5105050714117054	,P27ojhh26,"华为Mate X6 的网速是真的 6 啊！#华为MateX6现场测速# #华为MateX6网速起飞#  
先看评测的微博视频
 ",,,"https://f.video.weibocdn.com/u0/E6dgoHIWgx08jTwv5VWE01041200ZsO40E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732892049&ssig=Bd3vlavE63&KID=unistore,video",,2024-11-26T20:00:00,微博视频号,383,59,27,"华为MateX6现场测速,华为MateX6网速起飞",,2024-11-26 20:00:00
5105039372452068	,P2761ahTu,这次的钛合金边框也非常有技术含量，和以往用在手机上的工艺都不一样 ,,https://wx1.sinaimg.cn/large/73fc2e99gy1hvzuoks74ij21400u0dlq.jpg,,,2024-11-26T19:14:55,HUAWEI Mate 70 Pro+,730,192,15,,,2024-11-26 19:14:55,True
5105023656136236	,P26GFpKjy,"这就是导热率达到2000W/m*K的石墨烯板材，和天然金刚石的导热率相当，导热性能最好的金属银的导热率只有429W/m*K 
查看图片",,,,,2024-11-26T18:12:29,今天发布的HarmonyOS设备,209,62,18,,,2024-11-26 18:12:29,False,2886358364,Eva的科技生活,5104997867982356	,P2614xuzG,"华为Mate X6的用的导热材料有多强？切两块厚冰块来试试！#华为MateX6切冰# #余承东称石墨烯切冰就像切豆腐# 
Eva的科技生活的微博视频
 ",,,"https://f.video.weibocdn.com/o0/yqmUhB6Qlx08jTflzZmM01041200GQaC0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732892049&ssig=Wv0ogZ8iYE&KID=unistore,video",,2024-11-26T16:30:01,微博视频号,998,333,315,"华为MateX6切冰,余承东称石墨烯切冰就像切豆腐",,2024-11-26 16:30:01
5104986078052440	,P25I3xMO4,红枫原色摄像头是一颗支持多光谱通道的摄像头，白平衡算法终于有了绝对基准，对复杂光线条件下的拍照颜色准确性有极大帮助。 ,,"https://wx1.sinaimg.cn/large/73fc2e99gy1hvzokawhp9j235s2dc4qq.jpg,https://wx4.sinaimg.cn/large/73fc2e99gy1hvzol2ikh3j235s2dcu0y.jpg",,,2024-11-26T15:43:09,今天发布的HarmonyOS设备,672,138,22,,,2024-11-26 15:43:09,True
5104983808677376	,P25EoApnG,史上拍照最强大的折叠屏手机X6 ,,https://wx2.sinaimg.cn/large/73fc2e99gy1hvzoeeaucnj235s2dcu0y.jpg,,,2024-11-26T15:34:09,今天发布的HarmonyOS设备,375,66,4,,,2024-11-26 15:34:09,True
5104973178208373	,P25nfyrn7,Mate70系列得益于卫星信号接收能力的大幅提升，在野外没地面信号的地方，手机即使揣在裤兜里，也能接到卫星电话呼叫 ,,"https://wx3.sinaimg.cn/large/73fc2e99gy1hvzn3yjpumj235s2dcb2a.jpg,https://wx3.sinaimg.cn/large/73fc2e99gy1hvzn4qbv3nj235s2dcu0x.jpg,https://wx3.sinaimg.cn/large/73fc2e99gy1hvzn5dov24j235s2dcnpd.jpg",,,2024-11-26T14:51:53,今天发布的HarmonyOS设备,586,58,73,,,2024-11-26 14:51:53,True
5104920442969674	,P240ccsxY,"让小艺打发这些骚扰电话还是挺好的
 ",,"https://wx1.sinaimg.cn/large/73fc2e99gy1hvzh1n1f0nj210k2oand2.jpg,https://wx3.sinaimg.cn/large/73fc2e99gy1hvzh3sos8gj210k26odmj.jpg",,,2024-11-26T11:22:21,即将发布的HarmonyOS设备,531,159,24,,,2024-11-26 11:22:21,True
5103586440120869	,P1viA0vrv,支持星闪的路由器,,,,,2024-11-22T19:01:30,即将发布的HarmonyOS设备,292,86,7,,,2024-11-22 19:01:30,False,1839167003,华为终端,5103525665966505	,P1tIyp29X,星闪连接未来， #华为凌霄子母路由Q7网线版#邀您一同开启智慧生活的互联之旅。11月26日14:30，华为Mate品牌盛典，不见不散！#华为路由# ,,https://wx2.sinaimg.cn/large/0020sXlVly1hvu0dbbrirj61o02yob2902.jpg,,,2024-11-22T15:00:00,微博网页版,922,163,53,"华为凌霄子母路由Q7网线版,华为路由",,2024-11-22 15:00:00
5102449637720204	,P11J1wonq,Mate9的设计的确非常经典,,,,,2024-11-19T15:44:14,即将发布的HarmonyOS设备,237,90,12,,,2024-11-19 15:44:14,False,1744618424,木木05100,5102436890971723	,P11ot44MX,"我的第一台华为Mate手机是2016年12月份发布的Mate9保时捷，因为有了之前D2和P9两款手机的体验，D2体验感是真不好，P9的徕卡影像是真棒，体验大大升级，因此当时对Mate9保时捷充满期待。开售当天我拿到了江西省唯一一台原价的手机，李小龙总还转发了，幸福感满满。去年花粉年会的总裁午宴上给余总展示了P9，下午花粉年会上还在说很感动还有花粉拿P9拍照，实际上直到现在我还在用Mate9保时捷拍照！新的Mate来了，会有哪些创新和感动呢？很期待！@李小龙Bruce_Lee @余承东 @华为何刚 @李昌竹  
厦门#我和我的mate# 
厦门",,"https://wx4.sinaimg.cn/large/67fcc3b8gy1hvrjsg6l6wj20u00x7wi3.jpg,https://wx3.sinaimg.cn/large/67fcc3b8gy1hvrjshj5n9j20u017cdlb.jpg,https://wx1.sinaimg.cn/large/67fcc3b8gy1hvrjsgpji7j20go0s7q6k.jpg,https://wx2.sinaimg.cn/large/67fcc3b8gy1hvrjsj6715j21400u0q9i.jpg,https://wx1.sinaimg.cn/large/67fcc3b8gy1hvrjsikavvj20u017cn46.jpg,https://wx4.sinaimg.cn/large/67fcc3b8gy1hvrjskjedmj21400u07al.jpg,https://wx4.sinaimg.cn/large/67fcc3b8gy1hvrjsl242uj20u0140tda.jpg,https://wx2.sinaimg.cn/large/67fcc3b8gy1hvrjsx0eo7j21400u00yw.jpg,https://wx4.sinaimg.cn/large/67fcc3b8gy1hvrjsjv0ahj21400u0n5o.jpg",,厦门,2024-11-19T14:53:36,厦门超话,75,22,17,我和我的mate,"李小龙Bruce_Lee,余承东,华为何刚,李昌竹",2024-11-19 14:53:36
