id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5104800671204284	,P20T153hW,"【灯桃坞】社群第3️⃣季~潮汐式纳新啦
入口开放时间：【24/12/22～24/12/30】
一年只有两次机会靠岸登船。6🈷️&12🈷️
就像坐轮渡一样，上了船、关了舱、离了岸，同船的缘分陪伴彼此，同始同终
若感兴趣，来玩耍吧！
—————————
❶ 在🚢上可能的收获
1）认识一群同频共振的赛博UU
2）各行各业的成长破圈分享
社群于固定时间做分享：
北京时间，每周二、四、七，进行主题分享
分享形式：实时直播会议；且内容会被整理成文字版上传至小红圈，能永久回看
话题内容包括不限于：
① 实用的强技能（摄影、剪辑、Ai使用等）
② 没人明教的职场规则、过来人的创业故事
③ 成长经历+身心灵疗愈
④ 有趣的生活妙招/功课
图一是社群的话题全貌
图二是第1️⃣季的分享速查表
图三是第2️⃣季的分享速查表
—————————
❷社群奖励规则
图四是第3️⃣季的最新奖励规则
①参加打卡活动
每月的奖金池是2099，打卡完成者平分奖金
②发帖奖励
每月在小红圈发帖的UU，点赞Top5，每人得奖励+💰109
③主题分享
相关主题：强技能、身心灵、职场、创业、兴趣爱好、生活妙招等等
分享奖励含有两部分：
1）基础奖励
但凡出一期内容分享，奖励+💰269
2）额外奖励
内容整理成文字版上传至小红圈，再根据点赞数来发放额外奖励
点赞超过1/18圈友，额外奖励+309
点赞超过1/10圈友，额外奖励+609
点赞超过1/6圈友，额外奖励+909
—————————
❸社群门槛费
图五，一定要🈵年龄噢！
图六，赠送100元的优惠券
（前333名享受100元优惠，VX扫码即可用）
——————————
写在最后，必看❗️❗️❗️
1）小红圈平台，有一个【三天冷静期】
即72小时之内，随时无理由退款
进入社群后，之前的所有内容可回看
若不合缘分，请自助向平台申请“退款”
这三天是唯一退款期，错过则无法退款
2）当您过了三天冷静期，依然决定留下
请添加留在小红圈置顶的VX，会邀请您进群
VX群分两种： 通知群 & 闲聊群
* 务必保证自己进了通知群。此群纯分享干货+通知消息，平时绝不打扰
* 至于闲聊群，随个人心意，来去自由
—————————
静侯缘分！",,"https://wx4.sinaimg.cn/large/89c26c4cgy1hvz2v7hffrj227v6edqv8.jpg,https://wx4.sinaimg.cn/large/89c26c4cgy1hvz2whhb9hj20ffcmxqv5.jpg,https://wx3.sinaimg.cn/large/89c26c4cgy1hvz2wpj5t6j20g9cmqx6p.jpg,https://wx3.sinaimg.cn/large/89c26c4cgy1hvz2xemgwwj20wr72ftym.jpg,https://wx1.sinaimg.cn/large/89c26c4cgy1hvz2xu5kujj20wr12rq7t.jpg,https://wx3.sinaimg.cn/large/89c26c4cgy1hvz67ll06dj20go0pk0wi.jpg",,,2024-11-26T03:26:25,皆宜iPhone,52,20,3,,,2024-11-26 03:26:25,True
5105519595356203	,P2jAzmton,无为吧、就这样 ,,,,,2024-11-28T03:03:09,皆宜iPhone,265,27,12,,,2024-11-28 03:03:09,True
5105504211435777	,P2jbL61vH,"“茶杯里的风暴，在浴缸中不值一提”
去见识更宏大的世界吧
宏大的世界可以稀释一切痛苦 ",,,,,2024-11-28T02:02:02,皆宜iPhone,1699,22,330,,,2024-11-28 02:02:02,True
5105503938020416	,P2jbjxEty,"【住酒店的生活玄】，需要的自取
图片来自我的知识星球—麻瓜异世
—————————
关于选择酒店的一些玄.注意事项
❶网络搜索🔍前事
如果是自主选择酒店，可以在网上搜一下，他们家之前有没有发生过“科学事件”，如果有多条记录，回避掉
❷有护身的东西就带上
去外地住宿，尽量带护身护身的东西
包括不限于：平安符、护身符、灵符、秘符、朱砂手串、伟人像章、国徽等等
❸不住酒店走廊的最后一个房间
走廊尾端有孤寡、声煞的含义。出于规避，目前许多酒店的最后一间房都改成了杂物间、楼梯间或电梯间等
❹不要直接开门—直接进入
入门先打招呼，开房门前如有门铃要先按门铃，没有门铃就敲门，侧身进门
进去后，也可高声地打个招呼，好让他们知道有人入住
❺不要打开房门就立即关上
进房间不要立刻就关上房门，这样是为了让尾随你的小鬼进来后可以出去
入房后，可以把房间内所有的灯打开，然后去卫生间冲马桶
但是！不要立即将所有衣柜及抽屉打开，除了可避免骚扰灵体及令他们适应有活人外，也可留一线空间给他们藏身
❻万一遇科学事件
可念雷尊圣号”九天应元雷声普化天尊”
也可念真言、佛号、心咒（自行选择，选你平常就常念的）
若以上都行不通的话，就朝他们骂脏.话，也可以大骂出声，越难听越有用
因为怒气，是标准的阳气 💢
人在发怒的时候，阳气上行
这也是为什么有些特殊情况下，破口大骂脏话会有效的原因（比如，被👻压、被👻跟）
因为怒从心头起，上行的阳气就会镇鬼祟
小人小鬼都有点看人下菜碟、欺软怕硬的意思，越弱越容易跟他们同频，被他们欺负
凶得有道理，就是一身正气
❼忌半夜剪指甲
住酒店，天黑之后就不要剪指甲
❽若居住的当晚不舒服
第二天多晒太阳补阳气，如有条件可换酒店居住
也可以外放红歌，红歌的效果非常好，常备几首红歌在手机里
❾若入住外应不佳，直接申请换个房间
比如说，房卡怎么都打不开房间
又或者，一进去就感觉不舒服等",,https://wx2.sinaimg.cn/large/89c26c4cgy1hsa0q5vcvej20v98hvx6q.jpg,,,2024-11-28T02:00:57,皆宜iPhone,570,49,118,,,2024-11-28 02:00:57,True
5105498626196314	,P2j2KpZWy,"“发疯”对于东亚内核来讲，是一件难的事
太想要体面了！ 想要让别人觉得自己过得好
想要人觉得自己生活富足、家庭美满、学业事业成功
甚至于，“想要别人觉得”比“自己真的是这样”更重要
说一个生活观察：
有的人会在特定“地点/地区/墙外”发疯，也只是觉得这儿没有Ta在意的人了 ",,,,,2024-11-28T01:39:51,皆宜iPhone,455,18,28,,,2024-11-28 01:39:51,True
5105467200111018	,P2ie40sSC,父母不过多的焦虑&担忧，本身就是一种“祝福”了,,,,,2024-11-27T23:34:58,皆宜iPhone,293,12,33,,,2024-11-27 23:34:58,False,6052800751,他塔拉TATARA,5105436535560186	,P2hqBnksq,"在朋友家和他父母相处真的好感动啊。听到了很多他小时候的故事。
很震撼的一个瞬间是我问他爸妈，他超强的理科天赋是什么时候显现出来的。他爸说，他小时候作文也写得很好，经常被当成范文。“他只是选择了他现在的这个方向。如果他选择做其他事情，也会是一个很卓越的人”。
朋友之前一直跟我说他爸妈没给他什么支持，因为他们都对他所在的行业一无所知。但我现在发现，他们给他最大的支持就是“支持他做所做的事情”——不问为什么，也不干预。他们甚至真的不了解他在做什么，只是问问我们能提供什么，你有没有照顾好自己的身体。同时他们从不否认他本身的天赋和才华，不邀功。一切都是淡淡的，觉得“事情就是这样发生了呀，我们没有做什么”。
孩子有天赋，父母看到之后不打压，甚至还能给一些肯定，真的就已经是非常棒的状态了。
我在美国这几年确实看到一些天才异禀的人，也聊过他们的教育故事。我感觉“天才能发挥出自己的天赋”的一个重要指标就是，父母要把他当做一个全人来对待，去相信、支持他本人。如果父母要求孩子必须长成自己能想象的、能掌控的样子，那孩子就永远只能是父母的子集。只有真的放手，那种天赋才能自由地显现出来。",,,,,2024-11-27T21:33:07,iPhone 15 Pro,647,49,95,,,2024-11-27 21:33:07
5105465212273386	,P2iaR9xpw,"“大师，到了狗年，我们舔狗日子会好过一点吗？”
“会犯太岁”
—————————
原创来自于群U，不得不感叹一句：
我的群友，真是人才，哈哈哈哈哈哈哈哈 ",,https://wx4.sinaimg.cn/large/89c26c4cgy1hw17n0jzlkj20jd0a1jrr.jpg,,,2024-11-27T23:27:04,皆宜iPhone,319,20,9,,,2024-11-27 23:27:04,True
5105299927864309	,P2dSgwZRH,"过情关，要趁早
年长再来熬，太难了 ",,,,,2024-11-27T12:30:17,万安Android,1481,198,52,,,2024-11-27 12:30:17,True
5105135923496154	,P29BKeFvA,线下的优质美好生活，是非常非常昂贵的！不只是因为💰，还有时间精力心情等等……有些人真不怪他们不关心现实世界，而是消费不起,,,,,2024-11-27T01:38:35,万安Android,836,16,65,,,2024-11-27 01:38:35,False,6126002402,觅了果,5095350238971541	,OE0uHBDUh,"越来越能体会到那句话：“穷人被挤在了线上”
线下优质丰富的生活，是很昂贵的 ",,,,,2024-10-31T01:33:46,PunkAndroid,530,18,103,,,2024-10-31 01:33:46
5105132830457882	,P29wL1V7c,人无法同时拥有幸运和对幸运的觉知,,,,,2024-11-27T01:26:17,皆宜iPhone,518,12,86,,,2024-11-27 01:26:17,False,7862940500,宇宙明星小媽咪,5105105152774299	,P28O7bDIL,"世界上最恐怖的折磨就是先赐予，再拿走，留下你一个人在痛苦中反复挣扎。
像是上天曾经赐你美貌，但让你越长越丑，像无期徒刑一样眼看自己衰败下去，衰老和肥胖，如影随形。
像是上天赐你才情、真挚和聪慧，但让你在市井生活中渐渐麻木，每天为三块六毛喋喋不休，直到某天阅读自己年少时曾留下的文字再去泪流满面，事事休。
像是上天赐你人们的爱，欢迎，欣赏，让你做超新星，转眼又把你抛下，一切都渐渐冷却，无人问津，留下巨大安静的绝望。
像是上天曾给过你健康，然后又收走，留你在病痛中浮沉，身体不再是熟悉的身体，曾经轻松的事突然什么也做不到了。",,,,,2024-11-26T23:36:19,,522,19,155,,,2024-11-26 23:36:19
