id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106043598408741	,P2xdJzhuR,能量低的时候真的可以多去寺庙走走。选一个好天气去，晒着太阳溜达，吸收能量，心情会非常平静。平和的时候，可以感受自己的每个念头，每种情绪，每个感受。提升自己的觉察力，内心会越来越强大，磁场也会越来越好。 ,,https://wx1.sinaimg.cn/large/63851ecbgy1hw3249qe7jj23b04eoe86.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004tq32qgx08jXUuj4T50f0f0100lkHk0k01.mov,,2024-11-29T13:45:22,iPhone 15 Pro Max,26,3,3,,,2024-11-29 13:45:22,True
5106036081954085	,P2x1C8clv,"三个减肥人必须纠正的心态，帮你彻底瘦下来。
把“暴食”的想法改成“我只是吃多了”。暴食是一种自我否定的消极心态，每个人都会吃多，这太正常了。减肥不是傻饿着，而是培养健康的饮食习惯和食物正确的关系。没有该不该吃，只有想不想吃，需不需要吃，吃了对身体好不好。只要你自己喜欢和舒服，不太自律也挺好，不要过度的苛责自己。
把吃多后“补救”的想法换成“平衡”饮食。你们有没有发现一旦你有了补救的想法，你下一次还是会暴食，形成恶性循环。极端饮食的后果就是暴食。长期对抗食欲，身体和大脑都会抗议。喜欢吃的东西一定不要拒绝，要懂得正确的享受和适当的满足。减肥的尽头不是你体重有多轻，而是意识到现在这样已经是最好的状态了，最好的状态就是身心灵处于平衡的一个状态。前一天暴食后一天液断只会让身体更加失衡，反反覆覆减不下来是在折磨自己增加挫败感。允许自己吃，允许自己胖，接纳一切的心态其实特别好。吃多了第二天少吃平衡饮食，情绪稳定，身体也舒服。
把“我在减肥”的想法换成“我在变好”。减肥带来的不单单是外表上的改变，而是由内而外的重塑自己，重新爱上自己，让自己内核稳定。只是想瘦下来变美这种想法太单薄了。加强自己想要变好的信念，动力才会更大，意志力越来越坚定，才会享受减肥的过程并坚持。吃减脂餐的时候，你是在变好，忍饥挨饿的时候，你也是在变好。减肥期间真的很需要这样经常pua自己。相信相信的力量，境由心转，你关注什么，你就会成为什么。",,,,,2024-11-29T13:15:30,iPhone 15 Pro Max,46,4,13,,,2024-11-29 13:15:30,True
5105777485809565	,P2qiwonkF,观自在 ,,https://wx1.sinaimg.cn/large/63851ecbgy1hw27k1ngljj23b04eo4qu.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004GATaCgx08jWJRp8pp0f0f0100g9QT0k01.mov,,2024-11-28T20:07:56,iPhone 15 Pro Max,15,1,1,,,2024-11-28 20:07:56,True
5105702096078215	,P2okVpvdJ,外网热议：什么“绝招”让你最终减肥成功了？ ,,"https://wx1.sinaimg.cn/large/63851ecbgy1hw1yvj75umj22yo2yoawh.jpg,https://wx3.sinaimg.cn/large/63851ecbgy1hw1yvi9gz1j22yo2yo1kx.jpg,https://wx1.sinaimg.cn/large/63851ecbgy1hw1yvh7jjkj22yo2yo4qp.jpg,https://wx4.sinaimg.cn/large/63851ecbgy1hw1yv8yh0dj22yo2yob29.jpg,https://wx3.sinaimg.cn/large/63851ecbgy1hw1yvaovmqj22yo2yo7wh.jpg,https://wx2.sinaimg.cn/large/63851ecbgy1hw1yvcl89lj22yo2yo4qp.jpg,https://wx3.sinaimg.cn/large/63851ecbgy1hw1yve58bij22yo2yo4qp.jpg,https://wx4.sinaimg.cn/large/63851ecbgy1hw1yvf81m1j22yo2yob29.jpg,https://wx2.sinaimg.cn/large/63851ecbgy1hw1yvg6h80j22yo2yo1kx.jpg",,,2024-11-28T15:08:22,iPhone 15 Pro Max,216,2,46,,,2024-11-28 15:08:22,True
5105362673337024	,P2fvte06Y,减肥真正要对抗的不是饿，是馋。欲望够强才能管住嘴。 ,,,,,2024-11-27T16:39:37,iPhone 15 Pro Max,142,4,7,,,2024-11-27 16:39:37,True
5105325788892984	,P2exYBjte,"唤醒服务
好身材是永远的硬通货 ",,"https://wx3.sinaimg.cn/large/63851ecbgy1hw0rfbqyhmj212v1ftnpd.jpg,https://wx2.sinaimg.cn/large/63851ecbgy1hw0reqq43zj22c0340u10.jpg,https://wx3.sinaimg.cn/large/63851ecbgy1hw0rf85ei1j233a44db2c.jpg,https://wx1.sinaimg.cn/large/63851ecbly1hw0rezi3u1j20u01hcn1i.jpg","https://f.video.weibocdn.com/o0/4zxMUDW7lx08jUJZUf6E010412007gH20E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732873279&ssig=RQNBO8Hjsg&KID=unistore,video",,2024-11-27T14:13:03,iPhone 15 Pro Max,137,4,3,,,2024-11-27 14:13:03,True
5105274916438398	,P2ddVr0V8,"减肥一周叫体验，
减肥一个月叫改善，
减肥三个月才叫蜕变。
如果减减停停那等于没减。
给自己一些时间，变瘦变美变健康。 ",,,,,2024-11-27T10:50:54,iPhone 15 Pro Max,210,7,25,,,2024-11-27 10:50:54,True
5105060880843526	,P27EI3xrg,"每个人五年后是什‮样么‬子，这取‮于决‬两件事：一是‮选你‬择与哪‮人些‬为伍，二‮你是‬每天‮出拿‬多少时‮补间‬充‬知识。
未来的‬命运，取‮于决‬你的‮择选‬能‮和力‬对自‮的己‬管理力度。一个‮的人‬成长，信念和执行力尤为重要。
责‮让任‬你更成长
本‮让事‬你更自信
富足的灵魂‬你每天都喜乐
一个人‮智的‬慧绝对是‮自来‬于她知道‮物事‬的本质！",,,,,2024-11-26T20:40:23,iPhone 15 Pro Max,122,2,28,,,2024-11-26 20:40:23,True
5104982657077470	,P25CxtHaK,规律排便是很有助于减脂的，肠道健康，身体没有多余毒素，身体循环代谢才会快。 ,,,,,2024-11-26T15:29:34,iPhone 15 Pro Max,63,3,1,,,2024-11-26 15:29:34,True
5104720139522398	,P1YN7DXd4,"涮羊肉吃了 
炸酱面吃了 
差一顿烤鸭就圆满了 ",,"https://wx4.sinaimg.cn/large/63851ecbgy1hvyu22j1vqj23b04eo1l1.jpg,https://wx4.sinaimg.cn/large/63851ecbgy1hvytsf0lajj23b04eoe84.jpg,https://wx4.sinaimg.cn/large/63851ecbgy1hvytshlr5pj23b04eo1l1.jpg,https://wx1.sinaimg.cn/large/63851ecbgy1hvytslsz8tj23b04eox6s.jpg,https://wx4.sinaimg.cn/large/63851ecbgy1hvytsjjp8mj23b04eou0z.jpg,https://wx3.sinaimg.cn/large/63851ecbgy1hvytscq45yj20rs112jx3.jpg,https://wx1.sinaimg.cn/large/63851ecbgy1hvytsv90ejj20zu1bswus.jpg,https://wx3.sinaimg.cn/large/63851ecbgy1hvytsrp1u4j23b04eox6t.jpg,https://wx1.sinaimg.cn/large/63851ecbgy1hvytsufqgyj23b04eo7wk.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002UnFUlgx08jS5jpaiY0f0f0100umEV0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000CYsSpgx08jS5jA5vi0f0f0100n7cX0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003muglbgx08jS5jNqr60f0f0100euxL0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0018XKczgx08jS5k5YCs0f0f0100pngp0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002EJ4jmgx08jS5kfW8n0f0f0100kRvF0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000g3rtxgx08jS5kA1gP0f0f0100rM040k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000yaRUrgx08jS5kLejd0f0f0100m7Do0k01.mov,,2024-11-25T22:06:25,iPhone 15 Pro Max,55,5,0,,,2024-11-25 22:06:25,True
