id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106062502660805	,P2xIebacd,虽然下颌骨偏低，但是骨头是薄。 ,,https://wx2.sinaimg.cn/large/008fi9Vfgy1hw349yl2dfj30u011idx2.jpg,,,2024-11-29T15:00:29,,8,0,1,,,2024-11-29 15:00:29,True
5105514188637271	,P2jrQAeWP,"不洋气也没什么不好。现实生活土的也有市场，看起来pu比较低。总有人贪恋贤惠。
颧骨靠前脸跟盆地似的。家务事都要做，发脾气没人理。洋气的 那是别人都🉐哄着。所以为了省事儿，土的也有市场。。 ",,,,,2024-11-28T02:41:41,,49,12,14,,,2024-11-28 02:41:41,True
5105497856803276	,P2j1vsxQg,颧骨靠上只对头脸很小的明星可能成立吧。 给普通人估计都是丑哭。  相比于成人时期，婴儿的颧骨更靠下更招人喜欢。成年人相对于婴儿颧骨靠上更讨人嫌。 ,,,,,2024-11-28T01:36:47,,12,2,0,,,2024-11-28 01:36:47,True
5105496340302041	,P2iZ41gzD,眼眶骨面积在头上占比少的长相就很容易给人一种土的感觉。比如 zlh bl 😂zjm。  lhc现在也不如以前好看。 ,,,,,2024-11-28T01:30:46,,18,7,0,,,2024-11-28 01:30:46,True
5105493922546727	,P2iVaaGwf,金敏喜，眼眶骨在头上占比大。 ,,"https://wx4.sinaimg.cn/large/008fi9Vfgy1hw1ayzz11tj30fd0ai772.jpg,https://wx4.sinaimg.cn/large/008fi9Vfgy1hw1az0cg3dj30j60d4jur.jpg",,,2024-11-28T01:21:09,,23,4,0,,,2024-11-28 01:21:09,True
5105384573110787	,P2g4Nd3fZ,如果你关注好莱坞大片。 你会发现好莱坞电影里正义的强大的男主形象都是高折叠度高立体度。而女神的角色全部都是高折叠 低立体。善良清纯的女一无一例外。一号反派恶人都是高立体度低折叠度，恶人身边的马喽、跟班就是低立体度低折叠度。 ,,,,,2024-11-27T18:06:38,,40,6,6,,,2024-11-27 18:06:38,True
5105333403914319	,P2eKggqib,"天生好看的人，相比于路人普通人，一个重要的点在于 鼻子和上颌骨一定是远远短于 其他人（无论是绝对值长度 还是 放在自己脸上的相对比例）。
好莱坞的鼻子上颌骨会比黄种人明星短。 ",,,,,2024-11-27T14:43:19,,22,2,2,,,2024-11-27 14:43:19,True
5105330433035619	,P2eFtcJHB,"头大。 只要脸短就还好
瞳距近。只要鼻子短就没事。 ",,,,,2024-11-27T14:31:30,,35,3,9,,,2024-11-27 14:31:30,True
5105140396721574	,P29IXscAu,其实 whd的头型也是偏方。    很多网络上的人都说方头很丑很土怎么样。可是whd还是好看还是有很多粉丝 那就足以说明一点。大众讨厌的并不是方头，大众本质上讨厌的是扁额头。。 ,,"https://wx4.sinaimg.cn/large/008fi9Vfgy1hw06bpmj7gj31hc140n4z.jpg,https://wx2.sinaimg.cn/large/008fi9Vfgy1hw06bq1ak5j30u0140aey.jpg,https://wx1.sinaimg.cn/large/008fi9Vfgy1hw06bqftu7j30zk1di10a.jpg,https://wx1.sinaimg.cn/large/008fi9Vfgy1hw06bp7tbyj30xs0xtad6.jpg,https://wx3.sinaimg.cn/large/008fi9Vfgy1hw06bqwzdzj30yi1f1arx.jpg,https://wx4.sinaimg.cn/large/008fi9Vfgy1hw06brd8x0j30yi0pk78n.jpg",,,2024-11-27T01:56:22,,19,7,0,,,2024-11-27 01:56:22,True
5105136238068718	,P29CfxR2C,"好看的弄这种变装反差才有效果。你得要头小吧，你得瞳距远吧，你得颧骨靠后吧😂。还要脸短吧。加个滤镜能变好看那必然也是要底子的
 图三造型师是颧骨靠前的。模特颧骨靠后。 那颧骨靠前的便是怎么包装也不会🈶好看的惊艳的效果的。。 ",,"https://wx2.sinaimg.cn/large/008fi9Vfgy1hw05u1oqysj30wi1yck1u.jpg,https://wx4.sinaimg.cn/large/008fi9Vfgy1hw05u12k0lj310m25ras5.jpg,https://wx3.sinaimg.cn/large/008fi9Vfgy1hw05u261z8j310m24v4h6.jpg,https://wx4.sinaimg.cn/large/008fi9Vfgy1hw05u2siikj310o25htq0.jpg",,,2024-11-27T01:39:50,,23,13,2,,,2024-11-27 01:39:50,True
5105134692730040	,P29zLbscU,"颜值明星的短宽脸，其实是非常的窄。
对绝大部分普通人短宽脸🈚️任何借鉴意义。不是同个东西。完全不相干 ",,"https://wx2.sinaimg.cn/large/008fi9Vfgy1hw05q06hdnj30u014e42m.jpg,https://wx4.sinaimg.cn/large/008fi9Vfgy1hw05q0vktqj31hc2i017n.jpg,https://wx2.sinaimg.cn/large/008fi9Vfgy1hw05pzp6t9j30by0gq76r.jpg,https://wx3.sinaimg.cn/large/008fi9Vfgy1hw05q1c9zuj30yi0iwgq3.jpg,https://wx4.sinaimg.cn/large/008fi9Vfgy1hw05q1ojhjj30m80xcaf4.jpg",,,2024-11-27T01:33:42,,6,5,0,,,2024-11-27 01:33:42,True
5104661025260625	,P1XfMm4wN,"颧骨一靠前就是大气 。 砥砺。 农民。 社畜 。负重前行。
一靠后就是 擦边 。洋气 。时髦 。chic。 冲冠一怒为红颜祸国殃民😹 ",,,,,2024-11-25T18:11:31,,54,8,6,,,2024-11-25 18:11:31,True
5104622069089848	,P1WeWC8Gs,圆头并不好看。 球头比圆头好看很多。 ,,https://wx4.sinaimg.cn/large/008fi9Vfgy1hvyiudfcq2j30yi0zttf4.jpg,,,2024-11-25T15:36:43,,52,16,7,,,2024-11-25 15:36:43,True
5104319705124361	,P1Onglv4Z,ab做了下至后眼睛还是好了很多。没有以前的瞪着人的感觉 ,,https://wx2.sinaimg.cn/large/008fi9Vfgy1hvxk45sh6mj30ku194tdh.jpg,,,2024-11-24T19:35:14,,17,1,0,,,2024-11-24 19:35:14,True
5103957265351171	,P1EWGms5d,"互联网的一个谎言是有钱就能变美。有事业有自信就变美。
有钱只是帮助维持体面。仅此而已。有很好的生活质量不等于变美。再高端的生活方式也不能让一个人头脸变小 眼睛变大 鼻子变短。。 ",,,,,2024-11-23T19:35:01,,55,12,12,,,2024-11-23 19:35:01,True
5103948699275942	,P1EIRCV5Y,"很多人说翟子路是阔面
。又是低立体度😂， 不过真相是他是内嵌型五官。  同样的五官，内不内嵌气质还是相差很大的。  如果一个人即使立体度很高，不是内嵌型五官其实看着还是很土。 ",,"https://wx4.sinaimg.cn/large/008fi9Vfgy1hvwdg3r1p6j30qo1lp7hv.jpg,https://wx2.sinaimg.cn/large/008fi9Vfgy1hvwdg8eeoij31jk338b29.jpg,https://wx2.sinaimg.cn/large/008fi9Vfgy1hvwdgbtugtj31jk338b29.jpg,https://wx1.sinaimg.cn/large/008fi9Vfgy1hvwdgd88zzj31jk15qgzj.jpg",,,2024-11-23T19:00:59,,26,10,4,,,2024-11-23 19:00:59,True
5103863319234344	,P1Cv9CKh2,ogee曲线应该看不笑的时候。而不是笑的时候。 而且我觉得这个概念有点。。。 四川 浙江很多老爷爷和老奶奶都有ogee曲线。。虽然他们都蔫吧了 ,,https://wx1.sinaimg.cn/large/008fi9Vfgy1hvw3nsecy8j30hc09kq5t.jpg,,,2024-11-23T13:21:43,,17,3,0,,,2024-11-23 13:21:43,True
5103858835523318	,P1CnVnaRM,我一般只是发着玩。。先写好文字，然后 配图随便选的 。先得到一个视频，然后文字有时也是乱写的。。 so不要太较真 。。 图文无关很正常 ,,,,,2024-11-23T13:03:54,,12,0,0,,,2024-11-23 13:03:54,True
5103686571262986	,P1xU55iyK,"后脑勺侧面短是很女神的。 当然 ————首先 前提必须是 侧面留白少。 外眼角到耳朵距离近。  😂
不要又是田忌赛马。 不要瘦子的腹肌200斤胖子的胸。不要是因为脸宽而把长脸称作短宽脸。不要是因为明星头太小显得脸大而称其为饼脸。
不要是因为其他地方太长而显得后脑勺短。 不要这种短。要的是整个侧面真短。",,,,,2024-11-23T01:39:23,,21,5,3,,,2024-11-23 01:39:23,True
5103683257763322	,P1xOJwzAS,"侧面看，后脑勺长一点，更适合男生。换言之意思是说会比较男孩子气。
侧面看，后脑勺短其实是一种极致的女相。轻盈到了极点。 ",,,,,2024-11-23T01:26:13,,11,5,0,,,2024-11-23 01:26:13,True
5103247346109773	,P1mtEpDqJ,研究窄长脸明星没有意义，因为她们都是短脸。和普通人的长脸是风马牛不相及。 你以为在模仿学习长脸长中庭的变美，其实你还是在短脸们为所欲为的舒适区里蹦迪。 ,,https://wx2.sinaimg.cn/large/008fi9Vfgy1hvu4w2a57dj30tl18ggry.jpg,,,2024-11-21T20:34:04,,150,10,3,,,2024-11-21 20:34:04,True
5103240528003435	,P1miExA3F,"额结节只是某种长相特征。并不代表长得很高级很高贵。不代表气质优越。
就好像有的人的脚是希腊脚。有的脚是罗马脚。 其实只是一个特征而已。
如果王宝强用再生打两个额结节出来，你会从此觉得他无比的性感高级吗。。 你有兴趣了解王宝强是希腊脚还是罗马脚吗 ",,,,,2024-11-21T20:06:57,,26,7,1,,,2024-11-21 20:06:57,True
