id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105875473662529	,P2sQzfmN3,"看着家里多出来的一支龙珠软膏真的很气啊，八大处的疤痕科永久拉黑，给我开那么多药，根本用不完，每次用都很痒很刺激，我是一个很不喜欢浪费的人！能凑合用我都凑合用了！但我现在必须把龙珠软膏打入冷宫了，重新买美宝，伤口涂了龙珠软膏痒的不行了
 ",,,,,2024-11-29T02:37:18,iPhone客户端,0,0,0,,,2024-11-29 02:37:18,True
5105794499220141	,P2qJXCGzX,我的膝盖上有一大块白色的斑，从小就有，小时候不知道那是啥，还想着纹个身遮住，今年夏天突然发现那块白斑好像长大了，就很担心是不是白癜风，在网上搜索案例直接给自己判案了，一直自我怀疑为什么会长白癜风，也很抗拒去医院，又纠结不去医院以后会不会全身长满了白癜风，就这样恐慌了大半年，昨天去医院弄疤痕，就跟鲸鱼医生说了，问她可不可以给我推荐一个信任的医生，鲸鱼医生直说不用担心，皮肤科随便找个医生看下就好，大概率不是，最后花了十五块钱挂了普通门诊，医生用不到一分钟诊断这是天生胎记无色素痣，现在成年了应该不会再变大了，至于我印象中的它好像一直在长应该是很久没关注记忆有偏差了，这下完全放心了下来，只需要十五块就解决了自己大半年的心病，遇到一个温柔的可以信任的医生真的很幸运,,,,,2024-11-28T21:15:32,iPhone客户端,0,0,0,,,2024-11-28 21:15:32,True
5105785941529185	,P2qwa6pOh,不着急不心慌，慌也没用 ,,,,,2024-11-28T20:41:32,iPhone客户端,0,0,0,,,2024-11-28 20:41:32,True
5105675501570071	,P2nE26ArJ,"搞好疤痕之后我这辈子都不会再动鼻翼了
慢慢的给鼻翼花的钱快赶上鼻子了，各位在脸上任何部位做切缝的姐妹，好好护理疤痕，好好忌口好好吃药，不要手贱去抠
 ",,,,,2024-11-28T13:22:41,iPhone客户端,0,0,0,,,2024-11-28 13:22:41,True
5105674541336986	,P2nCu5BOi,昨天治疗完回来好好做了下功课，发现鲸鱼医生跟我说的皮下剥离+填充人工真皮材料就是adm，但是现在医院没有这个材料要等几个月，现在可以填玻尿酸但是会被吸收，所以还是先保守治疗，点阵次数多了，激光对皮肉的刺激效果有限，很深的凹陷很难完全长平，或许填充能够一次性解决问题，增生凸起的部分后面改磨削，但也有可能磨削下去之后还会反弹……总之疤痕真的是个既难搞又长期的东西,,,,,2024-11-28T13:18:52,iPhone客户端,0,0,0,,,2024-11-28 13:18:52,True
5105427475857442	,P2hbZozMS,,,,,,2024-11-27T20:57:06,iPhone客户端,0,0,0,,,2024-11-27 20:57:06,False,7168015344,烤爆全宇宙,5105407349493154	,P2gFwDPBo,#十个勤天以后呢#恭喜你们走出了那个籍籍无名的夏天 而我将永远被困在那个炙热的夏天 ,,,,,2024-11-27T19:37:08,iPhone客户端,728,42,7,十个勤天以后呢,,2024-11-27 19:37:08
5105374258529069	,P2fO9zMND,"种地吧
  破大防了
走的人难受，留下的也难受，粉丝更难受啊啊啊啊啊 ",,,,,2024-11-27T17:25:39,种地吧超话,1,1,0,,,2024-11-27 17:25:39,True
5105313556731003	,P2eefsf2z,"3.5进组可以理解，大哥为什么啊，不懂不懂
种地吧",,,,,2024-11-27T13:24:27,新微博直播互动,0,0,0,,,2024-11-27 13:24:27,False,7781218487,你好种地少年限定版,5105297427531240	,P2dOevBdC,"你好种地少年限定版的微博直播
 ",,,,,2024-11-27T12:20:21,微博直播平台,108984,302941,7789,,,2024-11-27 12:20:21
5105295917318230	,P2dLNuHNY,"当我的脸终于抗住医院高清相机的时候，这一路的艰苦辛酸都值了
虽然动态问题还是很多，但人不能太贪心了，做个静态美女也不错
鲸鱼医生给我重新定了方案，再继续打两次点阵up，后面皮下剥离+填充人工皮，势必帮我把疤痕搞完美
本来这个程度的凹陷是要手术重新切缝的，但鲸鱼医生也说结果不会变好很多，只能曲线救国了
今天来的晚了差点没挂上号，人也很多，医生本来该下班了，护士都劝我不要敷麻药了直接治疗吧，医生还是让我敷麻说中午也可以给我治疗，感动ing，我对温柔的人一向没有抵抗力😭",,,,,2024-11-27T12:14:20,iPhone客户端,1,1,0,,,2024-11-27 12:14:20,True
5105144853169037	,P29Q9dipv,"最近鲸鱼医生都是上午的门诊，真的很不确定我能不能起的来
 ",,,,,2024-11-27T02:14:04,iPhone客户端,0,2,0,,,2024-11-27 02:14:04,True
5105019240320982	,P26zy1lv8,前两天突然上头想冲一个体雕医生，还好后面冷静下来了，还是准备在等原来看好的医生沉淀几年再说，切记一定不能冲动不能上头，有时候因为一个惊艳的案例，有时候因为活动价格很优惠，但是不能因为这些就忽略风险与审美，继续蹲蹲蹲👀👀👀 ,,,,,2024-11-26T17:54:56,iPhone客户端,0,0,0,,,2024-11-26 17:54:56,True
