id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106022207459859	,P2wFeviEj,"11.25 男性初鼻案例
术前问题：
1️⃣鼻子短，圆钝不够精致
2️⃣鼻翼宽，下垂
3️⃣鼻基底凹陷
手术项目：半肋射极峰优雅➕鼻基底软骨➕鼻中隔矫正➕内外切鼻翼 
杭州
 ",,"https://wx2.sinaimg.cn/large/006Zmz4sly1hw2znudumgj30ug0mzwt3.jpg,https://wx4.sinaimg.cn/large/006Zmz4sly1hw2znv9ovkj30q00j6toh.jpg,https://wx1.sinaimg.cn/large/006Zmz4sly1hw2zntluvtj30qu0jnk6x.jpg",,杭州,2024-11-29T12:20:22,iPhone 16 Pro,1,1,0,,,2024-11-29 12:20:22,True
5105666114718276	,P2noTjNre,"感谢🙏患者术后三个月到院反馈
术后即刻：
网页链接
 
杭州
 ",,"https://wx3.sinaimg.cn/large/006Zmz4sly1hw1urhnh28j30xi0olao2.jpg,https://wx1.sinaimg.cn/large/006Zmz4sly1hw1uriu302j30xi0ov4cy.jpg,https://wx3.sinaimg.cn/large/006Zmz4sly1hw1urjohruj30xi0npk4p.jpg,https://wx4.sinaimg.cn/large/006Zmz4sly1hw1urknr69j30xi0nxaml.jpg",,杭州,2024-11-28T12:45:23,iPhone 16 Pro,2,4,1,,,2024-11-28 12:45:23,True
5105294535297672	,P2dJzmeak,"11.21 修复案例1
顾客外院隆鼻一次
术前问题：
1️⃣山根起点高，假体棍感显型
2️⃣露鼻孔
3️⃣顾客喜欢自然幼态，秀气一点的鼻子
手术项目：半肋射极峰优雅➕鼻中隔矫正➕鼻翼缘退缩矫正 
杭州
 ",,"https://wx2.sinaimg.cn/large/006Zmz4sly1hw0o34p2bxj30oz0iy47o.jpg,https://wx1.sinaimg.cn/large/006Zmz4sly1hw0o358qfwj30n40gvtkw.jpg,https://wx3.sinaimg.cn/large/006Zmz4sly1hw0o366l4yj30m80gmn7z.jpg",,杭州,2024-11-27T12:08:52,iPhone 16 Pro,3,1,0,,,2024-11-27 12:08:52,True
5104931343698651	,P24hMfwbF,"感谢🙏术后一年半反馈 
术后即刻：
网页链接
 
杭州
 ",,"https://wx2.sinaimg.cn/large/006Zmz4sly1hvzidgtee2j30u0190gy3.jpg,https://wx2.sinaimg.cn/large/006Zmz4sly1hvzidfj0aqj30qk0xnn2b.jpg,https://wx3.sinaimg.cn/large/006Zmz4sly1hvzidie1wij310o1cwe2h.jpg,https://wx4.sinaimg.cn/large/006Zmz4sly1hvzidka85gj310o1cwnjb.jpg,https://wx3.sinaimg.cn/large/006Zmz4sly1hvzidlhu06j30xu1drdss.jpg",,杭州,2024-11-26T12:05:40,iPhone 16 Pro,6,1,1,,,2024-11-26 12:05:40,True
5104567263954552	,P1UOygAL6,"感谢🙏术后7天拆线反馈
术前三次隆鼻以及鼻翼缘植皮
术后即刻：
网页链接
图为拆线即刻，总体还属于很肿胀的 ",,"https://wx2.sinaimg.cn/large/006Zmz4sly1hvyck4c9koj30ox0je47f.jpg,https://wx4.sinaimg.cn/large/006Zmz4sly1hvyck55d3vj30lh0hf7bs.jpg,https://wx2.sinaimg.cn/large/006Zmz4sly1hvyck6d8rdj30la0gugt6.jpg,https://wx2.sinaimg.cn/large/006Zmz4sly1hvyck98dr8j30m60hhgt2.jpg",,,2024-11-25T11:58:57,iPhone 16 Pro,2,1,1,,,2024-11-25 11:58:57,True
5104207004434499	,P1LruiBCb,"11.20 修复案例7
顾客外院隆鼻七次
术前问题：
1️⃣山根起点高，假体棍感显型
2️⃣露鼻孔，海鸥线起伏大
3️⃣下小叶不够饱满
手术项目：半肋射极峰优雅➕鼻翼缘退缩矫正➕鼻中隔偏曲 
杭州
 ",,"https://wx1.sinaimg.cn/large/006Zmz4sgy1hvx76roui0j30q00jtgx6.jpg,https://wx1.sinaimg.cn/large/006Zmz4sgy1hvx76sawiej30sg0kxaul.jpg,https://wx3.sinaimg.cn/large/006Zmz4sgy1hvx76tnpiej30sg0lch6q.jpg",,杭州,2024-11-24T12:07:23,iPhone 16 Pro,2,2,0,,,2024-11-24 12:07:23,True
5103845099962692	,P1C1LFNKA,"11.16 修复案例1
顾客外院隆鼻一次
术前问题：
1️⃣鼻头下悬，总体偏长
2️⃣正面夹捏感
手术项目：半肋射极峰优雅➕鼻中隔矫正➕鼻翼缘退缩矫正 
杭州
 ",,"https://wx4.sinaimg.cn/large/006Zmz4sgy1hvw1lxnmjlj30mt0hg156.jpg,https://wx1.sinaimg.cn/large/006Zmz4sgy1hvw1ly254qj30q00iyn7k.jpg,https://wx2.sinaimg.cn/large/006Zmz4sgy1hvw1lwzyl0j30mp0grn99.jpg",,杭州,2024-11-23T12:09:18,iPhone 16 Pro,1,1,0,,,2024-11-23 12:09:18,True
5103480610491753	,P1sxT23Vv,"11.19 修复 1
顾客外院隆鼻一次
术前问题：
1️⃣鼻背高度欠缺，鼻头圆钝
2️⃣海鸥线起伏大
3️⃣适合自然柔和，微起伏
手术项目：半肋射极峰优雅➕宽鼻矫正➕鼻翼缘退缩矫正 
杭州
 ",,"https://wx2.sinaimg.cn/large/006Zmz4sgy1hvuvqzg3ybj30r80kr13g.jpg,https://wx4.sinaimg.cn/large/006Zmz4sgy1hvuvqyvj72j30nl0hfdsk.jpg,https://wx2.sinaimg.cn/large/006Zmz4sgy1hvuvr0i8mij30mt0h3gyk.jpg",,杭州,2024-11-22T12:00:58,iPhone 16 Pro,1,1,0,,,2024-11-22 12:00:58,True
5103119060697168	,P1j8K2VmE,"11.15 修复案例2
顾客外院隆鼻两次
高大鼻改善
术前问题：
1️⃣鼻子圆钝，整体不够精致
2️⃣鼻翼宽，山根高
3️⃣鼻基底凹陷
手术项目：半肋射极峰优雅➕鼻翼内外切➕鼻基底肋骨碎 
杭州
 ",,"https://wx2.sinaimg.cn/large/006Zmz4sly1hvtq8mcgubj30rb0jxk4o.jpg,https://wx2.sinaimg.cn/large/006Zmz4sly1hvtq8n7we8j30n50gj4b1.jpg,https://wx1.sinaimg.cn/large/006Zmz4sly1hvtq8nxpr2j30xi0oe474.jpg",,杭州,2024-11-21T12:04:17,iPhone 16 Pro,2,1,0,,,2024-11-21 12:04:17,True
5102754309869009	,P19EqFpnz,"感谢患者🙏术后三个月反馈
术后即刻： 
网页链接
 
杭州
 ",,"https://wx4.sinaimg.cn/large/006Zmz4sly1hvska54rwoj31hc14015h.jpg,https://wx1.sinaimg.cn/large/006Zmz4sly1hvskb8p86kj30p10y6tnn.jpg,https://wx3.sinaimg.cn/large/006Zmz4sly1hvskbar658j30ll0shdqt.jpg,https://wx2.sinaimg.cn/large/006Zmz4sly1hvskbbfue6j30lv0toalw.jpg,https://wx2.sinaimg.cn/large/006Zmz4sly1hvskbccxlej30kv0qv4d4.jpg,https://wx3.sinaimg.cn/large/006Zmz4sly1hvskba3ifmj30lt0t2dvp.jpg,https://wx4.sinaimg.cn/large/006Zmz4sly1hvskb7dv3jj30pl0wgncf.jpg,https://wx2.sinaimg.cn/large/006Zmz4sly1hvskemq4jdj31hc140wxo.jpg,https://wx1.sinaimg.cn/large/006Zmz4sly1hvskem5mt2j31hc1407n8.jpg",,杭州,2024-11-20T11:54:55,iPhone 16 Pro,10,1,0,,,2024-11-20 11:54:55,True
5102395658866135	,P10jXBcub,"感谢🙏术后三个月反馈 
手术项目：半肋射极峰优雅➕鼻翼缘退缩矫正➕鼻中隔重建➕鼻基底3D打印  
术后即刻：
网页链接
 
杭州
 ",,"https://wx2.sinaimg.cn/large/006Zmz4sly1hvrf5q4doij30wr0o116j.jpg,https://wx3.sinaimg.cn/large/006Zmz4sly1hvrf5r01q8j30wr0o47he.jpg,https://wx1.sinaimg.cn/large/006Zmz4sly1hvrf5nc3cuj30wr0o9793.jpg",,杭州,2024-11-19T12:09:46,iPhone 16 Pro,2,1,0,,,2024-11-19 12:09:46,True
