id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106057012318729	,P2xzn9JcR,分享图片 ,,https://wx3.sinaimg.cn/large/006marQMgy1hw33nkg1lpj30oh0rsgqf.jpg,,,2024-11-29T14:38:40,iPhone客户端,0,0,0,,,2024-11-29 14:38:40,True
5105882125303810	,P2t1imfLk,以前尼我最喜欢我右脸，因为这边脸小内收是 柔和的曲线，在我最胖110斤最焦虑的时候，被杀手金和他女翻译怂恿欺骗 她骗我说如果你不切下颌角 会下颌线不清晰成火鸡脖，切完会变很漂亮的放心吧医生是专业哒！害人精 好了 成了马面 🐴 面具👺 绝对不会放过你 ,,"https://wx4.sinaimg.cn/large/006marQMgy1hw2j47mpiej30et0p4goq.jpg,https://wx4.sinaimg.cn/large/006marQMgy1hw2j48ysbnj32c0340e82.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003xwEx4gx08jXbldIRW0f0f0100jpKR0k01.mov,,2024-11-29T03:03:43,iPhone客户端,5,1,0,,,2024-11-29 03:03:43,True
5105863340065421	,P2sx00h1b,"过两天可能直播维权！ 逼到走投无路了 ！ 还我妈生下颌角！到时 路过的姐妹请转发避雷！曝光这个狂妄自大的杀手庸医 杀人犯
 ",,,,,2024-11-29T01:49:05,iPhone客户端,6,7,0,,,2024-11-29 01:49:05,True
5105842915380189	,P2s03mzDf,"庸医 你把我害惨了
 ",,https://wx2.sinaimg.cn/large/006marQMgy1hw2f1v39blj30uw0fdq5u.jpg,,,2024-11-29T00:27:55,iPhone客户端,3,3,1,,,2024-11-29 00:27:55,True
5105835555949563	,P2rOboXKH,"Ljq轮廓修复面诊：
不建议单侧二推颧弓，推的话有10mm空间，他说二推改善意义不大！推完显脸长！ 他认为脸型正面还算流畅不需要再调
我想切下劾侧衔接，他认为意义不大，因为我下巴宽和之前打玻尿酸有关，切了下颌侧也未必能很好的衔接流畅  玻尿酸不好处理 （注射时间超半年以上，基本不太可能比较好的取出）
建议是补下颌角
（打过6.78次韩产玻尿酸溶n次都溶不干净 导致下巴长痘 宽 不建议❌",,,,,2024-11-28T23:58:41,iPhone客户端,1,0,0,,,2024-11-28 23:58:41,True
5105751008481117	,P2pBOzAkd,分享图片 ,,https://wx2.sinaimg.cn/large/006marQMly1hw24iiwzyrj30zk1bf435.jpg,,,2024-11-28T18:22:43,iPhone客户端,4,5,0,,,2024-11-28 18:22:43,True
5105562049577889	,P2kH2EbE5,烦死了生气想吐最后悔的事切掉下颌角 ,,,,,2024-11-28T05:51:52,iPhone客户端,0,4,0,,,2024-11-28 05:51:52,True
5105282598309096	,P2dqjyRzG,下巴审美,,,,,2024-11-27T11:21:26,iPhone客户端,3,0,0,,,2024-11-27 11:21:26,False,7925898027,mioo0zz,5105276019278639	,P2dfHCVNt,"关于下巴的审美。幼态脸的流行导致短下巴开始成为一种趋势，但我始终认为任何五官的细节都不能偏离三庭五眼的标准，原生下巴短小的美女，头脸也一定是极小的。看到太多案例，明明是正常的下巴要去做大量的截骨/环切，最终呈现的效果是一种和年龄增大，下颌骨萎缩相似的衰老感。
除开一眼看去比例就不均衡的，正常人，珍惜下巴、下颌，原有的骨头厚度，不要轻易做减法，一个好看的下巴长度应该是人中长度的1.5-2倍之间。",,"https://wx4.sinaimg.cn/large/008Eog8Xgy1hw0lyp1pu8j30u00u0jv8.jpg,https://wx3.sinaimg.cn/large/008Eog8Xgy1hw0lypehytj30u00u00xj.jpg,https://wx4.sinaimg.cn/large/008Eog8Xgy1hw0lypp9cyj30u00u0tbt.jpg,https://wx1.sinaimg.cn/large/008Eog8Xgy1hw0lyor86lj30u00u0whk.jpg",,,2024-11-27T10:55:17,iPhone 15,5,0,2,,,2024-11-27 10:55:17
5105202864849386	,P2blIklxU,抽脂 胯 腿 屁股 模版 ,,"https://wx1.sinaimg.cn/large/006marQMly1hw0djuz80rj30wr11146l.jpg,https://wx4.sinaimg.cn/large/006marQMly1hw0djvff3wj30xc4qvb29.jpg,https://wx4.sinaimg.cn/large/006marQMly1hw0djuprydj311c1k0wq9.jpg",,,2024-11-27T06:04:36,iPhone客户端,4,2,2,,,2024-11-27 06:04:36,True
5105202555781198	,P2bldofX8,"感觉自己戴上口罩比较好看，主要是正面露鼻孔和侧面月亮脸 恨
 ",,,,,2024-11-27T06:03:22,iPhone客户端,1,2,0,,,2024-11-27 06:03:22,True
