id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106084337947473	,P2yhrxlv3,"姑娘今年28岁，第一次了解医美整形就是想要做丰胸，想利用脂肪变废为宝，改善自己大小胸不对称和形态问题。
王世虎教授给她安排了自体脂肪种植胸，术后罩杯提升明显，同时改善原本上极凹陷空瘪的问题，让胸型变得饱满对称。整体自然无痕。这个效果不错吧？#自体脂肪种植胸##自体脂肪丰胸# ",,"https://wx3.sinaimg.cn/large/005KGXIVgy1hw36deqlz4j339s26oe82.jpg,https://wx4.sinaimg.cn/large/005KGXIVgy1hw36dee9r1j339s26ohdu.jpg,https://wx4.sinaimg.cn/large/005KGXIVgy1hw36ddzpsej339s26o7wi.jpg,https://wx4.sinaimg.cn/large/005KGXIVgy1hw36deedd9j339s26onpe.jpg",,,2024-11-29T16:27:15,微博网页版,49,31,21,"自体脂肪种植胸,自体脂肪丰胸",,2024-11-29 16:27:15,True
5106059113398408	,P2xCLeg52,"3D动画给你演示一下吸脂手术中脂肪是如何被吸出来的！放心观看！#吸脂# #广州吸脂# #瘦身# 
吸脂与脂肪填充王世虎的微博视频
 ",,,"https://f.video.weibocdn.com/u0/G2u2cSLjgx085OpAz9Ly01041200af9P0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732891337&ssig=9egYP0Z3bt&KID=unistore,video",,2024-11-29T14:47:00,微博视频号,46,38,17,"吸脂,广州吸脂,瘦身",,2024-11-29 14:47:00,True
5106031677674367	,P2wUvwcs7,#王世虎美学课堂# 吸脂后不会反弹，到底真不真？一起看看分析怎么说！#广州吸脂# #吸脂塑形# ,,https://wx4.sinaimg.cn/large/005KGXIVgy1hw2yt04diij315o1z24lo.jpg,,,2024-11-29T12:58:00,微博网页版,30,29,22,"王世虎美学课堂,广州吸脂,吸脂塑形",,2024-11-29 12:58:00,True
5106014027776202	,P2ws2wCWC,"小姐姐的皮肤等各方面的状态都非常好，唯独面部轮廓不平整，还有黑眼圈泪沟和法令纹，直接拉低了整体颜值，看起来显老、不精神。
利用自体脂肪进行填充，改善脸型与轮廓，恢复自然饱满；面部重心改变后，整个脸也变小了，收获高级幼态脸。#自体脂肪填充##面部凹陷# 
吸脂与脂肪填充王世虎的微博视频
 ",,,"https://f.video.weibocdn.com/u0/BiuJ3pfZgx08jXMpQZKg010412002n960E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732891337&ssig=yfAGLjHSoO&KID=unistore,video",,2024-11-29T11:47:51,微博视频号,28,20,18,"自体脂肪填充,面部凹陷",,2024-11-29 11:47:51,True
5105988105667457	,P2vMenMmB,"早#还有2个月就是除夕了# 过年回家听到最扎心的大概就是：你是不是长胖了？
来算算看自己的体脂率在哪个区间，是不是要开始减肥大计了？#肥胖# #减脂# ",,"https://wx3.sinaimg.cn/large/005KGXIVgy1hw2vqo1c68j31d70u0dhf.jpg,https://wx1.sinaimg.cn/large/005KGXIVgy1hw2vqo254cj31no0u0tbj.jpg",,,2024-11-29T10:04:52,早安超话,29,14,15,"还有2个月就是除夕了,肥胖,减脂",,2024-11-29 10:04:52,True
5105740702548636	,P2plcaH12,"每逢面诊到想要做下面部提升的求美者，这个问题都是必问的，小V脸后要戴多久的弹力面罩？
正确佩戴弹力面罩有利于减缓面部肿胀，加速恢复，还能防止皮肤凹凸不平，所以一定要按照医嘱认真佩戴#面部年轻化##抗衰老# 
吸脂与脂肪填充王世虎的微博视频
 ",,,"https://f.video.weibocdn.com/u0/7Iv3VQQGgx083adzfCKI010412007ABb0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732891337&ssig=mu9ZirR5MY&KID=unistore,video",,2024-11-28T17:41:46,微博视频号,29,11,22,"面部年轻化,抗衰老",,2024-11-28 17:41:46,True
5105710620741513	,P2oyG36TT,"#冬天不宜减肥其实是错的# 随着天气变得越来越凉快，越来越多人来解决堆积已久的脂肪了。
即使是冬天，手臂线条也不能忽略，因为在厚衣服的加持下只会让它显得更粗壮。手臂吸脂后，改善拜拜肉下垂松垮，变得纤细修长；没有了多余脂肪细胞后，整个上半身更显轻盈。#手臂吸脂##瘦手臂# ",,"https://wx1.sinaimg.cn/large/005KGXIVgy1hw1zht99k2j30u0140tmd.jpg,https://wx2.sinaimg.cn/large/005KGXIVgy1hw1zht748nj30u01404be.jpg",,,2024-11-28T15:42:14,微博网页版,33,18,22,"冬天不宜减肥其实是错的,手臂吸脂,瘦手臂",,2024-11-28 15:42:14,True
5105685979205231	,P2nUVCCHt,"面部吸脂是解决面部发腮、“大饼脸”的方法之一，不少人对面部吸脂都有疑问困惑，今天就给大家科普一下，想要了解的都看看吧！#面吸##瘦脸# 
吸脂与脂肪填充王世虎的微博视频
 ",,,"https://f.video.weibocdn.com/u0/42QMejJPgx07UtrzPpNe01041200aJXp0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732891337&ssig=p6%2B4EGVVkO&KID=unistore,video",,2024-11-28T14:04:19,微博视频号,32,23,23,"面吸,瘦脸",,2024-11-28 14:04:19,True
5105649413783641	,P2mXXfSit,"小姐姐今年二十多岁，平时对美食可以说是来者不拒，慢慢的小肚子上堆积的脂肪就变得很可观了。她说这样的小肚子看起来很像个“孕妇”，出门还被别人让座。#减脂瘦身# 
于是选择了王世虎教授做#腰腹环吸# 进行改善，祛除腰腹上多余的赘肉，小腹变得平坦，侧身纤薄，折角腰线明显。甩掉脂肪，展现少女曲线的曼妙身材。 
吸脂与脂肪填充王世虎的微博视频",,,"https://f.video.weibocdn.com/u0/dAviTpdDgx08jWajnLug010412004SYA0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732891338&ssig=lHihwRrseH&KID=unistore,video",,2024-11-28T11:39:00,微博视频号,37,25,21,"减脂瘦身,腰腹环吸",,2024-11-28 11:39:00,True
5105624203661315	,P2mjifmtt,"今日#感恩节# 
感恩一路相伴 祝感恩节快乐！#广州整形# #广州吸脂# ",,https://wx1.sinaimg.cn/large/005KGXIVgy1hw1pmpaawpj30u01sxqbq.jpg,,,2024-11-28T09:58:51,早安超话,35,13,23,"感恩节,广州整形,广州吸脂",,2024-11-28 09:58:51,True
