id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106077409219785	,P2y6gCGud,"开团以来第一个菲林普利💉的案例
来自郡然郭医生@杭州微整医生郭一辰 
【菲林普利眶周提升➕肉毒全面部提升➕爱尔菲林溶脂紧致➕热玛吉五代全面部900发】
组合拳一上效果立竿见影
紧了，平整了，脸小了，走势向上了
我们小郭医生入股不亏，面诊卡真的可以来一张！ 
 
网页链接
 ",,"https://wx3.sinaimg.cn/large/006i99VGly1hw35r2673tj30u0140gro.jpg,https://wx2.sinaimg.cn/large/006i99VGly1hw35r2jqccj30u01407al.jpg,https://wx2.sinaimg.cn/large/006i99VGly1hw35ui605aj30vd0n9aew.jpg,https://wx4.sinaimg.cn/large/006i99VGly1hw3637hszpj30u01lbdth.jpg",,,2024-11-29T15:59:43,iPhone 16 Pro Max,9,6,0,,杭州微整医生郭一辰,2024-11-29 15:59:43,True
5106023902219530	,P2wHY9joS,"大疆pocket 3这个色调绝了。。
原图直出没滤镜的
我怎么现在才把照片导出来啊
想念西葡双牙！！！ ",,"https://wx2.sinaimg.cn/large/006i99VGly1hw33heul78j30tk1gk48y.jpg,https://wx3.sinaimg.cn/large/006i99VGly1hw2zt6wknij30u01hcaip.jpg,https://wx4.sinaimg.cn/large/006i99VGly1hw2zt7c5avj30u01hc7f0.jpg,https://wx2.sinaimg.cn/large/006i99VGly1hw2zt64a7kj30u01hcn76.jpg",,,2024-11-29T12:27:06,iPhone 16 Pro Max,185,82,2,,,2024-11-29 12:27:06,True
5105810298111558	,P2r9ry2bA,"还有跟大家分享低能量时期补充能量的丰容行为⬇️原贴有句话我超级赞同，就是不要因为低能量“不干正事”而苛责自己，不要自我攻击，活着已经很棒啦，等状态好了再努力吧，起码心情和身体要好！！ 
评论配图",,,,,2024-11-28T22:18:19,iPhone 16 Pro Max,28,4,0,,,2024-11-28 22:18:19,False,5764954164,美ye,5105805407556406	,P2r1yvHLw,"🥥Yelog回归！
这条🫙👍3️⃣份护肤品
准备从明天开始放假一周～～
有没有老婆在北大壶与我雪中漫步啊❄️ ",,"https://wx4.sinaimg.cn/large/006i99VGgy1hw2aq034m2j324n2u7u0x.jpg,https://wx3.sinaimg.cn/large/006i99VGgy1hw29uea0hmj31o0284npd.jpg,https://wx4.sinaimg.cn/large/006i99VGgy1hw2abhtd0fj33b04eohdw.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2ab5w6hyj32c0340hdu.jpg,https://wx2.sinaimg.cn/large/006i99VGgy1hw29t6qjlzj32c0340u0x.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2ab76ftaj32c0340qv5.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2abc67bpj31pk2a3ayy.jpg,https://wx2.sinaimg.cn/large/006i99VGgy1hw2abe38poj32c0340hdu.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2ar4xc9lj32c0340x6p.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004B71Mjgx08jWPjwnb90f0f0100wmZE0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003t5MHxgx08jWPfVXhl0f0f0100h7kN0k01.mov,,2024-11-28T21:58:53,iPhone 16 Pro Max,206,114,3,,,2024-11-28 21:58:53
5105805407556406	,P2r1yvHLw,"🥥Yelog回归！
这条🫙👍3️⃣份护肤品
准备从明天开始放假一周～～
有没有老婆在北大壶与我雪中漫步啊❄️ ",,"https://wx4.sinaimg.cn/large/006i99VGgy1hw2aq034m2j324n2u7u0x.jpg,https://wx3.sinaimg.cn/large/006i99VGgy1hw29uea0hmj31o0284npd.jpg,https://wx4.sinaimg.cn/large/006i99VGgy1hw2abhtd0fj33b04eohdw.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2ab5w6hyj32c0340hdu.jpg,https://wx2.sinaimg.cn/large/006i99VGgy1hw29t6qjlzj32c0340u0x.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2ab76ftaj32c0340qv5.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2abc67bpj31pk2a3ayy.jpg,https://wx2.sinaimg.cn/large/006i99VGgy1hw2abe38poj32c0340hdu.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2ar4xc9lj32c0340x6p.jpg,https://wx2.sinaimg.cn/large/006i99VGgy1hw2ab49nauj32c0340u0x.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw29wgevuej33b04eo7wj.jpg,https://wx4.sinaimg.cn/large/006i99VGgy1hw2abnaufvj32c0340qv5.jpg,https://wx1.sinaimg.cn/large/006i99VGgy1hw2aba2oo6j33402c01ic.jpg,https://wx2.sinaimg.cn/large/006i99VGgy1hw2abjuddbj32c03401ky.jpg,https://wx2.sinaimg.cn/large/006i99VGgy1hw2abog4dsj30wp0wpnd9.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004B71Mjgx08jWPjwnb90f0f0100wmZE0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003t5MHxgx08jWPfVXhl0f0f0100h7kN0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003T3b3wgx08jWPrtkMT0f0f010087N80k01.mov,,2024-11-28T21:58:53,iPhone 16 Pro Max,206,114,3,,,2024-11-28 21:58:53,True
5105755931806346	,P2pJL7zUC,"【杭州智美】光电体验反馈～～它家的医生做皮肤治疗都是极好的，甚至有些大材小用，毕竟全抗衰导师阵容真的不常见，打遍江浙沪无敌手
 #yeedback医美变美#",,,,,2024-11-28T18:42:17,iPhone 16 Pro Max,6,5,0,yeedback医美变美,,2024-11-28 18:42:17,False,3740210354,BelleVie_,5104350324595342	,P1PaEjhsq,"杭州智美黑金超光子绝佳体验
院内环境：选的是万象城院区，是今年九月才正式开业的，装修很新，空间也很大，每个操作室基本上都能看到高层楼外的风景，视野开阔，自然而然地就会令人放松下来。
机构服务：这次体验给我印象最深刻的就是智美细致入微的服务！从预约到店到面诊操作再到术后修复，不论是导诊、医助还是医生都特别贴心温柔，会全程关注到每一个细小环节，确保客人处于最舒适的状态。
医生操作：操作医生叶主任当然也非常专业，面诊的时候会根据皮肤状态和个人需求给出中肯的项目建议，还会肯定我的五官和皮肤优势，情绪价值拉满～操作过程整体相对温和，会特别针对泛红部位进行加强，基础光电项目也充分实现了最大效用。虽然黑金超光子更多地还是祛红，不能完全满足我个人祛黑痘印的诉求，但术后即时提亮效果还是很显著的。@美ye @智美品质医美",,"https://wx2.sinaimg.cn/large/deef14b2gy1hvxnkdoxbqj22c03401ky.jpg,https://wx1.sinaimg.cn/large/deef14b2gy1hvxnkcmncyj213u0tujyw.jpg,https://wx2.sinaimg.cn/large/deef14b2gy1hvxnkf1o3nj20zu25ob29.jpg,https://wx4.sinaimg.cn/large/deef14b2gy1hvxnkfk5u7j20u0140jym.jpg,https://wx1.sinaimg.cn/large/deef14b2gy1hvxnkgsdr7j22c0340hdu.jpg,https://wx4.sinaimg.cn/large/deef14b2gy1hvxnki3nxsj20u0140ter.jpg",,,2024-11-24T21:36:54,iPhone客户端,1,3,1,,"美ye,智美品质医美",2024-11-24 21:36:54
5105755394672459	,P2pITjBwf,"【杭州郡然】反馈，每一位顾客老婆都是那么的满意～～我们的机构就是有如此的承接能力
椰宝的挑剔也算是有用处了！ #yeedback医美变美#",,,,,2024-11-28T18:40:08,iPhone 16 Pro Max,7,1,0,yeedback医美变美,,2024-11-28 18:40:08,False,7795098899,欢乐乱码,5105038779224841	,P2753CHNL,"哈哈哈哈 今天第一次去郡然体验了一把经典超声炮，应该是和老板谈的，真的是好美好专业好活泼好可爱的女孩子，给的建议也很中肯很适合我，让医美小白（其实并不是，但无力吐槽了）找到了提升自己的方向。
郭医生的操作也没话说，过程丝滑迅速痛感很小。第一次做抗衰其实有点慌的，但郭医生非常专业，全面答疑解惑，解除了我的后顾之忧👍👍
最后不得不说超声炮也太适合我这样的打工狗了，做完马上回单位，一点不影响我当牛做马@美ye @杭州郡然艾美医疗美容诊所 ",,,,,2024-11-26T19:12:35,iPhone客户端,2,2,1,,"美ye,杭州郡然艾美医疗美容诊所",2024-11-26 19:12:35
5105741788087223	,P2pmWxVR5,"真的想跟微博医美提个建议
你们要宠我们这些博主
能不能优化一下小店后台
连个回复顾客的客服入口都没有，算什么宠爱
 ",,https://wx1.sinaimg.cn/large/006i99VGgy1hw23f7ajnpj310o061dgw.jpg,,,2024-11-28T17:46:05,iPhone 16 Pro Max,21,3,0,,,2024-11-28 17:46:05,True
5105659829818241	,P2neKFcaJ,"医美团购群在这里～～
我让椰奶冻进群服务你们了
她的工作时间是早10晚10，其他时间我也会在线
有问题随时可以解答
椰宝变美团购群（医美）
 ",,,,,2024-11-28T12:20:25,iPhone 16 Pro Max,23,14,0,,,2024-11-28 12:20:25,True
5105643696164977	,P2mOJpRN7,"【深圳漾妃】陈主任反馈，“陈医生不仅技术好还特别有耐心，详细解答了我的疑问，还贴心地提前为我做了术前保湿护理，以避免光电疹的问题发生。体验完fotona 4d眼部又买了热玛吉～～” 
 
网页链接
 #yeedback医美变美#",,,,,2024-11-28T11:16:18,iPhone 16 Pro Max,6,2,0,,,2024-11-28 11:16:18,False,5900812828,insigniapoint嗦粉达人,5105642085549762	,P2mM8nhKi,"前几天去了位于香蜜湖的漾妃医美进行项目咨询和面诊，真是一次超棒的体验！诊所坐落在风景如画的区域，超大玻璃窗俯瞰福田全景，说实话坐在等待区美得让人移不开眼🫣。内部环境也是相当优雅，有点像置身于高档酒店喝下午茶那样
。服务人员个个态度极佳，轻声细语，让人倍感舒适。
这次我尝试了Fotona4d眼部。陈医生不仅技术好还特别有耐心，详细解答了我的疑问，还贴心地提前为我做了术前保湿护理，以避免光电疹的问题发生。整个过程无比顺利，能明显感受到眼部肌肤变得紧致光滑👍。十分推荐给想要提升肌肤状态的小姐妹们哦！体验下来后还买了热玛吉，期待下次再来享受一番～ @美ye @漾妃医美 #Fotona4D体验",,"https://wx1.sinaimg.cn/large/006rlcYsgy1hw1rzxh3tsj31g81y01c6.jpg,https://wx1.sinaimg.cn/large/006rlcYsgy1hw1rzz91jgj32pd3lthdu.jpg,https://wx4.sinaimg.cn/large/006rlcYsgy1hw1s00mho2j32qa33nu0x.jpg,https://wx3.sinaimg.cn/large/006rlcYsgy1hw1s03404oj32mf32z4qs.jpg,https://wx3.sinaimg.cn/large/006rlcYsgy1hw1s058ag2j33b03dae82.jpg,https://wx4.sinaimg.cn/large/006rlcYsgy1hw1s089oenj31fx1tdqql.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003dFxOpgx08jW8TVTeE0f0f01006XMc0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004Gm9Mwgx08jW8TMK4U0f0f0100eHEF0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004bq8DKgx08jW8UomAL0f0f01004Xn50k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000ahfB1gx08jW8UCkhO0f0f01007Yxc0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002pxxm5gx08jW8V1Y9F0f0f0100kSwW0k01.mov,,2024-11-28T11:09:54,iPhone客户端,1,1,1,,"美ye,漾妃医美",2024-11-28 11:09:54
5105058273037371	,P27AvcK9R,"油痘肌亲妈—芙芙全品团
🫙👍抽2️⃣个老婆送日夜痘痘贴
很喜欢芙芙这个牌子，全线产品都是针对油痘肌设计
除了身体祛痘喷雾这种大部分国货品牌都没有的口碑品
还有专门抗痘的祛痘面膜、祛痘急救贴
给油敏皮准备的平衡洁颜蜜、又干又敏可用的保湿面膜
一共五个品，都非常有针对性且实用！
先说急救痘痘贴，急速瘪痘祛痘
非常推荐爱长红肿痘粉刺的油痘皮试试它
水胶体材料加上祛痘修护成分
在湿性环境下瘪痘更迅速还容易不留痘印
分日用和夜用
日用是透明的，适合已经冒白头的痘痘
含超微水杨酸加速瘪痘，可以隔离外部环境对痘痘的污染并且吸附痘痘里面的东西，贴之前最好用粉刺针把冒白了的痘痘扎破。而且还有半隐形的效果，白天用没有负担
夜用是棕色的更厚实，有更多舒缓修护成分
专利神经酰胺+积雪草苷消炎退红，催熟痘痘
使用起来有点清凉感，适合已经发红但是还没冒头的痘痘，可以快速催熟，非常有效
我一般最长贴两天就消下去了，而且睡觉的时候也不会蹭掉，贴的很牢，跟狗狗玩的时候贴脸蹭来蹭去都不会掉！早晚搭配，几乎能解决大部分痘痘问题，真的是痘肌必备好物！建议大家提前囤几盒以备不时之需。
  
然后是清痘焕肤面膜
针对性非常强的功效性面膜
以前基本不推荐油痘肌用面膜
这个是我觉得问题皮肤唯一能放心用的
祛痘抗炎+淡痘印+修护屏障都有了
每周1-2次即可，不要贪多
能有效改善皮肤水油平衡状态，疏通毛孔，镇定舒缓，深度保湿。
水杨酸+积雪草+神经酰胺的搭配，
先疏通毛孔抗痘控油抗炎，再用积雪草淡化痘印，同时神经酰胺修护屏障
配合其他祛痘的功效型精华效果会加倍好
敷上的时候凉凉的非常舒服，精华液量很足，上脸也很服帖。
粉刺闭口多也用这个，可以调节水油平衡，抑制反复长痘
配合痘痘贴简直是脸部急救专家，
一盒超大量，直接用个够。
而且在吸收这方面也有专利技术，吸收率要比普通的产品高很多，渗透做好了
然后是身体喷雾，芙芙的明星单品
第一代刚出的时候就给大家推荐过了
解决前胸后背长痘还有冬天穿太厚出汗捂出来的痘痘都很有效。
快则十来天慢则半个月就能看到这个身体喷雾对身体上痘痘的改善，
院线祛痘明星皮傲宁+奧婷敏+各种植物提取物消除痘痘，
抗痘祛痘的同时改善毛孔阻塞，
最新升级版还有一定的修护作用，
专利连翘提取物＋烟酰胺，保湿抗炎，防止细菌滋生。
 
肤感也很好，喷雾很细腻，吸收快不黏腻，完全不担心喷完穿衣服不舒服。
最好是每次洗完澡用，给身体做一个清痘护理。
使用起来也方便，做了倒喷设计，方便大家自己倒着喷后背！
冬夏都可以用，坚持喷个十几天长痘的地方基本就干净了，
非常推荐！也是这个产品让我感受到芙芙越做越好了！
平衡洁颜蜜
很适合油痘肌敏感肌，非常温和且清洁力又很好
针对敏皮问题做了配方优化，针对TRPV1靶点做抑制处理
在保证清洁力的同时，
最大限度地不刺激皮肤炎症和敏感，
让油皮敏皮的脸都可以安心洗干净。
没有什么额外添加，洗完绝对不会泛红，像大家常用的防晒啊都是能直接洗掉的，
而且这个洁颜蜜是有控油效果的，洗感也很棒，泡沫绵密轻柔温和，
使用感和功效平衡的很好！
 
深润保湿舒缓面膜
皮肤干燥敏感急救期常备的好东西。
果冻膜布完全贴脸，膜布超薄，
且能很好的承载住精华，
精华量很大，补水超强！
还有双专利修护成分B5+壳聚糖深润皮肤肌底，
给皮肤彻底补水舒缓，很适合换季敏感的时候敷，
维稳和舒缓效果都非常好，保湿更是不用说，。
芙芙是为数不多一上来就开全品的牌子，
因为确实非常实用，性价比高且物超所值，
每一个产品都切实为油痘肌考虑，很多细节更是非常贴心。
非常推荐！！全品可入！！",,"https://wx3.sinaimg.cn/large/a66d0169ly8hvzvrtp80dj22c0340e81.jpg,https://wx1.sinaimg.cn/large/a66d0169ly8hvzvs439coj22c0340np1.jpg,https://wx4.sinaimg.cn/large/a66d0169ly8hvzvs5wu41j22c03401kx.jpg,https://wx3.sinaimg.cn/large/a66d0169ly8hvzvs83ve5j22c045cb29.jpg,https://wx4.sinaimg.cn/large/006i99VGgy1hvzx3xv051j32ds2dskjl.jpg,https://wx1.sinaimg.cn/large/a66d0169ly8hvzvs35fw3j22c03404qp.jpg,https://wx2.sinaimg.cn/large/a66d0169ly8hvzvs2f8lwj22c03404qp.jpg,https://wx4.sinaimg.cn/large/a66d0169ly8hvzvs7g6r2j22c0340ayt.jpg,https://wx2.sinaimg.cn/large/a66d0169ly8hvzvs6pr55j22c045c1kx.jpg",,,2024-11-26T20:30:02,微博  weibo.com,136,66,6,,,2024-11-26 20:30:02,True
