id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105996697439815	,P2w05vdr1,垫了鼻翼基底后人中到底会不会变长？我们在进行鼻翼基底膨体填充的位置仅仅在鼻翼外两侧的凹陷处，而人中下面是没有假体的，恢复期内由于上唇的肿胀突起，从视觉上产生人中暂时性错觉改变，当局部淋巴循环和血液循环恢复后水肿和血肿都会消失，消肿恢复以后人中长短与术前不构成任何改变； ,,https://wx1.sinaimg.cn/large/5ef500a1ly1hw0l8ga8cnj20u01t0wmh.jpg,,,2024-11-29T10:39:00,微博网页版,0,1,1,,,2024-11-29 10:39:00,True
5105781278511912	,P2qoDzIkU,眉弓及眉心术前设计画线~眉弓所加高度不是“多多益善”，医生更多考虑的是眉弓术后既增加了眉骨立体感、改善了眼突，又不会出现明显的突兀不自然，眉弓不是独立的部位，必须考虑跟周围额颞部及眉心区域的衔接过渡。对于女性患者来讲，务必要保证术后效果自然和周围区域的衔接，不然会破坏面部的柔和感，做了不但不加分反而会减分。,,https://wx1.sinaimg.cn/large/5ef500a1ly1hvyi6pmldaj20p00m8n1c.jpg,,,2024-11-28T20:23:00,微博网页版,0,1,0,,,2024-11-28 20:23:00,True
5105342386801579	,P2eYKsxoT,中下面部吸脂塑形常规4大区域；A:颧下侧 B：面颊部 C：下颌缘 D：双下巴；颧下侧组织肥厚会显得臃肿，视觉上还会加深鼻唇沟的凹陷，该区域可以通过吸脂的方式让脂肪层减薄； ,,https://wx1.sinaimg.cn/large/5ef500a1ly1hvyi2d3rcnj20m80lydjz.jpg,,,2024-11-27T15:19:00,微博网页版,0,1,0,,,2024-11-27 15:19:00,True
5104924885257633	,P247mm3Kx,眉弓术中取出的大量线质；骨感立体的眉弓形态非注射或埋线可达，这方面没有捷径可走； ,,https://wx1.sinaimg.cn/large/5ef500a1ly1hvyhs90fc0j20m60f3td1.jpg,,,2024-11-26T11:40:00,微博网页版,0,1,0,,,2024-11-26 11:40:00,True
5104710975756242	,P1Yylo9sC,重度鼻翼基底凹陷填充，定型厚度：加强型膨体7mm； ,,https://wx2.sinaimg.cn/large/5ef500a1ly1hvtudre6q9j20m80lgtbd.jpg,,,2024-11-25T21:30:00,微博网页版,0,0,0,,,2024-11-25 21:30:00,True
5104240877896401	,P1Mk7x8dj,眉弓术前画线设计~该例眉弓最高点超过了4mm；就单一眉弓项目而言，眉弓所加高度要考虑眉骨周围区域的饱满度和皮肤张力，以术后自然不突兀、眉骨边缘衔接无明显断层为准则，根据我们的临床经验和大量案例反馈，单独做眉骨加高，自然的效果其厚度不要超出4毫米，绝大部分以3毫米左右改善为佳；#膨体眉弓# ,,https://wx3.sinaimg.cn/large/5ef500a1ly1hvtu2uqb0oj20p00go41h.jpg,,,2024-11-24T14:22:00,微博网页版,0,1,0,膨体眉弓,,2024-11-24 14:22:00,True
5103836966159727	,P1BOEpQqr,修复外院不佳鼻基底形态，取出肋软骨碎后更换为膨体修复；修复原因：对于中重度鼻基底凹陷，散在的碎化肋软骨难以达到应有的支撑和填充厚度，鼻唇沟骨性凹陷情况改善有限。 #鼻基底修复# ,,https://wx2.sinaimg.cn/large/5ef500a1ly1hvttr9qkhgj20p00go42w.jpg,,,2024-11-23T11:37:00,微博网页版,0,0,0,鼻基底修复,,2024-11-23 11:37:00,True
5103596381145777	,P1vyC4O4h,增加面中部骨性支撑组合，膨体垫苹果机（中度、最厚处4mm）+鼻翼基底填充（重度、最厚处7mm）； ,,https://wx4.sinaimg.cn/large/5ef500a1ly1hvtpc1f2b0j20m80mh76w.jpg,,,2024-11-22T19:41:00,微博网页版,0,1,0,,,2024-11-22 19:41:00,True
5103157049557544	,P1k80E6lW,有些患者眉弓以前注射过玻尿酸或脂肪，对假体垫眉弓效果层面是否有影响呢？图示为一例假体眉弓术中腔隙剥离后可见厚厚的脂肪层；此类情况影响肯定是有的，影响大小在于注射后组织的厚度，眉弓是骨感标志的体现，而注射相当于增加组织的厚度，会显得肥厚无形，试想下夏天穿单衣和冬天穿棉衣呈现的体型外观区别就比较好理解了。#膨体眉弓#,,https://wx3.sinaimg.cn/large/5ef500a1ly1hvtuiptd07j20p00goq8j.jpg,,,2024-11-21T14:35:15,微博网页版,0,1,0,膨体眉弓,,2024-11-21 14:35:15,True
5102743763027640	,P19nqcHCU,面部加减组合，膨体鼻基底（最厚处8mm）+中下面部吸脂塑形（吸脂区域：颧下侧、面颊、下颌缘、双下巴）； ,,https://wx2.sinaimg.cn/large/5ef500a1ly1hvq7nljpv4j20jg0ncq5r.jpg,,,2024-11-20T11:13:00,微博网页版,0,1,0,,,2024-11-20 11:13:00,True
5102511230814627	,P13kn3pV9,面部骨性支撑“三剑客” ：膨体丰眉弓+膨体鼻基底+膨体垫下巴术中假体雕刻并调试完成； ,,https://wx2.sinaimg.cn/large/5ef500a1ly1hvntzzzkraj20p00gojt9.jpg,,,2024-11-19T19:49:00,微博网页版,0,1,1,,,2024-11-19 19:49:00,True
