id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105713008086935	,P2oCwxVMr,"断舍离的感觉真的很舒服 感觉整个人被净化了 
保洁一边收拾 我一边把不要的衣服归纳扔掉
尺码不合的衣服直接扔掉
尺码合适不喜欢了的衣服扔了 
最近不怎么爱买衣服了 如果要买也要买材质 质感 价格贵一点的衣服 便宜的衣服甚至我买回来一次也没穿就不喜欢了 
衣柜里大部分都是吊牌都没拆的衣服 平时穿的最多的是睡衣和健身穿的衣服 
对奢侈品包去魅了  不会再买了 但是爱马仕没有 
我现在多么希望能拥有一只爱马仕！",,,,,2024-11-28T15:51:43,老公给买的iPhone 16 Pro Max(黑色钛金属),0,0,0,,,2024-11-28 15:51:43,True
5105704019430665	,P2oo1Dzlv,超绝正太音,,,,,2024-11-28T15:16:00,老公给买的iPhone 16 Pro Max(黑色钛金属),0,0,0,,,2024-11-28 15:16:00,False,3932588380,刘浩存,5105371776288173	,P2fK9qnQ9,"✨文案……星存们一起来写吖✨ 
刘浩存的微博视频
 ",,,"https://f.video.weibocdn.com/o0/NmlFCgTplx08jUX9o6HS01041202xYYE0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732790078&ssig=b11MuzjfPG&KID=unistore,video",,2024-11-27T17:15:47,微博视频号,46796,22348,44576,,,2024-11-27 17:15:47
5105480773668535	,P2izXfolV,up,,,,,2024-11-28T00:28:54,老公给买的iPhone 16 Pro Max(黑色钛金属),1,0,0,,,2024-11-28 00:28:54,False,6625231598,ArtemisMisae,5105374459593930	,P2fOtEfOO,"避雷@dr刘志勇 @杭州联合丽格第六医疗美容医院 谁还敢找杭州联合丽格6院的6zy？ 
抽纸把顾客做坏了不售后玩消失玩跑路？
在pyq假装岁月静好还在面诊手s术圈元子？#避雷##刘志勇 体雕##uql大臀填充# ",,"https://wx2.sinaimg.cn/large/007emNoagy1hw0x95vg4fj30u00w9acd.jpg,https://wx3.sinaimg.cn/large/007emNoagy1hw0x94u1gmj30ij7psqts.jpg,https://wx2.sinaimg.cn/large/007emNoagy1hw0x91zu9dj30u01rjq7u.jpg",,,2024-11-27T17:26:27,iPhone 15 Pro Max,13,2,4,"避雷,刘志勇 体雕,uql大臀填充","dr刘志勇,杭州联合丽格第六医疗美容医院",2024-11-27 17:26:27
5105112558602836	,P2903A5Zq,转发微博,,,,,2024-11-27T00:05:45,老公给买的iPhone 16 Pro Max(黑色钛金属),0,0,0,,,2024-11-27 00:05:45,False,3210599181,柏林君在减肥,4865487366783562	,MrtCMssIi,"最近一年多又写了超多护肤医美的功课
但之前那个置顶的合集已经塞不下了，所以又弄了一个新的21年8月-至今功课汇总
21年八月之前的功课看另外一个置顶合集即可
然后再说一下，我这些功课合集都是没有任何广告/暗广/植入的，放心观看
21年8月-至今功课汇总
【2022年护肤年榜】
网页链接
【如何拥有清晰的下颌线】
网页链接
【颈纹淡化合集】
网页链接
【如何让自己的脸更小】
网页链接
【法令纹改善合集】
网页链接
【面部抗衰大合集】
网页链接
【黑眼圈合集】
网页链接
【适合痘肌的医美项目】
网页链接
【美白医美项目】
网页链接
【洗发水合集3.0】
网页链接
【洗发水合集2.0】
网页链接
【夏日清洁面膜合集】
网页链接
【水杨酸护肤合集】
网页链接
【科学头皮头发护理】
网页链接
【头皮精华合集】
网页链接
【科学抗氧化合集】
网页链接
【平价美白精华合集】
网页链接
【VA终极合集】
网页链接
【维A“替代”合集】
网页链接
【近期爱用】
网页链接
【爱用合集】
 
网页链接
【近期爱用】
 
网页链接
【近期爱用】
 
网页链接
【近期爱用】
 
网页链接
【终极保湿滋润合集】
 
网页链接
【面霜合集-豪华版】
 
网页链接
【屏障修复专题】
 
网页链接
【皮肤泛红专题】
 
网页链接
【红血丝&皮肤泛红的护理】
 
网页链接
【终极屏障修复合集】
 
网页链接
【秋冬手部护理】
 
网页链接
【终极身体乳合集】
 
网页链接
【秋冬保湿合集-精简版】
 
网页链接
【秋冬保湿修复合集】
 
网页链接
【各肤质抗炎修复详解】
 
网页链接
【平价好物合集】
 
网页链接
又油又干/外油内干适合的面霜
 
网页链接
油皮面霜
 
网页链接
下颌线长痘
 
网页链接
果酸身体乳推荐
 
网页链接
vc精华推荐
 
网页链接
美白精华推荐
 
网页链接
保湿面霜推荐
 
网页链接
油皮夜间护理
 
网页链接
唇周暗沉
 
网页链接
化妆水推荐
 
网页链接
油皮抗氧化精华
 
网页链接
偏干皮美白精华
 
网页链接
防晒推荐
 
网页链接
入门va精华推荐
 
网页链接
新生红痘印
 
网页链接
清爽型氨基酸洁面
 
网页链接
口服产品推荐
 
网页链接
手部护理方案
 
网页链接
化妆水挑选指南
 
网页链接
护肤品搭配
 
网页链接
头屑困扰
 
网页链接
生发
 
网页链接
沙漠干皮快速改善
 
网页链接
酵母水专题
 
网页链接
眼周干燥眼霜
 
网页链接
视黄醇搭配
 
网页链接
挑选适合自己的洁面
 
网页链接
快速选择适合自己的vc精华
 
网页链接
鼻贴的正确使用方法
 
网页链接
痘肌VA产品
 
网页链接
干皮秋冬防晒
 
网页链接
酸类身体乳使用指南
 
网页链接
背部祛痘专题
 
网页链接
闭口专题
 
网页链接
祛痘药膏专题
 
网页链接
淡纹眼霜专题
 
网页链接
亚洲人美白方案
 
网页链接",,,,,2023-02-04T18:20:46,iPhone 14 Pro Max,2142,132,1370,,,2023-02-04 18:20:46
5105032770880140	,P26Vn3GXO,"很无奈的一个现象
整容动脸低龄化 低智化
不是说你年纪小整容不可以 是很多人年纪小她的审美根本就没健全 什么都不懂 很冲动的就想去做手术 小红书有好多十八 十几岁的小女孩就已经🍄 咨询打超声刀 
这个年纪护肤抹点水乳就可以了吧…
而且大多数人颜值焦虑太严重了 并没有上镜需求 一味追求平整度 网红感 审美都是畸形的 
说句实话 可能很多手术即使你动了对你整体改善并不大 没有自己的审美和对自己的充分了解 你就是 人为刀俎 我为鱼肉  
其实也挺理解这种心态的 谁还不是有过这个阶段 
我年纪小的时候也听不进去任何人的劝诫 当时我最喜欢听医托描绘的宏伟蓝图 譬如 做完这个项目 恢复完以后 能美过刘亦菲的这种鬼话🙃",,,,,2024-11-26T18:48:42,老公给买的iPhone 16 Pro Max(黑色钛金属),0,0,0,,,2024-11-26 18:48:42,True
5104345022731135	,P1P26bsuz,"不知道为什么很想逼逼两句 想讲一个细思极恐的故事
有些时候你做一件事有风险 上天会给你一点暗示你可以当时没感觉 但是过后回想起来挺可怕的
通过一个朋友的朋友介绍了一个女医托
是想咨询鼻子修复的 知道她就是医托所以她说什么也当参考了 她极其热情给你科普 甚至给我发隐私照片让我信服她做的肋骨鼻留下的疤痕很不明显 热情过头那种 然后呢 再和你打友情牌 什么都是东北人绝对不会坑你 当时我没有多少钱 所以我没选她
过了一年吧 我正好搬家去了外地 有点容貌焦虑 再加上有钱了想做手术动动脸了 正好她也在成都就见面约了个咖啡 她仍然很热情的推荐我一些项目 我也鬼迷心窍 因为她本人整的很精致 莫名其妙很相信她像中蛊了一样 晚上就定了去上海的机票 然后呢 重点来了 因为我刚到外地没朋友没社交 她就喊我去酒吧玩 我就欣然应允了 玩的时候喝上头了 也是好姐妹处上了 问题来了 她在酒吧和一个人有冲突 骂起来了 然后 消停一会儿又去包房里唱歌了 然后她介绍她的男性朋友跟我认识 嘛男性朋友对我动手动脚勾肩搭背的 她很义气拦下来 我很有好感 最后散场的时候发现 我外套丢了 。
但是满腔热血为谁冲 还是去上海做了手术 😷
还找她打了针 刚做完可满意了 
过了两个月又颜值焦虑了 （其实没什么要做的必要）找她 她给我打针 打了超多……
过了一个月 馒化了…… 
可以说 花了好几万 是白花了 现在脸上还有未吸收的交联剂 现在看丢的外套就在暗示 我因为她会破财 
🙃",,,,,2024-11-24T21:15:50,老公给买的iPhone 16 Pro Max(黑色钛金属),0,0,0,,,2024-11-24 21:15:50,True
5104339418877800	,P1OT3Bfwk,"挺搞笑的 其实医托也知道 医托这个称谓很不体面 所以都对外说法特别一致 不会承认的 还得踩一脚同行
“哎 要当医托的话才赚多少 我这就是源于热爱 比较爱美 投资了点钱 做医院的主理人股东…介绍你去做手术根本不赚钱的哦 和那些医托不一样”
尤其上海的
 杭州的 微信个性签名挂个“医院股东”
这也就忽悠忽悠不懂的小白和钱多迟钝的大妈了
而且他们都乱要价 有的贪心的能给你报多一倍的手术费 我自己就遇到过 我发誓他们说这话的时候脸不红心不跳 就是报价的时候眼神有点飘 很心虚的感觉  
说不了假话忽悠不了人的根本做不了这行",,,,,2024-11-24T20:53:34,老公给买的iPhone 16 Pro Max(黑色钛金属),0,0,0,,,2024-11-24 20:53:34,True
5104335073312811	,P1OM3dTOr,up,,,,,2024-11-24T20:36:17,老公给买的iPhone 16 Pro Max(黑色钛金属),1,3,0,,,2024-11-24 20:36:17,False,,,5104319416240902	,P1OmNqbxI,"抱歉，此微博已被作者删除。查看帮助：
 
网页链接",,,,,2024-11-24T19:34:05,,0,0,0,,,2024-11-24 19:34:05
5104334892697538	,P1OLLbjKG,现在还有伪素人推这个医生  无法理解,,,,,2024-11-24T20:35:35,老公给买的iPhone 16 Pro Max(黑色钛金属),0,0,0,,,2024-11-24 20:35:35,False,,,5104309066793271	,P1O66sveT,"抱歉，此微博已被作者删除。查看帮助：
 
网页链接",,,,,2024-11-24T18:52:58,,0,0,0,,,2024-11-24 18:52:58
5104289582942002	,P1NAGcllE,//@修仙公主2024:刘X庸真是屠刀,,,,,2024-11-24T17:35:32,老公给买的iPhone 16 Pro Max(黑色钛金属),1,0,0,,修仙公主2024,2024-11-24 17:35:32,False,6859181132,都市丽鹅_,5104139803820422	,P1JH6g1RI,"我就说这蠢比咋好意思把图1 发给顾客 他不嫌丢人吗？
哦 原来是顾客强烈要求才拍的
选抽脂医生别光看案例 看他抽出来的脂肪颜色就知道技术怎么样 
附上几张其他医生的科普 ",,"https://wx1.sinaimg.cn/large/007ucqlKgy1hvwy240yt5j30yw0ll0y3.jpg,https://wx3.sinaimg.cn/large/007ucqlKgy1hvwzjw6g1cj30ve17ktmg.jpg,https://wx2.sinaimg.cn/large/007ucqlKgy1hvwy2vk00yj30zu1nghdt.jpg,https://wx2.sinaimg.cn/large/007ucqlKgy1hvwy2r7ws7j30zu1wrb29.jpg,https://wx2.sinaimg.cn/large/007ucqlKgy1hvwziwwu09j30zo1vtka2.jpg,https://wx3.sinaimg.cn/large/007ucqlKgy1hvwzf1v5vnj30u01o1wvi.jpg",,,2024-11-24T07:40:22,,191,28,29,,,2024-11-24 07:40:22
