id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105743957066614	,P2pqrtElE,"🧊𝑺𝒌𝒊𝒏𝑾𝒂𝒕𝒆𝒓 活动速递｜「与美之约」周年庆盛典
周年庆惊喜继续~
大光电、水光、BTL... 免🆓费送❗️
为你的年末焕新添彩，陪你直通2025🥂
🔽快解锁年末变美的通关秘籍！
 
🎊 热玛吉卡（图1）
A + B区自由搭配，项目均价蕞低3833💰可打热玛吉！
·  一卡即可get抗衰光电、胶原塑美、肌底滋养！
·  不管你是想要收紧提升，还是全层滋养，或是改善泪沟，都可满足~
🎁 反馈礼送5800💰BTL全面部 *3次，次卡可包揽你全年抗衰项目！
🎊 好皮疗程卡（图2）
直降💰1w 的黄微疗程卡！全年皮肤维养搭配都选好了，直接抄作业！
帮你对抗痘痘、痘印、暗沉、毛孔粗大等肌肤“小情绪”，与肌肤瑕疵和解~
🎁 更有反馈礼价值2979💰 BTL面颈眼 *1
诚意满满，抗衰光电直接送！
 
🎊 元气水光卡（图3）
立省💰4k+！在水光子 + 水光的疗程搭配，一年仅一次
在水光子包含面+颈！搭配水光亮白/修护/抗炎，为肌肤注入水润能量
岁末之际，别让肌肤 “黯淡无光”~
 
🎊 高阶水光卡（图4）
💰半价💰到手的水光卡组合，高阶护肤盛宴👇️
丽驻兰黑构建健康皮肤肌底，增厚表皮屏障，改善毛孔细纹，弹润肌肤；
搭配BTL胶原枪，get紧致小脸！
🎁 12月20日前，购次卡再直接送丽驻兰1+1水光！
 
🎊 多维超配卡 & 多维plus卡（图5-图6）
是谁还不知道！
在水王牌注射卡，高端注射材料每支！平均立减💰4000+！
在水名医导师的化妆式注射审美有多绝，带你自然换头！🥳
无论是想要局部的精雕，或是全脸的提升、大面积的容量补充，还是做外轮廓的提升...都能满足你~
🎁 颈部也帮你考虑在反馈礼内了！plus卡更是送光电！
 
🎊 胶原卡（图7）
·  4支 —— 立省💰3k，局部精雕：抚平泪沟、淡化黑眼圈、改善口周干瘪
·  8支 —— 立省💰10000！，全层胶原灌注，局部改善的疗程治疗等，让粉底液焊在脸上的秘诀
🎁 变美的同时，下颌缘 or 颈部维养一起拿捏！
 
🎊 更多福丽卡项...（图8-图13）
考虑到大家的变美需求不一
V脸复位年卡、头皮水光年卡
水姐也安排上啦🥳~
还有：T区立体卡 & 大提拉卡 & 外轮廓提升卡....
大家对号入座，
按需go美~
 #上微博学变美##广州在水##在水周年庆#广州·在水医疗美容诊所
 
在水周年庆 | 在水热",,"https://wx3.sinaimg.cn/large/008Bhcrogy1hw23h7eb0ej30u02dvu0x.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hw23hbpzt9j30u02asu0x.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hw23jwdubvj30u01rbhdt.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hw23k0v706j30u01rbhdt.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hw23yi5668j30u02dsx6p.jpg,https://wx4.sinaimg.cn/large/008Bhcrogy1hw23yoxxvjj30u02ds1ky.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hw23l9p3i6j30u01q0hdt.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hw23mztb4ij30u01m5e81.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hw23n3fwm6j30u01x4npd.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hw23o201v4j30u01pthdt.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hw23o1xq45j30u01cz7wh.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hw23o4trdtj30u01sdhdt.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hw23o9400wj30u01pthdt.jpg",,广州·在水医疗美容诊所,2024-11-28T17:54:42,微博网页版,1,1,0,"上微博学变美,广州在水,在水周年庆",,2024-11-28 17:54:42,True
5106122484353968	,P2zgYigFi,"周年庆🔥，很多宝贝到院💉啦
大家预约到院的热情实在太高涨
水姐都要招架不过来了
来给大家看一则新鲜出炉的大提拉好评~
🔹量肤预处理，守护干皮肌肤
🔹疼痛管理到位，舒适度💯
🔹大白操作专业&负责，耐心讲解~
在水会用心将交付质量做到蕞好
请大家安心来在水，一起无负担变美！#瘦脸##广州在水##在水好评#",,"https://wx4.sinaimg.cn/large/008Bhcrogy1hw3b6aavqqj30sg2j2qeb.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hw3b69qv7wj30u02ahgx2.jpg",,,2024-11-29T18:58:50,iPhone 15 Pro,0,0,0,"瘦脸,广州在水,在水好评",,2024-11-29 18:58:50,True
5106110686823181	,P2yXWsD1j,"周年庆 · 鱼鱼陪诊上线！
鱼鱼陪伴式面诊治疗
一对一畅聊捏脸方案📝
在线分享 do脸心得~
之前没蹲到她的姐妹们，不要放过这条小鱼~
🥰快来加入我们的周年庆活动！
享受鱼鱼的专属陪伴，一起给在水庆生吧🎂~#广州在水##在水周年庆##上微博学变美# ",,https://wx1.sinaimg.cn/large/008Bhcrogy1hw39tlbw46j30u01l3tfj.jpg,,,2024-11-29T18:11:57,iPhone 15 Pro,0,0,0,"广州在水,在水周年庆,上微博学变美",,2024-11-29 18:11:57,True
5105333811023851	,P2eKV4ilJ,"疼痛管理好评✅，光子&黄微质价比肯定✅，🆓照光✅，谢谢宝贝对在水生日的祝福~
希望我们都越来越好！#在水周年庆# #在水好评#",,,,,2024-11-27T14:44:56,iPhone 15 Pro,2,0,0,"在水周年庆,在水好评",,2024-11-27 14:44:56,False,1838966252,深藏不露zZ,5102027625726164	,P0QKmo1Du,看到朋友在在水做美美项目之后被种草过来的，刚好店里面周年庆，折扣力度很给力哟，店里面小姐姐超级nice@在水医疗美容SKINWATER #在水# 👍👍👍店里面很贴心备了很多山姆小零食，薄脆饼非常好吃，💗💗💗水光和微针项目的疼痛管理非常棒，而且光子和黄金微针都是脸➕颈的，真的超高性价比，术后还做黄极光修复，送一袋子满满当当的护理包，真的非常良心，现在皮肤有在慢慢变好哦！#在水周年# ㊗️在水生日快乐🎂🎂,,"https://wx2.sinaimg.cn/large/6d9c65ecgy1hvq8w2pfxaj20mr0zk437.jpg,https://wx1.sinaimg.cn/large/6d9c65ecgy1hvq8w34496j20mr0zkgrv.jpg,https://wx2.sinaimg.cn/large/6d9c65ecgy1hvq8w2cu0yj20mr0zkn13.jpg,https://wx1.sinaimg.cn/large/6d9c65ecgy1hvq8w3g6apj20mr0zkgrl.jpg",,,2024-11-18T11:47:19,iPhone客户端,1,1,1,"在水,在水周年",在水医疗美容SKINWATER,2024-11-18 11:47:19
5105020636758431	,P26BNsmaX,"1张多维卡做局部微调，能带来什么改善？
🔹T区折叠度：立体眉弓+打造妈生鼻（图1-图3）
🔹眼周改善：眶周提升+改善泪沟及黑眼圈，疲惫感❌（图4-图6）
🔹口周改善：平整口周+改善下巴后缩+下颌缘清晰（图7-图9）
来在水do脸👇🏻
不止是单部位调整，更是兼顾到整体的和谐度
既可做到局部变美，又能蝴蝶效果带动全面部改善#在水周年庆##广州在水##在水案例分享#",,"https://wx3.sinaimg.cn/large/008Bhcrogy1hvzqlgd6dmj30u011j79g.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvzqlfx6lrj30u011jn2m.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvzqlgvfm7j30u011jtdj.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvzqlt6d4sj30u011j0ym.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvzqltlhl4j30u011jafk.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvzqltzdb6j30u011jagr.jpg,https://wx4.sinaimg.cn/large/008Bhcrogy1hvzqm8x1dzj30u011j42v.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvzqm9dbobj30u011jaff.jpg,https://wx4.sinaimg.cn/large/008Bhcrogy1hvzqm9tiz6j30u011j0xn.jpg",,,2024-11-26T18:00:29,iPhone 15 Pro,1,0,0,"在水周年庆,广州在水,在水案例分享",,2024-11-26 18:00:29,True
5104970178756844	,P25ipAK3q,"📝黄金微针 | 常见Q&A
Q：敏感肌，能做黄微吗？
A：可以，但！如果敏敏肌正处活跃期🔛，如：发红发烫、痒、刺等，建议先舒敏维稳，待皮肤状态稳定后再考虑黄微。
黄金微针能刺J胶原蛋白重组和新生，选对大白和正确治疗反而能增厚真皮层，改善敏感肌的。
当然，大白🥼的定制打法很重要，根据敏感部位操作的层次和能量是不同的。
Q：黄微的能量和发数，是否越高越好？
A：不是。能量和发数应视乎个人耐受、肌肤情况而定，
切勿盲目追求高能量与高发数，只有适合自己的，才是Z好的。
在水的黄微，包含面+颈+眼，不限发数。大白根据个人情况量肤定制方案，疼痛管理拉满，更承包7天内到院促修复，缩短恢复期。
Q：黄微后爆痘，正常吗？
A：黄微后爆痘或长白头，是因为皮肤正在排出潜藏的细菌和油脂，属正常现象。
皮肤存在炎症及护理不当时，容易爆痘🦠；皮肤若为易出油肤质时，恢复期间容易长白头。
Q：爆痘或冒白头后该如何处理？
A：出现爆痘或冒白头现象后，7日内可🆓回院照光促修护，居家护理建议点涂异维酸和水杨酸促进排放和消炎，结节性痘痘可加涂夫西地酸。
Q：黄微只能改善肤质？
A：不是
。在水黄微仪器为帝医思pro，单双极同步治疗，实现紧致提升+改善肤质。
·单极 —— 可触达皮肤较深层次，深层加热收紧胶原蛋白，起到紧致提拉作用；
·双极 —— 集中作用于肌肤浅层，刺激皮肤微循环，集中能量改善毛孔、皮肤粗糙、痘坑痘印等问题。#黄金微针##广州在水#医美",,"https://wx2.sinaimg.cn/large/008Bhcrogy1hvzmn899noj30u00u0tcw.jpg,https://wx4.sinaimg.cn/large/008Bhcrogy1hvzmn7wnbij30u014045l.jpg",,,2024-11-26T14:39:58,医美超话,2,0,1,"黄金微针,广州在水",,2024-11-26 14:39:58,True
5104667108051442	,P1XpAxMxY,"来看这个【在水大提拉】案例
👇🏻通过多点位大提拉，放松降肌向下的紧张拉力，实现外轮廓提拉紧致+清晰下颌缘。
🔔黄主任在这里采用了定制打法，增加了胸锁乳突肌点位，起到颈部轻薄的作用，因此脖子也瘦了很多，臃肿感也随之改善~#瘦脸##广州在水##在水案例分享# ",,https://wx4.sinaimg.cn/large/008Bhcrogy1hvynyklia3j30u00wb0xf.jpg,,,2024-11-25T18:35:41,iPhone 15 Pro,2,2,0,"瘦脸,广州在水,在水案例分享",,2024-11-25 18:35:41,True
5104537511395763	,P1U2z5R6j,"🧊𝑺𝒌𝒊𝒏𝑾𝒂𝒕𝒆𝒓【问题肌逆袭健康皮】案例速看
 
半年前招募的3位问题肌模特
现在全部顺利毕业！
水姐来汇报一下治疗历程~
🧏🏻♀️皮肤诊断：
3位小姐姐都属于比较复杂的玫瑰痤疮，屏障受损严重，反复大面积爆痘，红痘印难消，痤疮与痘印覆盖中下面部，全脸泛红，模特1&3号还伴随有炎性浸润型增生。
🥼在水大白 独特治痘逻辑：
1⃣️深浅层兼顾+分阶对症治疗+联合治疗；
2⃣️补水+控油+修复+消炎+疏通；
每个人的问题和恢复情况不同，在这个大逻辑下，医生会有个人化定制治疗方案！
👩🏻模特1：
🔹个人情况：常年油敏痘肌，初中就开始长痘，最严重的时候曾到上海三甲求诊，稳定期也依旧小面积长痘+陈年痘印，今年2月底大面积爆红肿痘，且口周皮损严重，伴随增生凸起，手都不敢碰脸。
🔹治疗历程：医从性极高，半年治疗周期里始终坚持15天复查1次！配合黄主任完成了3个阶段的治疗。治疗思路详见👉🏻
网页链接
🔹治疗效果：痤疮及增生基本改善，皮肤透亮光滑、白亮，痘印也同步淡化，不再频繁长痘
🔹本人repo：
消炎消痘印
网页链接
 
祛痘控油疏通
网页链接
 
维稳治疗
网页链接
 
治疗总结及现状 
网页链接
  
网页链接
👩🏻模特2：
🔹个人情况：这位小姐姐的情况会比另外2位好一些，换城市生活后开始大面积爆痘，但痘痘有初步好转，主要是屏障受损、皮肤不稳定、痘坑痘印多，以及全脸泛红严重，面颊时常发烫
🔹治疗历程：3个月治疗基本就修复了肌底屏障，后期治疗主要以光子+水杨酸维稳和巩固为主。治疗思路详见👉🏻
网页链接
🔹治疗效果：全脸褪红，痘印淡化，毛孔及痘坑改善，肌肤变得透亮；出油减少，爆痘概率大幅降低
🔹本人repo：
控油疏通
网页链接
 
修复维稳
网页链接
 
治疗总结及现状 
网页链接
 
网页链接
👩🏻模特3：
🔹个人情况：七年长痘史，一直反复长痘，红痘印难消，口周及鼻头有增生凸起；曾公立医院开药治疗，在其他机构做过7次伊肤泉微针，仅有些微好转且病情反复。
🔹治疗历程：基本1个月只到院1次，由于时间安排中断过2个月的治疗，未能完整配合治疗周期，疗效不如模特1，但痤疮基本改善，面部白净许多。治疗思路详见👉🏻
网页链接
🔹治疗效果：脸颊红肿痘基本治愈，皮肤细腻透亮，口周增生有所改善。
🔹本人repo：
联合治疗
网页链接
  
网页链接
 
疏通消炎
网页链接
现状repo 
网页链接
👇🏻更多痘肌案例指路：
红肿痘痤疮改善
网页链接
 
网页链接
长期反复痘肌治疗
网页链接
从初中开始长痘&玫瑰痤疮
网页链接
痘印多&泛红严重
网页链接
额头爆痘&白头粉刺多
网页链接
敏感肌屏障受损
网页链接
水油失衡&中度敏感皮
网页链接
色斑治疗
网页链接
痘坑直接
网页链接
 #在水周年庆##广州在水##在水案例分享#",,"https://wx3.sinaimg.cn/large/008Bhcrogy1hvxkgrdkvtj30u00u0gpw.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvxkgt3duhj30u00u0goy.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvxkgvhickj30u00u0aeg.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvxkgpxgwkj30u00u078d.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvxkgwttr5j30u00u0why.jpg,https://wx4.sinaimg.cn/large/008Bhcrogy1hvxkgz9budj30u00u00x9.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvxkh0hac0j30u00u0q6p.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvxkh1zsclj30u00u0n0l.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvxkh4r5kaj30u00u0dkb.jpg",,,2024-11-25T10:00:43,iPhone 15 Pro,2,0,1,"在水周年庆,广州在水,在水案例分享",,2024-11-25 10:00:43,True
5104356008136016	,P1PjOy8y4,"周年庆活动如火如荼🔥
现场抽奖好礼享不停~
三位医生同时坐诊
机会难得🤩记得提前预 约！
年前抢跑变美赛道
共赴与美之约✨#在水周年庆##广州在水#医美
 ",,"https://wx3.sinaimg.cn/large/008Bhcrogy1hvya2namvxj32c0340npf.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvya2n8lpbj32c0340hdt.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvya2n6q9pj32c0340b2b.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvya2tdgphj33b0437u10.jpg,https://wx4.sinaimg.cn/large/008Bhcrogy1hvya2vsutbj32c03401ky.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvya2vgzumj32c03401l0.jpg",,,2024-11-24T21:59:29,医美超话,0,0,0,"在水周年庆,广州在水",,2024-11-24 21:59:29,True
5103963915161716	,P1F7plENu,"在水【皮肤华佗】傅院好评repo~
🌈皮肤疑难杂症手到擒来
🌈技术过硬&眼光独到，擅长心灵按摩
🌈实打实为顾客着想，省钱省量省心
本次周年庆活动也有傅院坐镇~
不用额外加💰治疗
就能体验副主任高定医生治疗！
👇🏻案例指路：
红肿痘&痤疮
网页链接
 
网页链接
 
网页链接
黄金微针
网页链接
水油平衡
网页链接#在水好评##广州在水##在水周年庆#",,"https://wx4.sinaimg.cn/large/008Bhcrogy1hvwf4sfytmj30sg2yjtrr.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvwf4zm04jj30sg2g0k4e.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf4st8l4j30u027u7dv.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvwf51mlm7j30u024bgwx.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf52l06nj30u02gqalu.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf522gstj30n01dsadr.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf4v5ncrj30pl0sgdkn.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf4w3pg0j30j61wzk1g.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf5104wej30sg2m74fw.jpg,https://wx3.sinaimg.cn/large/008Bhcrogy1hvwf4tgrlgj30hl0kpwhr.jpg,https://wx4.sinaimg.cn/large/008Bhcrogy1hvwf4s32hmj30j615hgqr.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf4un3ufj30j61uctjh.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf5025qvj30u01zjh1q.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvwf50g739j30u01syal0.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvwf4t6be1j30hu0cltac.jpg,https://wx1.sinaimg.cn/large/008Bhcrogy1hvwf4tpya1j30he0ifq4x.jpg,https://wx4.sinaimg.cn/large/008Bhcrogy1hvwf4vkrrnj30hn0dqgnc.jpg,https://wx2.sinaimg.cn/large/008Bhcrogy1hvwf4xtbh4j30j612p0x9.jpg",,,2024-11-23T20:01:27,iPhone 15 Pro,1,0,0,"在水好评,广州在水,在水周年庆",,2024-11-23 20:01:27,True
