id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106082710028704	,P2yeP07sY,"垫下巴
  人工骨垫下巴（Medpor）+可吸收钉术后三个月，感谢求美者反馈！
术前：
网页链接
术后即刻：
网页链接
术后一周：
网页链接
术后一个月：
网页链接
术后两个月：
网页链接
完全稳定定型在3-6个月。 #下巴后缩# ",,"https://wx2.sinaimg.cn/large/6d216eaagy1hw36l4q0wyj22c0340b2b.jpg,https://wx4.sinaimg.cn/large/6d216eaagy1hw36lafme6j21v22hehdu.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hw36lgu6x2j21qy2byhdu.jpg,https://wx1.sinaimg.cn/large/6d216eaagy1hw36lk38e8j21z92n0npd.jpg,https://wx4.sinaimg.cn/large/6d216eaagy1hw36lmzt32j22c0340hdu.jpg,https://wx2.sinaimg.cn/large/6d216eaagy1hw36lsnon8j221o2q8u0x.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hw36l0gploj22c0340hdv.jpg,https://wx4.sinaimg.cn/large/6d216eaagy1hw36lzoszij22c0340hdv.jpg",,,2024-11-29T16:20:47,垫下巴超话,0,0,0,下巴后缩,,2024-11-29 16:20:47,True
5105726566961024	,P2oYotcSA,"假体垫下巴术后即刻采访
 
深圳
 
深圳林永剑隆鼻修复的微博视频
 ",,,"https://f.video.weibocdn.com/u0/gHEBmKdVgx08jWvYkxzW01041200fvtu0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732888591&ssig=42IpYbkKJB&KID=unistore,video",深圳,2024-11-28T16:45:36,垫下巴超话,0,0,0,,,2024-11-28 16:45:36,True
5105718824799456	,P2oLUk8yA,"垫下巴
  假体垫下巴+可吸收钉术后即刻原相机视频对比！#下巴后缩# 
深圳
 
深圳林永剑隆鼻修复的微博视频
 ",,,"https://f.video.weibocdn.com/u0/oiLzFHXOgx08jWtRmpN60104120053MZ0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732888591&ssig=RsEO9ZoLfW&KID=unistore,video",深圳,2024-11-28T16:14:50,垫下巴超话,1,0,0,下巴后缩,,2024-11-28 16:14:50,True
5105712730737935	,P2oC535Yb,"垫下巴
  假体垫下巴+可吸收钉术后即刻
求美者曾陆续注射过4支玻尿酸，随着时间的推移，这些注射导致了一些并发症。由于多次注射和长时间的玻尿酸填充，下巴区域的腔隙被过度扩张，导致皮肤与肌肉的贴合度下降。
术前下巴短小、不对称，整个下颌后缩，但是明显偏颌，只能尽力改善。
术前：
网页链接
术后即刻较为肿胀，仅供参考。#下巴后缩# 
深圳",,"https://wx1.sinaimg.cn/large/6d216eaagy1hw2036x63hj22ud24re82.jpg,https://wx1.sinaimg.cn/large/6d216eaagy1hw203jm5ljj22ud24rhdu.jpg,https://wx4.sinaimg.cn/large/6d216eaagy1hw203sqxknj22ud24rb2a.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hw202uu6cnj22ud24re82.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hw203zxb0hj224r2udb2a.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hw204aureej224r2udb2a.jpg",,深圳,2024-11-28T15:50:37,垫下巴超话,0,0,0,下巴后缩,,2024-11-28 15:50:37,True
5105674789588103	,P2nCSEeiP,"详细沟通后再进行手术 
深圳林永剑隆鼻修复的微博视频
 ",,,"https://f.video.weibocdn.com/u0/iNyxRX96gx08jWhQlKi4010412005Ch10E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732888591&ssig=7%2B3R2JuGvi&KID=unistore,video",,2024-11-28T13:19:51,iPhone客户端,0,0,0,,,2024-11-28 13:19:51,True
5105671723028296	,P2nxWcHNu,"垫下巴
  多次注射玻尿酸+偏颌+下巴短小后缩情况术前沟通#下巴后缩# 
深圳
 
深圳林永剑隆鼻修复的微博视频
 ",,,"https://f.video.weibocdn.com/u0/LIkDmGxYgx08jWh0rl1u01041200iOgX0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732888591&ssig=A2EiOSCCs2&KID=unistore,video",深圳,2024-11-28T13:07:40,垫下巴超话,0,0,0,下巴后缩,,2024-11-28 13:07:40,True
5105661287074283	,P2nh6tGll,"垫下巴
  假体垫下巴+可吸收钉术前面诊沟通，求美者曾陆续注射过4支玻尿酸，时间久了出现下坠、形态不佳等问题。由于多次注射和长时间的玻尿酸填充，下巴区域的腔隙被过度扩张，导致皮肤与肌肉的贴合度下降。
求美者术前已有明显的偏颌情况，在手术中不应过度延长下巴，因为这可能会加剧偏颌的问题。因此，将在确保下巴形态自然和谐的同时，避免加重偏颌的状况。#下巴后缩# 
深圳
 
深圳林永剑隆鼻修复的微博视频",,,"https://f.video.weibocdn.com/u0/7L8L7A2Lgx08jWe9R3io01041200lGr40E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732888592&ssig=9Y145wZkaO&KID=unistore,video",深圳,2024-11-28T12:26:12,垫下巴超话,0,0,0,下巴后缩,,2024-11-28 12:26:12,True
5104715089576996	,P1YEYEbpG,"垫下巴
  假体垫下巴+可吸收钉术后第20天，感谢求美者反馈！
术前：
网页链接
术后即刻：
网页链接
术后第九天：
网页链接
自然精致，气质提升不少。#假体垫下巴##下巴后缩# 
深圳
 ",,"https://wx4.sinaimg.cn/large/6d216eaagy1hvytjcyahlj21sc2dskjl.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hvytjer0zej22ud24rnpd.jpg,https://wx2.sinaimg.cn/large/6d216eaagy1hvytjf9msgj20np0zj42s.jpg,https://wx4.sinaimg.cn/large/6d216eaagy1hvytjh9bfzj20np0zj42q.jpg,https://wx1.sinaimg.cn/large/6d216eaagy1hvytjfsxprj20np0zjgpt.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hvytjig20tj20np0zjjvt.jpg",,深圳,2024-11-25T21:46:21,垫下巴超话,0,0,0,"假体垫下巴,下巴后缩",,2024-11-25 21:46:21,True
5104711079822768	,P1YyvFdlK,假体垫下巴术后第20天反馈，有了下巴后鼻子也更协调了，脸型比例很重要！ ,,"https://wx3.sinaimg.cn/large/6d216eaagy1hvyt2v9uw7j20v91vo4hp.jpg,https://wx4.sinaimg.cn/large/6d216eaagy1hvyt2vpxgzj20v91vo4cg.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hvyt2xx6aoj20v91vowvl.jpg",,,2024-11-25T21:30:25,iPhone客户端,0,0,0,,,2024-11-25 21:30:25,True
5104657095983912	,P1X9rp6GI,"鼻修复远期案例，可以当模板的程度
 
深圳
 ",,"https://wx3.sinaimg.cn/large/6d216eaagy1hvymvon9xdj20tw13wdtq.jpg,https://wx2.sinaimg.cn/large/6d216eaagy1hvymvnbh64j20tw13wgy9.jpg,https://wx3.sinaimg.cn/large/6d216eaagy1hvymvpt9wkj20lc0sgwk9.jpg",,深圳,2024-11-25T17:55:54,iPhone客户端,1,0,0,,,2024-11-25 17:55:54,True
