id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105799286231939	,P2qRGq9d9,"好多人私信问ljf颏成型颏侧 我满意呀 我的要求都是保守保守再保守 锋哥也按我要求 并且切完没有显的脸长啥的 并且我算是颏成型术士完成摆正+缩短+前移 锋哥给我做的很顺滑 没有任何脱节感
雅阁权院长人很好 韩国蛮多院长知道中国医生做的啥的喜欢贬低中国医生 但arc权院长说做的蛮不错的 他说看得出锋哥有在帮我努力调整天生两侧不对称 并且帮我做形态不会让我显脸长
但颏成型做完之后我真挺痛苦 不是痛感 是难受
感觉韩国创伤小和疼痛管理不得不夸 确实好 术后醒来除了麻药晕了一会儿和嗓子痛 3小时出院的时候啥其他感觉都没有 恍惚怀疑我真的做了手术吗那种感觉",,,,,2024-11-28T21:34:34,iPhone 15 Pro,1,0,0,,,2024-11-28 21:34:34,True
5105492853260339	,P2iTrdGa7,ql不回缩下至专利到底是不是噱头 到底做的怎么样啊 ,,,,,2024-11-28T01:16:53,iPhone 15 Pro,0,10,0,,,2024-11-28 01:16:53,True
5105446851447397	,P2hHf64x7,西瓜志你到底多忙啊@dr刘志勇,,,,,2024-11-27T22:14:06,iPhone 15 Pro,2,0,0,,dr刘志勇,2024-11-27 22:14:06,False,6625231598,ArtemisMisae,5105374459593930	,P2fOtEfOO,"避雷@dr刘志勇 @杭州联合丽格第六医疗美容医院 谁还敢找杭州联合丽格6院的6zy？ 
抽纸把顾客做坏了不售后玩消失玩跑路？
在pyq假装岁月静好还在面诊手s术圈元子？#避雷##刘志勇 体雕##uql大臀填充# ",,"https://wx2.sinaimg.cn/large/007emNoagy1hw0x95vg4fj30u00w9acd.jpg,https://wx3.sinaimg.cn/large/007emNoagy1hw0x94u1gmj30ij7psqts.jpg,https://wx2.sinaimg.cn/large/007emNoagy1hw0x91zu9dj30u01rjq7u.jpg",,,2024-11-27T17:26:27,iPhone 15 Pro Max,14,2,4,"避雷,刘志勇 体雕,uql大臀填充","dr刘志勇,杭州联合丽格第六医疗美容医院",2024-11-27 17:26:27
5105109790364511	,P28VB1wPd,"感觉好多医生拒了的ljq都能接 
pz是头宽头大就爱拒
gj是爱以比例好看更重要为由拒
ljf是分析下下颌和颧骨关系 有时候他认为只做一个部位改善就能和谐也会拒或者减少项目
聊天好多整友被他们拒了ljq倒是会接
但我见过的ljq野生做的又蛮不错的
真的要看适不适合医生的术式和方案 ",,,,,2024-11-26T23:54:45,iPhone 15 Pro,6,16,0,,,2024-11-26 23:54:45,True
5105094749589662	,P28xkEeHY,转发微博,,,,,2024-11-26T22:54:59,iPhone 15 Pro,0,0,1,,,2024-11-26 22:54:59,False,5620351734,卡布达Ultra_Alpha_v1_0_10版,5105073133457793	,P27YtevwR,"2025年的“整容日历”分享给有需要的人～
等不及就自己买了，整容这件事太不确定了，所以如果挑个好日子会让我们心安一些，那为什么不呢。
不过我才知道这个凶吉并不是专门给整圈算的，这本是香港风水大师李居明先生做的日常月历。图十三
如果想更精准一些，我的方法是结合自己的八字喜忌。假如一个人八字喜金土，忌火木水，那就在吉日和平日里找不是火木水的日子，这样看2号未必不比3号更好。图十四
十天干十二地支分别对应的五行属性。图十五
再复杂就会涉及到天干地支的生克关系。图十六。这一步要算精准那真需要专业的命理知识了，我觉得那些所谓的“大师”也不见得会了，所以既然算不明白还不如不算，不然本末倒置弄得心态更不好了是吧～
祝大家都早日封刀～",,"https://wx4.sinaimg.cn/large/0068mqeqgy1hvzyvrg53sj33402c0hdw.jpg,https://wx1.sinaimg.cn/large/0068mqeqgy1hvzwd5t8dmj33402c0e84.jpg,https://wx3.sinaimg.cn/large/0068mqeqgy1hvzw02kbnij33402c0e84.jpg,https://wx4.sinaimg.cn/large/0068mqeqgy1hvzw04f5vaj33402c0hdw.jpg,https://wx3.sinaimg.cn/large/0068mqeqgy1hvzw068bajj33402c0hdw.jpg,https://wx2.sinaimg.cn/large/0068mqeqgy1hvzw08l0l4j33402c0e84.jpg,https://wx2.sinaimg.cn/large/0068mqeqgy1hvzw0bfty7j33402c0hdw.jpg,https://wx2.sinaimg.cn/large/0068mqeqgy1hvzw0fbhdqj33402c0e84.jpg,https://wx3.sinaimg.cn/large/0068mqeqgy1hvzw0gxgivj33402c0e84.jpg,https://wx4.sinaimg.cn/large/0068mqeqgy1hvzw0jdb5wj33312bahdw.jpg,https://wx4.sinaimg.cn/large/0068mqeqgy1hvzw0moit3j33402c0b2c.jpg,https://wx1.sinaimg.cn/large/0068mqeqgy1hvzw0qi2t8j33402c0hdw.jpg,https://wx2.sinaimg.cn/large/0068mqeqgy1hvzwg9psloj32wh26d4qt.jpg,https://wx2.sinaimg.cn/large/0068mqeqgy1hvzwpxzvz2j30sv0lnwne.jpg,https://wx2.sinaimg.cn/large/0068mqeqgy1hvzz837k4nj323t1ejtg2.jpg,https://wx2.sinaimg.cn/large/0068mqeqgy1hvzy59zprsj30ms0sg44o.jpg",,,2024-11-26T21:29:05,,15,2,25,,,2024-11-26 21:29:05
5105056573555681	,P27xLeUZH,"我朋友给我发消息问我咋办 在香港打了少女针巨丑
我一看 完了
香港真的审美很落后 这些打针的医生甚至不懂折叠度的概念 离谱死了
香港只适合自己审美巨好 可以指导医生指哪儿打哪儿的人来 毕竟针剂价格真的好香 or 打打非精细化部位肉毒啥的
没啥审美不咋懂还信心满满来打少女针玻尿酸的只能笑着来哭着走了",,,,,2024-11-26T20:23:17,iPhone 15 Pro,7,0,0,,,2024-11-26 20:23:17,True
5105033213379256	,P26W5eb68,雅阁 arc轮廓一周 术前很担心脸会驴化马化不停强调保守保守 术后三天和权院长见面确认了下数据 左右一共推了8mm ,,"https://wx1.sinaimg.cn/large/006qxO39gy1hvzu074qhlj30u01t243b.jpg,https://wx2.sinaimg.cn/large/006qxO39gy1hvzu09wrf7j30u01t2jyh.jpg,https://wx4.sinaimg.cn/large/006qxO39gy1hvzu1pt0ccj30u01t276u.jpg",,,2024-11-26T18:50:27,iPhone 15 Pro,7,5,0,,,2024-11-26 18:50:27,True
5105004531159319	,P26bP4RAH,啊？芭堂你？？？//@Dilpansss:这颧骨推的…,,,,,2024-11-26T16:56:29,iPhone 15 Pro,3,2,0,,Dilpansss,2024-11-26 16:56:29,False,6910065075,Miyakysoo,5100184325592990	,P04NinsZw,芭堂轮廓三件套第二个月反馈～比预想当中消肿还要更多了一些，现在脸上基本上看不出有肿胀的感觉，但是还是要加油减点肥效果应该会更好！最后附上两张照相馆拍的证件照同一照相师和修图师出来的对比，分别是做轮廓线前和轮廓后两个月，效果还是非常明显 ,,"https://wx3.sinaimg.cn/large/007xDVAvgy1hvkd69yv7ij31li1vg4qp.jpg,https://wx3.sinaimg.cn/large/007xDVAvgy1hvkd6ajcoyj31nk1xg7wh.jpg,https://wx1.sinaimg.cn/large/007xDVAvgy1hvkd6b00n4j31lm1wu1kx.jpg,https://wx3.sinaimg.cn/large/007xDVAvgy1hvkd6bhdroj320s2lk1kx.jpg,https://wx4.sinaimg.cn/large/007xDVAvgy1hvkd6c5m2bj32442z4npd.jpg",,,2024-11-13T09:42:43,iPhone客户端,1,0,6,,,2024-11-13 09:42:43
5104653591383766	,P1X3N5NYO,转发微博,,,,,2024-11-25T17:41:59,iPhone 15 Pro,0,0,0,,,2024-11-25 17:41:59,False,1101590502,Fashion热家居,5104341037615791	,P1OVFvXdl,转赞菩萨，诸邪退散，好运伴随。🙏 ,,https://wx4.sinaimg.cn/large/41a8efe6gy1hvwggg1x1vj20j60pf12u.jpg,,,2024-11-24T21:00:00,微博网页版,29,3,21,,,2024-11-24 21:00:00
5104652594447221	,P1X2biEVn,真是咋看咋奇葩 不愧是医托儿,,,,,2024-11-25T17:38:01,iPhone 15 Pro,2,0,0,,,2024-11-25 17:38:01,False,7370956676,保佑双鄂完美,5104604021522847	,P1VLQ6oa3,"人品好坏是一回事儿，家境好坏/美丑与否又是另一回事儿： 那个CA米米，之前私信问我怎么考雅思（她雅思没有考到小分6.5口语）我就把我自己整理出来了雅思口语资料发给她了，考过雅思的人都知道很多口语材料，你是需要通过结合自己的生活经历去写出来的。结果没多久之后，她就在微博上问：谁需要雅思资料/雅思辅导，开始卖我送给她的资料了。我就微信私信她，说这样不太好，毕竟这些资料都是我的知识产权（如果你关注我的微博够久就知道，我不是一个擅长骂人的人，所以全程非常小心翼翼，毕竟我也只是一个透明人，她是一个博主），结果她直接恶言相向，一顿脏话输出完之后把我拉黑。当场给大一的我上了一课人性之恶。我们生活唯一的共同点就是yjn,但他当时也是因为本来想和yjn合作，结果猿给她开坏内眼角了，她才开始骂。",,,,,2024-11-25T14:24:59,iPhone客户端,167,31,11,,,2024-11-25 14:24:59
