id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105301466909612	,P2dUKsZvm,转发,,,,,2024-11-27T12:36:24,微博轻享版,0,0,1,,,2024-11-27 12:36:24,False,5613575525,越来越美的ironX,5104570042155799	,P1UT292OX,2025年整容日历到啦！分享给宝宝们 ,,"https://wx4.sinaimg.cn/large/0067TZqJly1hvycv6474lj33402c07wl.jpg,https://wx1.sinaimg.cn/large/0067TZqJly1hvycv7d2pij33402c0npg.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycv9b6g6j33402c07wl.jpg,https://wx1.sinaimg.cn/large/0067TZqJly1hvycvbhh67j33402c07wl.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycvded3sj33402c0e85.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycvg2ilaj33402c04qt.jpg,https://wx2.sinaimg.cn/large/0067TZqJly1hvycvitb2vj33402c0b2d.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycv42yprj33402c0hdx.jpg,https://wx3.sinaimg.cn/large/0067TZqJly1hvycvlaiplj33402c07wl.jpg",,,2024-11-25T12:09:59,iPhone客户端,98,8,295,,,2024-11-25 12:09:59
5105164566397402	,P2alWqQfU,嘴巴 韩国,,,,,2024-11-27T03:32:24,微博轻享版,0,0,0,,,2024-11-27 03:32:24,False,7430703464,天天都要吃泡菜,4984492055593770	,Nzs1vntc6,"神啊 姐妹们 无论在哪 无论任何部位 打bns都不要选韩国产的bns 真滴真滴很垃圾 杂质很多吸水性很强 免疫力差一点的时候会发炎 而且溶不干净 真不差那几个钱 
打嘴第一梯队: 乔雅登质颜 保柔缇Balance 瑞蓝二号；第二就是乔雅登雅致和Ultra 2
韩国诊所打👄选这几个型号一般就不超过40万韩币  当然特别火的针对中国人收高价的诊所例如moon clinic就不在讨论范围之内了
去韩国也不要打很多诊所推的瑞蓝Kysse 说是唇部专用 但是真的很硬
bns并不是很多人想象中的那样“高耗” 往脸上堆十支八支的量根本不正常 打嘴一次最多打0.8-1ml 越薄的嘴唇越需要少量多次打 打卧蚕每边0.1-0.2ml 多了的话 卧蚕真的会吸水吸得很丑 呈半透明果冻状
bns在我体内可以留个好几年 我三年前雅致打的0.8ml的嘴唇至今不用补针 做膨体眉弓四到六年前往眉弓打了两次乔雅登极致 每次1ml（打两边）眉心打了0.2ml雅致 山根和鼻梁打了0.8ml丝丽XXL 做眉弓前一针溶解酶下去T区直接瘪了 我才知道这些bns在我体内撑了这么久 所以啊 打bns一定要选好的材料 要不就别打了
（由于国内进口bns的价格太吓人 还是绕道去韩国打吧）",,https://wx1.sinaimg.cn/large/0086StpSgy1hlb9ozuttlj30v80qk0xd.jpg,,,2023-12-30T03:42:56,iPhone客户端,13,1,13,,,2023-12-30 03:42:56
5105140962951506	,P29JScnOW,腿痒的想死 ,,,,,2024-11-27T01:58:37,微博轻享版,0,0,0,,,2024-11-27 01:58:37,True
5104696623370493	,P1Ybce8ON,我以后可以梳头了大光明发型了 ,,https://wx1.sinaimg.cn/large/008Gj6iGgy1hvyrf5plt5j32c0340qf2.jpg,,,2024-11-25T20:32:58,微博轻享版,4,8,0,,,2024-11-25 20:32:58,True
5104683450631344	,P1XPX2EeY,哎…聊天又聊哭了 ,,,,,2024-11-25T19:40:38,微博轻享版,0,3,0,,,2024-11-25 19:40:38,True
5104294952960575	,P1NJlcqbd,全体起立 ,,"https://wx4.sinaimg.cn/large/008Gj6iGgy1hvxhafmozyj31x62k7157.jpg,https://wx2.sinaimg.cn/large/008Gj6iGgy1hvxhafp5eej31yr2mcwv7.jpg",,,2024-11-24T17:56:52,微博轻享版,4,2,0,,,2024-11-24 17:56:52,True
5104134261048975	,P1Jya4oSX,"大小腿day9
换了s的裤子
感觉人要没了勒得
题外话感觉不同颜色同一个尺码黑色紧好多 ",,"https://wx4.sinaimg.cn/large/008Gj6iGgy1hvwyu2zlawj32c0340npd.jpg,https://wx4.sinaimg.cn/large/008Gj6iGgy1hvwyu2y6hxj32c0340kjl.jpg",,,2024-11-24T07:18:21,微博轻享版,0,4,0,,,2024-11-24 07:18:21,True
5104036613194419	,P1H0Fdp0T,妈呀睡了几个小时现在是被痒醒的 ,,,,,2024-11-24T00:50:19,微博轻享版,0,7,0,,,2024-11-24 00:50:19,True
5103969930575923	,P1Fh72pP5,问一个愚蠢的问题…轮廓三件套之后多久能坐过山车…. ,,,,,2024-11-23T20:25:20,微博轻享版,0,2,0,,,2024-11-23 20:25:20,True
5103667202754983	,P1xoQbyHd,有些手术尤其是大手术你自己都不上心做功课那真是对自己不负责。可不关别人事。没义务帮你。 ,,,,,2024-11-23T00:22:25,微博轻享版,2,0,0,,,2024-11-23 00:22:25,True
5103569366156700	,P1uR2pPDC,转发,,,,,2024-11-22T17:53:39,微博轻享版,1,0,0,,,2024-11-22 17:53:39,False,7937589312,医托医骗开团卖假光电的变我头像,5103568354542585	,P1uPpj3Jv,"很喜欢这次打得卧蚕 图一是没有修眉弓没有打卧蚕的眼睛  整个很平 图二是修了眉弓➕打了卧蚕 我一直都知道我眼睛缺点的 有点吊眼➕不成功的双眼皮 所以我就是调圆 打得时候医生一直担心会不会太夸张了 我说放心打吧 我当时没有带模版的 让医生边打我看着调整  就是眼头加重 我不喜欢重点在后面的卧蚕 我感觉和眼袋一样  刚在找图我应该是图三的第三个
材料方面：纯玻尿酸  玻尿酸➕胶原我都打了 ，真的还是得玻尿酸➕胶原。。。打出来的形态还有透度真的刚刚好 纯玻尿酸真的太透了还流的很明显  @上海注射医师王宇欣",,"https://wx1.sinaimg.cn/large/008FbjA4gy1hvv5iu1mldj30ak09ht92.jpg,https://wx2.sinaimg.cn/large/008FbjA4gy1hvv5hbjrfwj309009ht8z.jpg,https://wx4.sinaimg.cn/large/008FbjA4gy1hvv5l10qa1j30zt1cb4cs.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002k1QlKgx08jN11L7xS0f0f01001Abk0k01.mov,,2024-11-22T17:49:38,iPhone 14 Pro Max,69,14,11,,上海注射医师王宇欣,2024-11-22 17:49:38
5103227621868002	,P1lXQ7PX4,腰腹手臂！！,,,,,2024-11-21T19:15:40,微博轻享版,0,0,0,,,2024-11-21 19:15:40,False,7714939020,体雕医生熊路遥,5102792665202856	,P1aEilPv2,"🐻🐻🐻【年终体雕季】感恩熊熊粉丝抽奖活动正式上线❗️
🐻🐻🐻限时活动，参与活动领取双S曲线❗️
具体的活动详情下面文案中公布，名额有限，具体咨询请戳v x ：
现在关注@体雕医生熊路遥 与我互动，积极转发、评论、点赞我的微博，累计互动分值。活动截至到12月18日，微博粉丝互动榜排名前2名将直接获得一等奖。
二等奖由@微博抽奖平台 从本条博文“转赞评”中抽取幸运粉丝。
🐾一等奖（互动榜）：享熊路遥手臂环吸/腰腹环吸/大腿环吸三选一免单， 共2️⃣位！
🐾二等奖：🧧188.88元，抽取1️⃣8️⃣位！
活动说明：
1：参与条件：所有中奖的粉丝，要保证注册账号超过3个月；账号必须实名身份认证（实施手术时查验身份信息）。开奖时转发内容不得删除，否则奖励作废。
2：享受手术费用免单的粉丝，默认成为我院案例客户，同意分享手术效果。
3：互动排行榜单前2名的粉丝，需在我进行私信确认获奖后的一周内联系@熊路遥助理Andy 并确认兑换奖励，确认后不得变动，不得转让，逾期自动丧失手术优惠资格。
4:  本活动仅限于吸脂整形项目的手术费用，不包含其它部位手术费、麻醉费、杂费。
5：若抽中多种奖项，则按最高级别奖项为准。
6：使用时效：兑奖后三个月内有效，可更改一次手术日期，超出三个月未使用自动作废。
注意事项：
1. 能充分理解医学的不确定性，也理解个人审美观点存在很大的差异，愿意听从熊路遥医生的意见。若审美、手术方案与熊路遥医生不能达成一致，或体检发现身体有不适合手术的情况，自愿放弃本次机会。
2.不能接受及承担手术的客观风险，或手术费用将影响正常生活的不建议参与。#好物分享##熊路遥体雕##吸脂##好物推荐#吸脂
 
抽奖详情",,"https://wx3.sinaimg.cn/large/008q764kgy1hvsogts0jkj30yi22ou0x.jpg,https://wx3.sinaimg.cn/large/008q764kgy1hvsogsle3yj30yi22o4qp.jpg",,,2024-11-20T14:27:18,iPhone 16 Pro Max,69,100,79,"好物分享,熊路遥体雕,吸脂,好物推荐","体雕医生熊路遥,微博抽奖平台,熊路遥助理Andy",2024-11-20 14:27:18
5102812718172571	,P1baDyi3F,宝宝们有没有什么推荐的假睫毛？ ,,,,,2024-11-20T15:47:00,微博轻享版,0,7,0,,,2024-11-20 15:47:00,True
5102803743933371	,P1aWagvft,"前置
美图秀秀的贴纸没动大小
可以刚好盖住脸（超过五官）
乐一下 ",,https://wx3.sinaimg.cn/large/008Gj6iGgy1hvsq0zqndwj31sc2ds4fu.jpg,,,2024-11-20T15:11:21,微博轻享版,2,3,0,,,2024-11-20 15:11:21,True
